dataset,split,category_a,category_b,count_weight,binary_weight,freq_a,freq_b,p_b_given_a,p_a_given_b,lift_binary,pmi_binary,ppmi_binary
pog,train,46eacb79120159c0d446c08e1f671b0f,a6cd655d1645f38869be793d5fb194cb,412.0,411.0,1113.0,2816.0,0.3692722371967655,0.14595170454545456,0.9301306741607449,-0.0724301928551565,0.0
pog,train,664162d351ab59ea042546db288bbf7c,c6ba1690407cbd175f036694488a914e,411.0,410.0,7093.0,897.0,0.057803468208092484,0.45707915273132665,0.45707915273132665,-0.7828987023604426,0.0
pog,train,852a581f78e4f4d7ecf9972a038e440c,fc528592c3858f90196fbfacc814f235,399.0,399.0,2444.0,1768.0,0.1632569558101473,0.2256787330316742,0.6549669612903705,-0.4231704853971243,0.0
pog,train,126c091a8ff171f694733a624089e68a,8476c833956c74092868c24514562b0b,395.0,394.0,5303.0,1177.0,0.07429756741467095,0.33474936278674594,0.44774226480226087,-0.803537513897386,0.0
pog,train,a6cd655d1645f38869be793d5fb194cb,c6ba1690407cbd175f036694488a914e,384.0,384.0,2816.0,897.0,0.13636363636363635,0.4280936454849498,1.0782912739434478,0.07537763445308443,0.07537763445308443
pog,train,a6cd655d1645f38869be793d5fb194cb,de802e3a05e11e88ddd894aa58e0f4d9,382.0,382.0,2816.0,975.0,0.1356534090909091,0.39179487179487177,0.9868611596736597,-0.013225918467118208,0.0
pog,train,08734b0d499542a3a0ae060fb5597d09,664162d351ab59ea042546db288bbf7c,380.0,380.0,791.0,7093.0,0.4804045512010114,0.05357394614408572,0.48040455120101144,-0.7331267150472223,0.0
pog,train,3e600277f4bf92983bf6fcb0ac09e0d7,852a581f78e4f4d7ecf9972a038e440c,364.0,364.0,2031.0,2444.0,0.1792220580994584,0.14893617021276595,0.5201399583058341,-0.653657353033043,0.0
pog,train,08734b0d499542a3a0ae060fb5597d09,126c091a8ff171f694733a624089e68a,350.0,350.0,791.0,5303.0,0.4424778761061947,0.06600037714501225,0.5918339760930114,-0.5245291292192377,0.0
pog,train,0ab410a4baf435f5b6496cb061c11dc1,126c091a8ff171f694733a624089e68a,343.0,343.0,753.0,5303.0,0.4555112881806109,0.06468036960211201,0.6092667484565478,-0.4954990965689969,0.0
pog,train,8476c833956c74092868c24514562b0b,b608ccb44928992e75009892971acd46,337.0,337.0,1177.0,3313.0,0.286321155480034,0.10172049501961967,0.6130020995532391,-0.489386918005724,0.0
pog,train,022ab423f035b47ac0af5046c51ed093,852a581f78e4f4d7ecf9972a038e440c,327.0,326.0,1054.0,2444.0,0.3092979127134725,0.13338788870703763,0.8976473383292393,-0.107978006823999,0.0
pog,train,95c3a26ab13f3ec5cd28a281e3685e7b,a6cd655d1645f38869be793d5fb194cb,302.0,302.0,2260.0,2816.0,0.1336283185840708,0.10724431818181818,0.33658581808125504,-1.0889021309673081,0.0
pog,train,2b28f4772c30b8544c742f6a349a06b3,664162d351ab59ea042546db288bbf7c,297.0,297.0,501.0,7093.0,0.592814371257485,0.041872268433666995,0.592814371257485,-0.5228739622821652,0.0
pog,train,03bfc1d4783966c69cc6aef8247e0103,dab681fd76ae76e9421f7378ed0ed11d,296.0,296.0,1387.0,377.0,0.21341023792357605,0.7851458885941645,4.015169277432162,1.3900795077633048,1.3900795077633048
pog,train,022ab423f035b47ac0af5046c51ed093,a6cd655d1645f38869be793d5fb194cb,289.0,288.0,1054.0,2816.0,0.2732447817836812,0.10227272727272728,0.6882547007072624,-0.373596305041208,0.0
pog,train,664162d351ab59ea042546db288bbf7c,8585a77eaebc91282b433359863cb569,281.0,281.0,7093.0,546.0,0.03961652333286338,0.5146520146520146,0.5146520146520146,-0.6642643064111594,0.0
pog,train,03bfc1d4783966c69cc6aef8247e0103,19125833f147d19800e3aa39ecfc76c2,280.0,279.0,1387.0,804.0,0.20115356885364094,0.34701492537313433,1.7746048058194965,0.5735777535296543,0.5735777535296543
pog,train,3afab60a60abe737c6b12772e0fcec0a,95c3a26ab13f3ec5cd28a281e3685e7b,279.0,278.0,876.0,2260.0,0.317351598173516,0.12300884955752213,0.9960065866569686,-0.004001408309999087,0.0
pog,train,2450d5bfc87a1f5b96e2837f5c87a70c,852a581f78e4f4d7ecf9972a038e440c,276.0,276.0,2525.0,2444.0,0.1093069306930693,0.11292962356792144,0.3172316118682245,-1.1481231350817092,0.0
pog,train,a6cd655d1645f38869be793d5fb194cb,bc11aa63d5a69b1b0f90c34fd2c62102,276.0,275.0,2816.0,925.0,0.09765625,0.2972972972972973,0.7488386824324325,-0.2892316959217001,0.0
pog,train,664162d351ab59ea042546db288bbf7c,841c8877534da01768696cd2375bab70,274.0,274.0,7093.0,517.0,0.03862963485126181,0.5299806576402321,0.5299806576402322,-0.6349147681203587,0.0
pog,train,6eb82f81b7105a1112fec1bb3c8dd62b,a6cd655d1645f38869be793d5fb194cb,275.0,272.0,1001.0,2816.0,0.27172827172827174,0.09659090909090909,0.6844348832985196,-0.37916176909506955,0.0
pog,train,852a581f78e4f4d7ecf9972a038e440c,95c3a26ab13f3ec5cd28a281e3685e7b,272.0,272.0,2444.0,2260.0,0.11129296235679215,0.12035398230088495,0.3492924699100561,-1.0518456850597333,0.0
pog,train,664162d351ab59ea042546db288bbf7c,b5512b7b61119e0a76d1f6b3bd6d2b94,271.0,271.0,7093.0,442.0,0.03820668264486113,0.6131221719457014,0.6131221719457014,-0.48919106119799716,0.0
pog,train,95c3a26ab13f3ec5cd28a281e3685e7b,b608ccb44928992e75009892971acd46,271.0,271.0,2260.0,3313.0,0.11991150442477876,0.08179897373981286,0.256725717140041,-1.3597470124844397,0.0
pog,train,b608ccb44928992e75009892971acd46,de802e3a05e11e88ddd894aa58e0f4d9,269.0,269.0,3313.0,975.0,0.08119529127678841,0.27589743589743587,0.5906853343859079,-0.5264718324938172,0.0
pog,train,022ab423f035b47ac0af5046c51ed093,b608ccb44928992e75009892971acd46,264.0,264.0,1054.0,3313.0,0.2504743833017078,0.07968608511922728,0.5362555993839461,-0.6231443670528005,0.0
pog,train,03bfc1d4783966c69cc6aef8247e0103,856a563554cc6f5b2bac63e3e8ff10b5,261.0,261.0,1387.0,360.0,0.18817591925018023,0.725,3.7075883201153563,1.3103816167597928,1.3103816167597928
pog,train,08734b0d499542a3a0ae060fb5597d09,a6cd655d1645f38869be793d5fb194cb,261.0,261.0,791.0,2816.0,0.3299620733249052,0.09268465909090909,0.8311154069934491,-0.18498661652080664,0.0
pog,train,0ab410a4baf435f5b6496cb061c11dc1,2450d5bfc87a1f5b96e2837f5c87a70c,260.0,259.0,753.0,2525.0,0.34395750332005315,0.10257425742574257,0.9662140875442126,-0.03436984660772931,0.0
pog,train,46eacb79120159c0d446c08e1f671b0f,b608ccb44928992e75009892971acd46,260.0,259.0,1113.0,3313.0,0.23270440251572327,0.07817687896166617,0.49821078389496676,-0.6967320306738164,0.0
pog,train,95c3a26ab13f3ec5cd28a281e3685e7b,fc528592c3858f90196fbfacc814f235,252.0,252.0,2260.0,1768.0,0.11150442477876106,0.1425339366515837,0.44734212949985985,-0.8044315867504103,0.0
pog,train,6eb82f81b7105a1112fec1bb3c8dd62b,fc528592c3858f90196fbfacc814f235,253.0,250.0,1001.0,1768.0,0.24975024975024976,0.1414027149321267,1.0019674895240507,0.001965556551523925,0.001965556551523925
pog,train,022ab423f035b47ac0af5046c51ed093,fc528592c3858f90196fbfacc814f235,251.0,248.0,1054.0,1768.0,0.23529411764705882,0.14027149321266968,0.9439712536598349,-0.057659564931827514,0.0
pog,train,03bfc1d4783966c69cc6aef8247e0103,82462c11b65faedd60ec94210debc584,248.0,247.0,1387.0,364.0,0.1780821917808219,0.6785714285714286,3.4701565557729936,1.2441997098784916,1.2441997098784916
pog,train,3e600277f4bf92983bf6fcb0ac09e0d7,bc11aa63d5a69b1b0f90c34fd2c62102,244.0,244.0,2031.0,925.0,0.12013786312161497,0.2637837837837838,0.9212301222936379,-0.08204541259752118,0.0
pog,train,b608ccb44928992e75009892971acd46,c6ba1690407cbd175f036694488a914e,243.0,242.0,3313.0,897.0,0.07304557802595835,0.2697881828316611,0.5776056688273385,-0.5488638769999186,0.0
pog,train,3e600277f4bf92983bf6fcb0ac09e0d7,46eacb79120159c0d446c08e1f671b0f,239.0,239.0,2031.0,1113.0,0.11767602166420482,0.21473495058400718,0.749933532492547,-0.2877706997223321,0.0
pog,train,72b059d86956ec93bbe2ae5a6622f4bd,814ed433f7b89cef654140214dfdaab5,229.0,229.0,669.0,712.0,0.3423019431988042,0.32162921348314605,3.410038880771233,1.226723693216122,1.226723693216122
pog,train,6eb82f81b7105a1112fec1bb3c8dd62b,852a581f78e4f4d7ecf9972a038e440c,229.0,228.0,1001.0,2444.0,0.22777222777222778,0.09328968903436989,0.6610427215991864,-0.41393680945017897,0.0
pog,train,bc11aa63d5a69b1b0f90c34fd2c62102,fc528592c3858f90196fbfacc814f235,228.0,228.0,925.0,1768.0,0.2464864864864865,0.12895927601809956,0.9888736700501405,-0.011188690553486572,0.0
pog,train,3e600277f4bf92983bf6fcb0ac09e0d7,95c3a26ab13f3ec5cd28a281e3685e7b,225.0,225.0,2031.0,2260.0,0.11078286558345643,0.09955752212389381,0.3476915334440073,-1.0564395904402093,0.0
pog,train,852a581f78e4f4d7ecf9972a038e440c,8585a77eaebc91282b433359863cb569,222.0,222.0,2444.0,546.0,0.09083469721767594,0.4065934065934066,1.180019244258197,0.16553074703797532,0.16553074703797532
pog,train,46eacb79120159c0d446c08e1f671b0f,fc528592c3858f90196fbfacc814f235,216.0,216.0,1113.0,1768.0,0.1940700808625337,0.12217194570135746,0.7785854545011037,-0.2502765255868819,0.0
pog,train,126c091a8ff171f694733a624089e68a,8585a77eaebc91282b433359863cb569,214.0,214.0,5303.0,546.0,0.04035451631152178,0.39194139194139194,0.5242391651971136,-0.6458072766580968,0.0
pog,train,2450d5bfc87a1f5b96e2837f5c87a70c,841c8877534da01768696cd2375bab70,212.0,212.0,2525.0,517.0,0.08396039603960397,0.41005802707930367,1.1518976578508915,0.14141071965620988,0.14141071965620988
pog,train,022ab423f035b47ac0af5046c51ed093,3e600277f4bf92983bf6fcb0ac09e0d7,211.0,211.0,1054.0,2031.0,0.20018975332068312,0.10388970950270802,0.6991363467767628,-0.35790949600353905,0.0
pog,train,08734b0d499542a3a0ae060fb5597d09,b608ccb44928992e75009892971acd46,210.0,210.0,791.0,3313.0,0.26548672566371684,0.06338665861756716,0.5683964217122679,-0.5649361781479942,0.0
pog,train,dab681fd76ae76e9421f7378ed0ed11d,ecff24c1d93157b5c20fd73bb31faced,205.0,205.0,377.0,622.0,0.5437665782493368,0.3295819935691318,6.200862282190589,1.8246883601533046,1.8246883601533046
pog,train,3e600277f4bf92983bf6fcb0ac09e0d7,8476c833956c74092868c24514562b0b,204.0,203.0,2031.0,1177.0,0.0999507631708518,0.17247238742565846,0.6023370970015735,-0.506938028596787,0.0
pog,train,8476c833956c74092868c24514562b0b,a6cd655d1645f38869be793d5fb194cb,203.0,203.0,1177.0,2816.0,0.17247238742565846,0.07208806818181818,0.43442707528771146,-0.8337271842943356,0.0
pog,train,126c091a8ff171f694733a624089e68a,841c8877534da01768696cd2375bab70,197.0,197.0,5303.0,517.0,0.03714878370733547,0.38104448742746616,0.509664067381297,-0.6740034617054836,0.0
pog,train,814ed433f7b89cef654140214dfdaab5,ecff24c1d93157b5c20fd73bb31faced,197.0,197.0,712.0,622.0,0.27668539325842695,0.3167202572347267,3.155192113154377,1.1490493857889201,1.1490493857889201
pog,train,19125833f147d19800e3aa39ecfc76c2,72b059d86956ec93bbe2ae5a6622f4bd,195.0,195.0,804.0,669.0,0.24253731343283583,0.2914798206278027,2.5714755817325927,0.9444798904586388,0.9444798904586388
pog,train,46eacb79120159c0d446c08e1f671b0f,de802e3a05e11e88ddd894aa58e0f4d9,193.0,193.0,1113.0,975.0,0.1734052111410602,0.19794871794871796,1.2615006796138868,0.23230202783358,0.23230202783358
pog,train,3e600277f4bf92983bf6fcb0ac09e0d7,de802e3a05e11e88ddd894aa58e0f4d9,190.0,190.0,2031.0,975.0,0.09354997538158542,0.19487179487179487,0.6805640773144466,-0.384833299215659,0.0
pog,train,814ed433f7b89cef654140214dfdaab5,83fb64f0af37f88a42f311549fb261cb,190.0,190.0,712.0,538.0,0.26685393258426965,0.35315985130111527,3.5182062152792284,1.257951261788813,1.257951261788813
pog,train,8585a77eaebc91282b433359863cb569,a6cd655d1645f38869be793d5fb194cb,189.0,189.0,546.0,2816.0,0.34615384615384615,0.06711647727272728,0.8718995847902099,-0.13708101676110881,0.0
pog,train,6eb82f81b7105a1112fec1bb3c8dd62b,b608ccb44928992e75009892971acd46,189.0,188.0,1001.0,3313.0,0.1878121878121878,0.05674615152429822,0.4020983544074399,-0.9110585575830803,0.0
pog,train,19125833f147d19800e3aa39ecfc76c2,664162d351ab59ea042546db288bbf7c,188.0,188.0,804.0,7093.0,0.23383084577114427,0.026505004934442408,0.23383084577114427,-1.4531573063490173,0.0
pog,train,8476c833956c74092868c24514562b0b,fc528592c3858f90196fbfacc814f235,186.0,186.0,1177.0,1768.0,0.1580288870008496,0.10520361990950226,0.6339925879508067,-0.4557180155425775,0.0
pog,train,c6ba1690407cbd175f036694488a914e,de802e3a05e11e88ddd894aa58e0f4d9,186.0,185.0,897.0,975.0,0.20624303232998886,0.18974358974358974,1.5003916187862678,0.4057261532237684,0.4057261532237684
pog,train,3e600277f4bf92983bf6fcb0ac09e0d7,6eb82f81b7105a1112fec1bb3c8dd62b,186.0,184.0,2031.0,1001.0,0.09059576563269325,0.1838161838161838,0.6419538118208724,-0.44323892208453286,0.0
pog,train,3e600277f4bf92983bf6fcb0ac09e0d7,c6ba1690407cbd175f036694488a914e,184.0,183.0,2031.0,897.0,0.09010339734121123,0.2040133779264214,0.7124898521083739,-0.33898960959567287,0.0
pog,train,08734b0d499542a3a0ae060fb5597d09,3e600277f4bf92983bf6fcb0ac09e0d7,182.0,182.0,791.0,2031.0,0.23008849557522124,0.0896110290497292,0.8035537661817057,-0.21871118106915644,0.0
pog,train,3afab60a60abe737c6b12772e0fcec0a,b608ccb44928992e75009892971acd46,181.0,181.0,876.0,3313.0,0.20662100456621005,0.05463326290371265,0.44236727600003856,-0.8156148007683749,0.0
pog,train,b608ccb44928992e75009892971acd46,bc11aa63d5a69b1b0f90c34fd2c62102,175.0,174.0,3313.0,925.0,0.05252037428312707,0.1881081081081081,0.4027319078813193,-0.9094841793957053,0.0
pog,train,72b059d86956ec93bbe2ae5a6622f4bd,83fb64f0af37f88a42f311549fb261cb,174.0,174.0,669.0,538.0,0.2600896860986547,0.32342007434944237,3.4290262890292897,1.232276340126603,1.232276340126603
pog,train,03bfc1d4783966c69cc6aef8247e0103,c6342df4744ae61888fa993d281972d7,172.0,171.0,1387.0,282.0,0.1232876712328767,0.6063829787234043,3.1009909647333136,1.1317217264518014,1.1317217264518014
pog,train,08734b0d499542a3a0ae060fb5597d09,852a581f78e4f4d7ecf9972a038e440c,171.0,171.0,791.0,2444.0,0.21618204804045513,0.06996726677577741,0.6274055919602899,-0.466162070354393,0.0
pog,train,8585a77eaebc91282b433359863cb569,b608ccb44928992e75009892971acd46,170.0,170.0,546.0,3313.0,0.31135531135531136,0.05131300935707818,0.6665992222889295,-0.40556627979245236,0.0
pog,train,852a581f78e4f4d7ecf9972a038e440c,b5512b7b61119e0a76d1f6b3bd6d2b94,169.0,169.0,2444.0,442.0,0.06914893617021277,0.38235294117647056,1.1096683354192742,0.10406117375597627,0.10406117375597627
pog,train,856a563554cc6f5b2bac63e3e8ff10b5,ecff24c1d93157b5c20fd73bb31faced,167.0,167.0,360.0,622.0,0.4638888888888889,0.2684887459807074,5.289974097892104,1.6658133494295067,1.6658133494295067
pog,train,03bfc1d4783966c69cc6aef8247e0103,9e3e1aff5fca5f418e5e3679ff932c05,165.0,165.0,1387.0,261.0,0.11896178803172314,0.632183908045977,3.2329347222567515,1.1733903074651422,1.1733903074651422
pog,train,08734b0d499542a3a0ae060fb5597d09,fc528592c3858f90196fbfacc814f235,164.0,164.0,791.0,1768.0,0.20733249051833122,0.09276018099547512,0.8317926217457712,-0.1841721219389574,0.0
pog,train,664162d351ab59ea042546db288bbf7c,fbf269b6cc339b080853c548156a1050,164.0,164.0,7093.0,313.0,0.023121387283236993,0.5239616613418531,0.523961661341853,-0.646336762715955,0.0
pog,train,64fe11119537f0ea81cfb5e4d54b3c71,664162d351ab59ea042546db288bbf7c,157.0,156.0,268.0,7093.0,0.582089552238806,0.02199351473283519,0.582089552238806,-0.5411309732613196,0.0
pog,train,126c091a8ff171f694733a624089e68a,b5512b7b61119e0a76d1f6b3bd6d2b94,155.0,155.0,5303.0,442.0,0.029228738449934,0.3506787330316742,0.46904851091715355,-0.7570490810934947,0.0
pog,train,95c3a26ab13f3ec5cd28a281e3685e7b,bc11aa63d5a69b1b0f90c34fd2c62102,154.0,154.0,2260.0,925.0,0.06814159292035399,0.16648648648648648,0.5225171011719685,-0.6490975661630407,0.0
pog,train,126c091a8ff171f694733a624089e68a,fbf269b6cc339b080853c548156a1050,146.0,146.0,5303.0,313.0,0.027531585894776542,0.46645367412140576,0.6239026797177316,-0.4717608847668601,0.0
pog,train,46eacb79120159c0d446c08e1f671b0f,95c3a26ab13f3ec5cd28a281e3685e7b,145.0,145.0,1113.0,2260.0,0.1302785265049416,0.06415929203539823,0.4088785789821021,-0.8943370399192152,0.0
pog,train,2450d5bfc87a1f5b96e2837f5c87a70c,2b28f4772c30b8544c742f6a349a06b3,144.0,144.0,2525.0,501.0,0.05702970297029703,0.2874251497005988,0.8074085492381574,-0.21392548201623754,0.0
pog,train,2b28f4772c30b8544c742f6a349a06b3,b608ccb44928992e75009892971acd46,144.0,144.0,501.0,3313.0,0.2874251497005988,0.04346513733776034,0.6153657068597488,-0.48553854260667306,0.0
pog,train,814ed433f7b89cef654140214dfdaab5,82462c11b65faedd60ec94210debc584,145.0,143.0,712.0,364.0,0.20084269662921347,0.39285714285714285,3.9136737560192616,1.3644765124132776,1.3644765124132776
pog,train,19125833f147d19800e3aa39ecfc76c2,814ed433f7b89cef654140214dfdaab5,139.0,139.0,804.0,712.0,0.17288557213930347,0.1952247191011236,1.7222996673933701,0.5436604137418364,0.5436604137418364
pog,train,1199c4654170f33208d7932d7d2587a5,664162d351ab59ea042546db288bbf7c,138.0,138.0,267.0,7093.0,0.5168539325842697,0.01945580149443113,0.5168539325842696,-0.659994973243045,0.0
pog,train,95c3a26ab13f3ec5cd28a281e3685e7b,de802e3a05e11e88ddd894aa58e0f4d9,137.0,137.0,2260.0,975.0,0.060619469026548675,0.14051282051282052,0.44099886544134337,-0.818712976233967,0.0
pog,train,19125833f147d19800e3aa39ecfc76c2,2450d5bfc87a1f5b96e2837f5c87a70c,133.0,133.0,804.0,2525.0,0.1654228855721393,0.05267326732673267,0.46469090192601353,-0.766382821464586,0.0
pog,train,6eb82f81b7105a1112fec1bb3c8dd62b,95c3a26ab13f3ec5cd28a281e3685e7b,132.0,132.0,1001.0,2260.0,0.13186813186813187,0.0584070796460177,0.41386754838082274,-0.8822092877930945,0.0
pog,train,856a563554cc6f5b2bac63e3e8ff10b5,dab681fd76ae76e9421f7378ed0ed11d,131.0,131.0,360.0,377.0,0.3638888888888889,0.34748010610079577,6.846323312702623,1.9237117655050717,1.9237117655050717
