dataset,space,sample_idx,bundle_id,true_item,true_option_char,gt_cos,distractor_mean_cos,distractor_max_cos,gt_rank
pog,content_item,31,78,42841,I,0.5665287971496582,0.5743873119354248,0.7684081792831421,7
pog,content_item,32,80,35460,H,0.5242227911949158,0.5405542254447937,0.6632629036903381,6
pog,content_item,33,80,42298,H,0.5742656588554382,0.5405542254447937,0.6632629036903381,4
pog,content_item,34,85,23013,A,0.652686595916748,0.5906701683998108,0.7026171684265137,4
pog,content_item,35,85,45984,A,0.6182002425193787,0.5906701683998108,0.7026171684265137,4
pog,content_item,36,101,19210,G,0.6347798109054565,0.5688590407371521,0.6285578012466431,1
pog,content_item,37,101,25873,G,0.5777229070663452,0.5688590407371521,0.6285578012466431,5
pog,content_item,38,106,405,A,0.5838677287101746,0.5133431553840637,0.6692267656326294,2
pog,content_item,39,106,22445,A,0.5556797981262207,0.5133431553840637,0.6692267656326294,3
pog,content_item,40,114,18164,J,0.5680022239685059,0.5024762749671936,0.5897387862205505,3
pog,content_item,41,114,32351,J,0.5506445169448853,0.5024762749671936,0.5897387862205505,3
pog,content_item,42,118,12263,E,0.5277010202407837,0.5815069675445557,0.6561117172241211,9
pog,content_item,43,118,13138,E,0.5653685331344604,0.5815069675445557,0.6561117172241211,6
pog,content_item,44,120,32146,I,0.5294028520584106,0.5975091457366943,0.7118171453475952,10
pog,content_item,45,120,33907,I,0.6467152833938599,0.5975091457366943,0.7118171453475952,3
pog,content_item,46,124,38231,B,0.5095255970954895,0.5202955007553101,0.5838764309883118,7
pog,content_item,47,124,40624,B,0.5205545425415039,0.5202955007553101,0.5838764309883118,6
pog,content_item,48,133,9935,G,0.6444637179374695,0.4776948392391205,0.58098965883255,1
pog,content_item,49,133,11154,G,0.49056342244148254,0.4776948392391205,0.58098965883255,6
pog,content_item,50,137,32658,C,0.6746334433555603,0.5743563175201416,0.7839495539665222,3
pog,content_item,51,137,36826,C,0.6391662955284119,0.5743563175201416,0.7839495539665222,3
pog,content_item,52,138,9939,E,0.6762183904647827,0.622166633605957,0.6911175847053528,2
pog,content_item,53,138,11423,E,0.6104773283004761,0.622166633605957,0.6911175847053528,8
pog,content_item,54,139,24092,F,0.4996686577796936,0.5524872541427612,0.6510584354400635,7
pog,content_item,55,139,39310,F,0.5577967166900635,0.5524872541427612,0.6510584354400635,6
pog,content_item,56,140,21179,J,0.6573870182037354,0.5564643740653992,0.672842264175415,2
pog,content_item,57,140,37082,J,0.6166654825210571,0.5564643740653992,0.672842264175415,2
pog,content_item,58,143,17717,I,0.5250489711761475,0.5490901470184326,0.7018420696258545,5
pog,content_item,59,143,30848,I,0.4710380434989929,0.5490901470184326,0.7018420696258545,9
pog,content_item,60,143,32455,I,0.6820839643478394,0.5490901470184326,0.7018420696258545,3
pog,content_item,61,158,14677,F,0.47261103987693787,0.5585671067237854,0.6356137990951538,9
pog,content_item,62,158,33033,F,0.45279213786125183,0.5585671067237854,0.6356137990951538,9
pog,content_item,63,160,38635,J,0.5876650810241699,0.5627315640449524,0.6611033082008362,3
pog,content_item,64,160,47573,J,0.5516378879547119,0.5627315640449524,0.6611033082008362,5
pog,content_item,65,166,28399,J,0.5406782627105713,0.4942080080509186,0.6278319358825684,2
pog,content_item,66,166,38754,J,0.47464242577552795,0.4942080080509186,0.6278319358825684,7
pog,content_item,67,172,13678,A,0.43321481347084045,0.5538303852081299,0.7764001488685608,10
pog,content_item,68,172,47488,A,0.5254893898963928,0.5538303852081299,0.7764001488685608,7
pog,content_item,69,173,5719,I,0.5379977822303772,0.5351607799530029,0.6081637144088745,6
pog,content_item,70,173,23543,I,0.5753335952758789,0.5351607799530029,0.6081637144088745,4
pog,content_item,71,176,15207,D,0.49401167035102844,0.5281375050544739,0.5825774073600769,9
pog,content_item,72,176,45134,D,0.5278452634811401,0.5281375050544739,0.5825774073600769,5
pog,content_item,73,180,24649,B,0.5214874744415283,0.5135179758071899,0.6293843984603882,4
pog,content_item,74,180,42528,B,0.5073103904724121,0.5135179758071899,0.6293843984603882,5
pog,content_item,75,182,3863,A,0.6289308667182922,0.6037689447402954,0.7440012097358704,3
pog,content_item,76,182,26664,A,0.5688472986221313,0.6037689447402954,0.7440012097358704,7
pog,content_item,77,182,28905,A,0.5320979356765747,0.6037689447402954,0.7440012097358704,8
pog,content_item,78,189,919,E,0.5884904861450195,0.5419408679008484,0.8696574568748474,3
pog,content_item,79,189,32016,E,0.4823486804962158,0.5419408679008484,0.8696574568748474,6
pog,content_item,80,192,15877,F,0.540252149105072,0.5286261439323425,0.6611638069152832,5
pog,content_item,81,192,19918,F,0.6362745761871338,0.5286261439323425,0.6611638069152832,2
pog,content_item,82,198,10296,H,0.4321296215057373,0.48512065410614014,0.5945971012115479,9
pog,content_item,83,198,12505,H,0.48785334825515747,0.48512065410614014,0.5945971012115479,4
pog,content_item,84,204,940,E,0.6571617126464844,0.6102287173271179,0.7620428800582886,3
pog,content_item,85,204,8967,E,0.5729221105575562,0.6102287173271179,0.7620428800582886,7
pog,content_item,86,207,2531,E,0.7043880820274353,0.5698497295379639,0.7132468223571777,3
pog,content_item,87,207,43636,E,0.46923887729644775,0.5698497295379639,0.7132468223571777,8
pog,content_item,88,209,8315,J,0.5238044261932373,0.5015429258346558,0.5574016571044922,4
pog,content_item,89,209,28580,J,0.5902310609817505,0.5015429258346558,0.5574016571044922,1
pog,content_item,90,211,3126,A,0.6038859486579895,0.5061292052268982,0.7484531402587891,3
pog,content_item,91,211,38168,A,0.4917954206466675,0.5061292052268982,0.7484531402587891,6
pog,content_item,92,212,1778,C,0.4974030554294586,0.4980078935623169,0.5456404089927673,8
pog,content_item,93,212,44429,C,0.4927963316440582,0.4980078935623169,0.5456404089927673,8
pog,content_item,94,215,4559,A,0.546156108379364,0.551449716091156,0.5872549414634705,5
pog,content_item,95,215,17824,A,0.5405137538909912,0.551449716091156,0.5872549414634705,8
pog,content_item,96,217,7620,H,0.6258891820907593,0.6555742025375366,0.7962424755096436,6
pog,content_item,97,217,43226,H,0.7014151215553284,0.6555742025375366,0.7962424755096436,3
pog,content_item,98,218,14629,D,0.4989488422870636,0.6231458187103271,0.665108323097229,10
pog,content_item,99,218,30802,D,0.6251980066299438,0.6231458187103271,0.665108323097229,6
pog,content_item,100,219,20643,D,0.5568515062332153,0.5016776323318481,0.5842057466506958,2
pog,content_item,101,219,36102,D,0.5376243591308594,0.5016776323318481,0.5842057466506958,4
pog,content_item,102,224,2303,B,0.5358415842056274,0.5488473773002625,0.6059461236000061,7
pog,content_item,103,224,24729,B,0.45367592573165894,0.5488473773002625,0.6059461236000061,9
pog,content_item,104,229,4135,I,0.4886196255683899,0.5403486490249634,0.6333490610122681,9
pog,content_item,105,229,24917,I,0.5981917381286621,0.5403486490249634,0.6333490610122681,4
pog,content_item,106,229,45337,I,0.5494292378425598,0.5403486490249634,0.6333490610122681,5
pog,content_item,107,237,36756,E,0.6723121404647827,0.5567830801010132,0.631045937538147,1
pog,content_item,108,237,42769,E,0.6628777980804443,0.5567830801010132,0.631045937538147,1
pog,content_item,109,242,24394,E,0.4563866853713989,0.5203871130943298,0.5788451433181763,8
pog,content_item,110,242,30097,E,0.476675808429718,0.5203871130943298,0.5788451433181763,8
pog,content_item,111,244,14567,C,0.6259700655937195,0.5268335342407227,0.6502114534378052,3
pog,content_item,112,244,35392,C,0.6814008951187134,0.5268335342407227,0.6502114534378052,1
pog,content_item,113,254,15557,I,0.5225821733474731,0.49967268109321594,0.6146464943885803,4
pog,content_item,114,254,21766,I,0.444446861743927,0.49967268109321594,0.6146464943885803,7
pog,content_item,115,257,28132,E,0.5892297625541687,0.5529429316520691,0.709535539150238,3
pog,content_item,116,257,37805,E,0.6196484565734863,0.5529429316520691,0.709535539150238,2
pog,content_item,117,260,23838,G,0.517376184463501,0.5887919664382935,0.7153451442718506,8
pog,content_item,118,260,23894,G,0.5333994626998901,0.5887919664382935,0.7153451442718506,7
pog,content_item,119,262,20475,H,0.5979155898094177,0.6265122890472412,0.7147293090820312,9
pog,content_item,120,262,24851,H,0.5757796168327332,0.6265122890472412,0.7147293090820312,10
pog,content_item,121,262,42657,H,0.6015547513961792,0.6265122890472412,0.7147293090820312,8
pog,content_item,122,271,20354,B,0.5114349126815796,0.5391261577606201,0.6498987078666687,8
pog,content_item,123,271,34931,B,0.7253873348236084,0.5391261577606201,0.6498987078666687,1
pog,content_item,124,282,12925,C,0.3947838246822357,0.40658754110336304,0.4755866527557373,7
pog,content_item,125,282,24887,C,0.4389899969100952,0.40658754110336304,0.4755866527557373,4
pog,content_item,126,296,9561,F,0.5159015655517578,0.5405786633491516,0.6937663555145264,6
pog,content_item,127,296,39065,F,0.605179488658905,0.5405786633491516,0.6937663555145264,2
pog,content_item,128,298,21168,F,0.5042597055435181,0.5681568384170532,0.6589862108230591,8
pog,content_item,129,298,24137,F,0.5838077664375305,0.5681568384170532,0.6589862108230591,5
pog,content_item,130,299,5976,H,0.5338576436042786,0.5773831605911255,0.7139698266983032,8
pog,content_item,131,299,34664,H,0.5867700576782227,0.5773831605911255,0.7139698266983032,3
pog,content_item,132,311,638,E,0.612454891204834,0.6066654920578003,0.6821416616439819,5
pog,content_item,133,311,3019,E,0.5551729798316956,0.6066654920578003,0.6821416616439819,9
pog,content_item,134,311,17091,E,0.5250299572944641,0.6066654920578003,0.6821416616439819,10
pog,content_item,135,316,39993,D,0.6099454164505005,0.5847348570823669,0.6269023418426514,4
pog,content_item,136,316,47577,D,0.5283185243606567,0.5847348570823669,0.6269023418426514,9
pog,content_item,137,324,6437,E,0.5118546485900879,0.5292325019836426,0.6809831261634827,6
pog,content_item,138,324,46129,E,0.5235209465026855,0.5292325019836426,0.6809831261634827,6
pog,content_item,139,328,7279,J,0.514773964881897,0.49068981409072876,0.5898635387420654,4
pog,content_item,140,328,43246,J,0.540205717086792,0.49068981409072876,0.5898635387420654,4
pog,content_item,141,333,74,C,0.6676464080810547,0.584194540977478,0.6677218079566956,2
pog,content_item,142,333,27819,C,0.5169212818145752,0.584194540977478,0.6677218079566956,10
pog,content_item,143,334,11570,E,0.6736586093902588,0.5620670318603516,0.6277562379837036,1
pog,content_item,144,334,19278,E,0.49959510564804077,0.5620670318603516,0.6277562379837036,9
pog,content_item,145,334,48302,E,0.5690774321556091,0.5620670318603516,0.6277562379837036,6
pog,content_item,146,336,6305,A,0.51873779296875,0.5050510764122009,0.5627059936523438,4
pog,content_item,147,336,20355,A,0.4454684853553772,0.5050510764122009,0.5627059936523438,9
pog,content_item,148,337,32107,D,0.5830811262130737,0.638677179813385,0.7924067378044128,8
pog,content_item,149,337,44134,D,0.6018847227096558,0.638677179813385,0.7924067378044128,7
pog,content_item,150,340,878,A,0.3922847509384155,0.5315572023391724,0.7002248764038086,10
pog,content_item,151,340,32464,A,0.4501352310180664,0.5315572023391724,0.7002248764038086,10
pog,content_item,152,341,33463,G,0.697232186794281,0.6450172662734985,0.7311775088310242,4
pog,content_item,153,341,35286,G,0.6209502220153809,0.6450172662734985,0.7311775088310242,6
pog,content_item,154,341,38297,G,0.6593284010887146,0.6450172662734985,0.7311775088310242,5
pog,content_item,155,343,2008,C,0.5694413185119629,0.6095520257949829,0.8263401389122009,6
pog,content_item,156,343,6949,C,0.5557877421379089,0.6095520257949829,0.8263401389122009,6
pog,content_item,157,348,5044,H,0.5139855742454529,0.48075687885284424,0.5417481660842896,3
pog,content_item,158,348,47764,H,0.6180997490882874,0.48075687885284424,0.5417481660842896,1
pog,content_item,159,351,6712,J,0.7106853723526001,0.5529809594154358,0.6337049007415771,1
pog,content_item,160,351,32208,J,0.5880520939826965,0.5529809594154358,0.6337049007415771,3
pog,content_item,161,368,37424,J,0.5545417070388794,0.506552517414093,0.7460618019104004,3
pog,content_item,162,368,41999,J,0.43865785002708435,0.506552517414093,0.7460618019104004,7
pog,content_item,163,372,6542,D,0.6805429458618164,0.5869947075843811,0.7607499361038208,2
pog,content_item,164,372,34215,D,0.6982312202453613,0.5869947075843811,0.7607499361038208,2
pog,content_item,165,376,26846,F,0.5678108930587769,0.46614402532577515,0.5240199565887451,1
pog,content_item,166,376,29622,F,0.5998252630233765,0.46614402532577515,0.5240199565887451,1
pog,content_item,167,377,6881,C,0.5506688356399536,0.4887542724609375,0.546965479850769,1
pog,content_item,168,377,37983,C,0.42875659465789795,0.4887542724609375,0.546965479850769,9
pog,content_item,169,379,16173,I,0.5643244385719299,0.5976412892341614,0.7165545225143433,8
pog,content_item,170,379,39127,I,0.526391327381134,0.5976412892341614,0.7165545225143433,8
pog,content_item,171,383,7301,I,0.4303295314311981,0.536821722984314,0.6869115829467773,10
pog,content_item,172,383,46428,I,0.5389620065689087,0.536821722984314,0.6869115829467773,6
pog,content_item,173,385,5288,B,0.660398006439209,0.6208522915840149,0.7236270308494568,2
pog,content_item,174,385,37431,B,0.6659878492355347,0.6208522915840149,0.7236270308494568,2
pog,content_item,175,388,18959,E,0.5975318551063538,0.5205299854278564,0.6431103348731995,2
pog,content_item,176,388,22628,E,0.5243303775787354,0.5205299854278564,0.6431103348731995,5
pog,content_item,177,399,19998,C,0.4794324040412903,0.46721792221069336,0.5205879211425781,5
pog,content_item,178,399,34466,C,0.4397953152656555,0.46721792221069336,0.5205879211425781,8
pog,content_item,179,404,27252,J,0.5695911049842834,0.5536443591117859,0.7729355096817017,4
pog,content_item,180,404,35077,J,0.6301388144493103,0.5536443591117859,0.7729355096817017,2
pog,content_item,181,411,28044,H,0.4889240860939026,0.5263020396232605,0.7915634512901306,4
pog,content_item,182,411,36853,H,0.6079006791114807,0.5263020396232605,0.7915634512901306,3
pog,content_item,183,419,14163,E,0.5454596281051636,0.5399393439292908,0.6356635093688965,5
pog,content_item,184,419,22732,E,0.5778716206550598,0.5399393439292908,0.6356635093688965,4
pog,content_item,185,425,8507,F,0.6224977970123291,0.5024247765541077,0.6116356253623962,1
pog,content_item,186,425,12779,F,0.5324051380157471,0.5024247765541077,0.6116356253623962,3
pog,content_item,187,433,4582,J,0.5844001770019531,0.4612486660480499,0.5144302845001221,1
pog,content_item,188,433,25791,J,0.49433523416519165,0.4612486660480499,0.5144302845001221,2
pog,content_item,189,440,6441,C,0.5959885716438293,0.5038100481033325,0.6351099610328674,2
pog,content_item,190,440,39285,C,0.5329396724700928,0.5038100481033325,0.6351099610328674,4
pog,content_item,191,441,18916,H,0.623207688331604,0.5312284231185913,0.6506332159042358,4
pog,content_item,192,441,28070,H,0.5344597697257996,0.5312284231185913,0.6506332159042358,6
pog,content_item,193,442,8631,C,0.5148664116859436,0.481798380613327,0.537212610244751,5
pog,content_item,194,442,19846,C,0.4232860505580902,0.481798380613327,0.537212610244751,8
pog,content_item,195,448,16881,B,0.5084336400032043,0.5424272418022156,0.7270302772521973,6
pog,content_item,196,448,27250,B,0.5829012393951416,0.5424272418022156,0.7270302772521973,4
pog,content_item,197,451,12848,B,0.44775843620300293,0.4550747275352478,0.5410049557685852,6
pog,content_item,198,451,36099,B,0.48244208097457886,0.4550747275352478,0.5410049557685852,4
pog,content_item,199,452,8873,G,0.5465435981750488,0.49428272247314453,0.5759446024894714,3
pog,content_item,200,452,16704,G,0.5698846578598022,0.49428272247314453,0.5759446024894714,2
pog,content_item,201,456,14059,A,0.581664502620697,0.5113236904144287,0.6187608242034912,2
pog,content_item,202,456,28432,A,0.515384316444397,0.5113236904144287,0.6187608242034912,4
pog,content_item,203,457,35086,J,0.5212274789810181,0.538861870765686,0.6585080623626709,7
pog,content_item,204,457,46597,J,0.5608125925064087,0.538861870765686,0.6585080623626709,3
pog,content_item,205,458,31640,C,0.5310823917388916,0.49859619140625,0.7635153532028198,3
pog,content_item,206,458,38936,C,0.654008150100708,0.49859619140625,0.7635153532028198,3
pog,content_item,207,463,3524,C,0.5111281871795654,0.5680381059646606,0.6751679182052612,7
pog,content_item,208,463,48288,C,0.6412678360939026,0.5680381059646606,0.6751679182052612,3
pog,content_item,209,471,12937,H,0.6616535186767578,0.6095477342605591,0.7729868292808533,4
pog,content_item,210,471,14874,H,0.574083685874939,0.6095477342605591,0.7729868292808533,7
pog,content_item,211,471,45903,H,0.5454349517822266,0.6095477342605591,0.7729868292808533,8
pog,content_item,212,472,1123,G,0.5076116919517517,0.5657118558883667,0.7321861386299133,6
pog,content_item,213,472,14137,G,0.5592758059501648,0.5657118558883667,0.7321861386299133,6
pog,content_item,214,473,14675,A,0.5724825859069824,0.5552963614463806,0.6837366819381714,3
pog,content_item,215,473,26630,A,0.580510139465332,0.5552963614463806,0.6837366819381714,3
pog,content_item,216,475,8383,I,0.4818524122238159,0.506888210773468,0.5888254642486572,6
pog,content_item,217,475,16763,I,0.5404845476150513,0.506888210773468,0.5888254642486572,5
pog,content_item,218,480,26039,C,0.5176844596862793,0.5918312072753906,0.8970798254013062,7
pog,content_item,219,480,30002,C,0.5382076501846313,0.5918312072753906,0.8970798254013062,6
pog,content_item,220,483,1559,E,0.4316401481628418,0.5150216221809387,0.5901366472244263,9
pog,content_item,221,483,28203,E,0.5985708236694336,0.5150216221809387,0.5901366472244263,1
pog,content_item,222,502,16660,B,0.6794688105583191,0.6003775000572205,0.725433349609375,3
pog,content_item,223,502,38287,B,0.6140240430831909,0.6003775000572205,0.725433349609375,4
pog,content_item,224,504,24048,I,0.4885420799255371,0.5996787548065186,0.6862872242927551,10
pog,content_item,225,504,27625,I,0.5470970869064331,0.5996787548065186,0.6862872242927551,8
pog,content_item,226,511,6548,C,0.45782941579818726,0.42884528636932373,0.505618155002594,3
pog,content_item,227,511,36489,C,0.37221670150756836,0.42884528636932373,0.505618155002594,9
pog,content_item,228,515,20060,D,0.45763105154037476,0.5255098938941956,0.6588753461837769,10
pog,content_item,229,515,29388,D,0.5302318334579468,0.5255098938941956,0.6588753461837769,5
pog,content_item,230,517,1344,A,0.5730544328689575,0.543868362903595,0.6015170812606812,3
pog,content_item,231,517,2556,A,0.5844825506210327,0.543868362903595,0.6015170812606812,2
pog,content_item,232,524,5832,H,0.6141482591629028,0.5197169780731201,0.5969659090042114,1
pog,content_item,233,524,12878,H,0.5477588176727295,0.5197169780731201,0.5969659090042114,3
pog,content_item,234,525,10436,C,0.5987387895584106,0.6168668270111084,0.7220247983932495,5
pog,content_item,235,525,41862,C,0.6686176657676697,0.6168668270111084,0.7220247983932495,4
pog,content_item,236,528,30688,F,0.6270678639411926,0.6227399110794067,0.7034913301467896,5
pog,content_item,237,528,43282,F,0.5296337604522705,0.6227399110794067,0.7034913301467896,10
pog,content_item,238,534,14184,J,0.5727483034133911,0.5689623355865479,0.7235064506530762,5
pog,content_item,239,534,20020,J,0.6473016142845154,0.5689623355865479,0.7235064506530762,4
pog,content_item,240,534,28339,J,0.5711175203323364,0.5689623355865479,0.7235064506530762,5
pog,content_item,241,538,12255,D,0.40098798274993896,0.5101414918899536,0.5642696619033813,10
pog,content_item,242,538,34631,D,0.5225231647491455,0.5101414918899536,0.5642696619033813,4
pog,content_item,243,543,3743,E,0.5491974949836731,0.5784160494804382,0.652321457862854,7
pog,content_item,244,543,7243,E,0.5229392051696777,0.5784160494804382,0.652321457862854,8
pog,content_item,245,545,12937,H,0.5387208461761475,0.5259227156639099,0.7160300016403198,5
pog,content_item,246,545,21763,H,0.6044024229049683,0.5259227156639099,0.7160300016403198,4
pog,content_item,247,548,32788,I,0.49808481335639954,0.4531260132789612,0.5360212326049805,3
pog,content_item,248,548,39711,I,0.561389684677124,0.4531260132789612,0.5360212326049805,1
pog,content_item,249,551,1294,B,0.589653730392456,0.6438202261924744,0.7234976291656494,9
pog,content_item,250,551,5305,B,0.5695078372955322,0.6438202261924744,0.7234976291656494,9
pog,content_item,251,555,8413,E,0.49982786178588867,0.5352437496185303,0.766098141670227,5
pog,content_item,252,555,24891,E,0.5478750467300415,0.5352437496185303,0.766098141670227,3
pog,content_item,253,562,6515,C,0.5108132362365723,0.41928794980049133,0.4740099012851715,1
pog,content_item,254,562,30742,C,0.4823594093322754,0.41928794980049133,0.4740099012851715,1
pog,content_item,255,563,33926,C,0.4791409373283386,0.46569231152534485,0.5139122009277344,3
pog,content_item,256,563,38384,C,0.4741060733795166,0.46569231152534485,0.5139122009277344,3
pog,content_item,257,569,16967,D,0.4912908673286438,0.5019662976264954,0.6911051273345947,4
pog,content_item,258,569,47563,D,0.5728578567504883,0.5019662976264954,0.6911051273345947,2
pog,content_item,259,573,13259,G,0.7072424292564392,0.6138532757759094,0.8146728277206421,2
pog,content_item,260,573,27543,G,0.5281238555908203,0.6138532757759094,0.8146728277206421,8
pog,content_item,261,576,8159,B,0.5561384558677673,0.5308632254600525,0.5926496982574463,4
pog,content_item,262,576,17574,B,0.5680803656578064,0.5308632254600525,0.5926496982574463,4
pog,content_item,263,576,47828,B,0.5670456886291504,0.5308632254600525,0.5926496982574463,4
pog,content_item,264,579,696,J,0.5695971846580505,0.498632550239563,0.60909104347229,2
pog,content_item,265,579,9464,J,0.5492594838142395,0.498632550239563,0.60909104347229,2
pog,content_item,266,582,24586,A,0.615903377532959,0.49651703238487244,0.71745365858078,2
pog,content_item,267,582,43329,A,0.5422531962394714,0.49651703238487244,0.71745365858078,2
pog,content_item,268,586,10027,E,0.6322986483573914,0.561022162437439,0.7102041840553284,3
pog,content_item,269,586,17398,E,0.6283833980560303,0.561022162437439,0.7102041840553284,3
pog,content_item,270,587,25517,H,0.7466108798980713,0.5819480419158936,0.7034611701965332,1
pog,content_item,271,587,48028,H,0.5134735107421875,0.5819480419158936,0.7034611701965332,9
pog,content_item,272,593,6015,F,0.6660463809967041,0.5372679829597473,0.6687651872634888,2
pog,content_item,273,593,14920,F,0.5342825055122375,0.5372679829597473,0.6687651872634888,6
pog,content_item,274,593,39369,F,0.6601501703262329,0.5372679829597473,0.6687651872634888,2
pog,content_item,275,597,3834,D,0.5553593635559082,0.5170905590057373,0.590805172920227,4
pog,content_item,276,597,46908,D,0.5360329747200012,0.5170905590057373,0.590805172920227,4
pog,content_item,277,606,5253,H,0.6754818558692932,0.6406428813934326,0.7534928321838379,5
pog,content_item,278,606,5652,H,0.6829109191894531,0.6406428813934326,0.7534928321838379,4
pog,content_item,279,607,9974,J,0.5251851081848145,0.5052823424339294,0.7830272316932678,3
pog,content_item,280,607,43833,J,0.6022850275039673,0.5052823424339294,0.7830272316932678,2
pog,content_item,281,611,16759,I,0.5154601335525513,0.5887133479118347,0.7102032899856567,8
pog,content_item,282,611,20960,I,0.5039817094802856,0.5887133479118347,0.7102032899856567,8
pog,content_item,283,614,3762,A,0.5586724281311035,0.6026561260223389,0.6744288206100464,8
pog,content_item,284,614,35508,A,0.5524578094482422,0.6026561260223389,0.6744288206100464,8
pog,content_item,285,617,6194,I,0.571639358997345,0.6027539372444153,0.6845499277114868,7
pog,content_item,286,617,6413,I,0.6882972121238708,0.6027539372444153,0.6845499277114868,1
pog,content_item,287,620,7708,I,0.4781036972999573,0.5150957703590393,0.6522840857505798,8
pog,content_item,288,620,35287,I,0.5266964435577393,0.5150957703590393,0.6522840857505798,3
pog,content_item,289,626,13934,F,0.6213833093643188,0.5696132183074951,0.6437034606933594,2
pog,content_item,290,626,45024,F,0.5991306304931641,0.5696132183074951,0.6437034606933594,4
pog,content_item,291,630,9622,E,0.5855407118797302,0.5410552024841309,0.6284881830215454,3
pog,content_item,292,630,19453,E,0.5287662744522095,0.5410552024841309,0.6284881830215454,6
pog,content_item,293,630,38643,E,0.47132858633995056,0.5410552024841309,0.6284881830215454,9
pog,content_item,294,632,7324,E,0.48889482021331787,0.5542775988578796,0.6601520776748657,8
pog,content_item,295,632,7696,E,0.5427088737487793,0.5542775988578796,0.6601520776748657,5
pog,content_item,296,632,31280,E,0.5482149124145508,0.5542775988578796,0.6601520776748657,5
pog,content_item,297,636,16277,H,0.7139526009559631,0.46850836277008057,0.6601638793945312,1
pog,content_item,298,636,19547,H,0.6066622734069824,0.46850836277008057,0.6601638793945312,2
pog,content_item,299,640,2396,F,0.5896275043487549,0.5723870396614075,0.6613216996192932,3
pog,content_item,300,640,5637,F,0.5259316563606262,0.5723870396614075,0.6613216996192932,9
pog,content_item,301,640,40272,F,0.6493262052536011,0.5723870396614075,0.6613216996192932,2
pog,content_item,302,647,19002,F,0.47669416666030884,0.4748055636882782,0.5957844257354736,3
pog,content_item,303,647,25635,F,0.6005567312240601,0.4748055636882782,0.5957844257354736,1
pog,content_item,304,654,11856,B,0.5123146772384644,0.5727318525314331,0.6754257082939148,9
pog,content_item,305,654,16562,B,0.6187437772750854,0.5727318525314331,0.6754257082939148,3
pog,content_item,306,658,6408,J,0.7003722786903381,0.5979200005531311,0.6746519804000854,1
pog,content_item,307,658,42542,J,0.593940258026123,0.5979200005531311,0.6746519804000854,6
pog,content_item,308,663,31313,B,0.5289133787155151,0.5352964997291565,0.6788771152496338,5
pog,content_item,309,663,48143,B,0.4564638137817383,0.5352964997291565,0.6788771152496338,9
