row_idx,bundle_id,true_indice,true_option_idx,true_option_char,prediction,pred_option_idx,hit,skipped,skip_reason,num_input_items,num_candidates,input_gt_sim,input_neg_sim_mean,input_neg_sim_max,input_neg_sim_min,input_gt_margin_vs_neg_mean,input_gt_margin_vs_best_neg,input_gt_rank,input_gt_top1,input_gt_top3,input_gt_mrr,input_semantic_top_option_idx,input_semantic_top_item,input_semantic_top_sim,pred_input_sim,pred_is_input_semantic_top1,pred_input_rank,pairmean_input_gt_sim,pairmean_input_neg_sim_mean,pairmean_input_neg_sim_max,pairmean_input_gt_margin_vs_best_neg,pairmean_input_gt_rank,pairmean_input_gt_top1,pairmax_input_gt_sim,pairmax_input_neg_sim_mean,pairmax_input_neg_sim_max,pairmax_input_gt_margin_vs_best_neg,pairmax_input_gt_rank,pairmax_input_gt_top1,gt_to_distractor_sim_mean,gt_to_distractor_sim_max,gt_to_distractor_sim_min,candidate_ids,input_sims_by_option,pairmean_sims_by_option,pairmax_sims_by_option
10,3077,170752,3,D,D,3.0,1,0,,5,10,0.5156792402267456,0.44244641065597534,0.528382420539856,0.3717244863510132,0.07323282957077026,-0.012703180313110352,3,0,1,0.3333333333333333,2,182874,0.528382420539856,0.5156792402267456,0.0,3.0,0.3559127449989319,0.3053687810897827,0.36468034982681274,-0.00876760482788086,3,0,0.37355685234069824,0.3377918601036072,0.3937720060348511,-0.020215153694152832,3,0,0.31969594955444336,0.44467228651046753,0.2536473274230957,"[38625, 19084, 182874, 170752, 88734, 108429, 127087, 143088, 155295, 103530]","[0.4537201523780823, 0.3717244863510132, 0.528382420539856, 0.5156792402267456, 0.4090923070907593, 0.45304587483406067, 0.41697245836257935, 0.42509669065475464, 0.40670424699783325, 0.5172789096832275]","[0.31314966082572937, 0.2565576732158661, 0.36468034982681274, 0.3559127449989319, 0.2823483347892761, 0.3126843571662903, 0.28778713941574097, 0.2933943569660187, 0.28070011734962463, 0.35701680183410645]","[0.3729582130908966, 0.301111102104187, 0.38525307178497314, 0.37355685234069824, 0.31571123003959656, 0.3256421983242035, 0.3394038677215576, 0.32126209139823914, 0.2850131392478943, 0.3937720060348511]"
11,833,137047,8,I,I,8.0,1,0,,5,10,0.621322751045227,0.35013288259506226,0.370923787355423,0.30105096101760864,0.2711898684501648,0.2503989636898041,1,1,1,1.0,8,137047,0.621322751045227,0.621322751045227,1.0,1.0,0.45956259965896606,0.25897645950317383,0.2743544578552246,0.18520814180374146,1,1,0.5453509092330933,0.3051859438419342,0.33994418382644653,0.20540672540664673,1,1,0.28962600231170654,0.36804887652397156,0.2010456770658493,"[19001, 23939, 103206, 187284, 823, 212995, 19239, 157753, 137047, 83886]","[0.34541136026382446, 0.30105096101760864, 0.36450403928756714, 0.32300838828086853, 0.3619200587272644, 0.3604806661605835, 0.370923787355423, 0.35707515478134155, 0.621322751045227, 0.36682164669036865]","[0.25548407435417175, 0.22267290949821472, 0.2696060836315155, 0.23891372978687286, 0.267694890499115, 0.26663023233413696, 0.2743544578552246, 0.26411134004592896, 0.45956259965896606, 0.2713203430175781]","[0.31446972489356995, 0.33994418382644653, 0.3091740608215332, 0.2500725984573364, 0.324997216463089, 0.3117297887802124, 0.3011644184589386, 0.28011733293533325, 0.5453509092330933, 0.3150044083595276]"
12,5052,140136,3,D,D,3.0,1,0,,5,10,0.5692708492279053,0.4061301648616791,0.479954332113266,0.3457382321357727,0.1631406843662262,0.08931651711463928,1,1,1,1.0,3,140136,0.5692708492279053,0.5692708492279053,1.0,1.0,0.4158097803592682,0.2966476380825043,0.3505706489086151,0.06523913145065308,1,1,0.6031149625778198,0.33139321208000183,0.38136592507362366,0.22174903750419617,1,1,0.2994322180747986,0.38431811332702637,0.2565872371196747,"[162345, 161357, 82487, 140136, 106319, 105909, 187374, 18238, 149958, 4419]","[0.36949867010116577, 0.479954332113266, 0.3457382321357727, 0.5692708492279053, 0.3549269437789917, 0.36465656757354736, 0.46052393317222595, 0.41592517495155334, 0.39067405462265015, 0.47327330708503723]","[0.26989108324050903, 0.3505706489086151, 0.252535879611969, 0.4158097803592682, 0.2592475414276123, 0.26635435223579407, 0.3363782465457916, 0.3038022220134735, 0.28535813093185425, 0.3456908166408539]","[0.29337140917778015, 0.37509000301361084, 0.30130505561828613, 0.6031149625778198, 0.28245609998703003, 0.3058162331581116, 0.38136592507362366, 0.3258657455444336, 0.3403718173503876, 0.37689656019210815]"
13,11997,194515,6,G,G,6.0,1,0,,5,10,0.5275802612304688,0.43871408700942993,0.4953034520149231,0.4035409688949585,0.08886617422103882,0.032276809215545654,1,1,1,1.0,6,194515,0.5275802612304688,0.5275802612304688,1.0,1.0,0.3609401285648346,0.30014291405677795,0.33885806798934937,0.02208206057548523,1,1,0.3998008370399475,0.35345780849456787,0.4201275706291199,-0.020326733589172363,2,0,0.33016136288642883,0.4025052785873413,0.25683683156967163,"[8445, 201638, 211602, 54760, 125606, 173764, 194515, 200552, 67687, 116609]","[0.46013736724853516, 0.4147947430610657, 0.4355466961860657, 0.4204842448234558, 0.4488813877105713, 0.4953034520149231, 0.5275802612304688, 0.44639575481414795, 0.4035409688949585, 0.423342227935791]","[0.31479954719543457, 0.28377872705459595, 0.29797595739364624, 0.28767114877700806, 0.3070988655090332, 0.33885806798934937, 0.3609401285648346, 0.3053983151912689, 0.27607935667037964, 0.28962644934654236]","[0.3473754823207855, 0.3731961250305176, 0.33061590790748596, 0.3303123116493225, 0.3353217840194702, 0.4201275706291199, 0.3998008370399475, 0.3854505717754364, 0.31885063648223877, 0.33986982703208923]"
14,7189,172001,2,C,H,7.0,0,0,,5,10,0.5331304669380188,0.4145565629005432,0.47958725690841675,0.3779919743537903,0.11857390403747559,0.05354321002960205,1,1,1,1.0,2,172001,0.5331304669380188,0.41588395833969116,0.0,6.0,0.3723663091659546,0.28954803943634033,0.3349688649177551,0.03739744424819946,1,1,0.40811482071876526,0.33872345089912415,0.3582497537136078,0.04986506700515747,1,1,0.30814993381500244,0.3978659510612488,0.24898698925971985,"[78680, 191066, 172001, 166954, 158996, 151745, 123015, 12830, 79757, 76012]","[0.4525671601295471, 0.3779919743537903, 0.5331304669380188, 0.3829405605792999, 0.41864028573036194, 0.3833214044570923, 0.4242049753665924, 0.41588395833969116, 0.47958725690841675, 0.395871639251709]","[0.31609660387039185, 0.26400938630104065, 0.3723663091659546, 0.2674657702445984, 0.2924003005027771, 0.2677316963672638, 0.29628700017929077, 0.2904750108718872, 0.3349688649177551, 0.2764975428581238]","[0.34365352988243103, 0.3053453266620636, 0.40811482071876526, 0.33356738090515137, 0.3481973707675934, 0.3288103938102722, 0.34999945759773254, 0.34290146827697754, 0.3582497537136078, 0.3377861976623535]"
15,10579,94609,2,C,A,0.0,0,0,,5,10,0.5563381910324097,0.4135368764400482,0.48438507318496704,0.3357410430908203,0.14280131459236145,0.07195311784744263,1,1,1,1.0,2,94609,0.5563381910324097,0.48438507318496704,0.0,2.0,0.3902481496334076,0.2900789678096771,0.3397761583328247,0.050471991300582886,1,1,0.47383949160575867,0.33765077590942383,0.39272233843803406,0.08111715316772461,1,1,0.30912595987319946,0.6275310516357422,0.2071780264377594,"[92879, 62126, 94609, 115241, 20069, 44499, 82106, 155144, 159837, 344]","[0.48438507318496704, 0.46502989530563354, 0.5563381910324097, 0.3357410430908203, 0.37949350476264954, 0.40963029861450195, 0.4282239079475403, 0.3965568244457245, 0.43806058168411255, 0.38471081852912903]","[0.3397761583328247, 0.3261992037296295, 0.3902481496334076, 0.23550836741924286, 0.26619893312454224, 0.28733861446380615, 0.30038124322891235, 0.2781682014465332, 0.3072813153266907, 0.2698586583137512]","[0.39272233843803406, 0.36285921931266785, 0.47383949160575867, 0.26803773641586304, 0.2998003363609314, 0.34210702776908875, 0.36123132705688477, 0.34621214866638184, 0.3583429157733917, 0.30754390358924866]"
16,6811,171410,3,D,D,3.0,1,0,,5,10,0.494294136762619,0.426023006439209,0.5086988806724548,0.33728066086769104,0.06827113032341003,-0.014404743909835815,2,0,1,0.5,4,167766,0.5086988806724548,0.494294136762619,0.0,2.0,0.3357946276664734,0.28941529989242554,0.345580518245697,-0.009785890579223633,2,0,0.4131603538990021,0.3325190544128418,0.3875425159931183,0.02561783790588379,1,1,0.2759295701980591,0.29913103580474854,0.20216280221939087,"[120985, 130624, 135631, 171410, 167766, 39328, 175836, 95957, 72607, 158906]","[0.3386080265045166, 0.4429149627685547, 0.4402220845222473, 0.494294136762619, 0.5086988806724548, 0.3863551914691925, 0.4265327751636505, 0.49021053314208984, 0.33728066086769104, 0.46338391304016113]","[0.23003065586090088, 0.30089062452316284, 0.29906129837036133, 0.3357946276664734, 0.345580518245697, 0.26246729493141174, 0.2897615432739258, 0.3330206871032715, 0.22912892699241638, 0.31479620933532715]","[0.26414400339126587, 0.3533021807670593, 0.337789922952652, 0.4131603538990021, 0.3875425159931183, 0.2843886613845825, 0.34144607186317444, 0.38493412733078003, 0.25311708450317383, 0.38600680232048035]"
17,9231,11319,9,J,J,9.0,1,0,,5,10,0.6077998876571655,0.390855997800827,0.43731772899627686,0.36853325366973877,0.2169438898563385,0.17048215866088867,1,1,1,1.0,9,11319,0.6077998876571655,0.6077998876571655,1.0,1.0,0.41893139481544495,0.269400954246521,0.301425039768219,0.11750635504722595,1,1,0.524077296257019,0.3054949939250946,0.35758307576179504,0.166494220495224,1,1,0.29987630248069763,0.3691551387310028,0.24441391229629517,"[179409, 34051, 127744, 149208, 78041, 154759, 126854, 60025, 196830, 11319]","[0.3740595281124115, 0.40126466751098633, 0.3885735869407654, 0.36916211247444153, 0.43731772899627686, 0.42227882146835327, 0.3823159337043762, 0.36853325366973877, 0.37419843673706055, 0.6077998876571655]","[0.2578239142894745, 0.2765752077102661, 0.2678278088569641, 0.2544482350349426, 0.301425039768219, 0.2910594344139099, 0.26351460814476013, 0.2540148198604584, 0.2579194903373718, 0.41893139481544495]","[0.2817700207233429, 0.3279135227203369, 0.31734687089920044, 0.31469252705574036, 0.35758307576179504, 0.3075271248817444, 0.27982088923454285, 0.2699396014213562, 0.29286155104637146, 0.524077296257019]"
18,11447,72146,3,D,D,3.0,1,0,,5,10,0.7367958426475525,0.43493711948394775,0.5236213207244873,0.30648502707481384,0.30185872316360474,0.21317452192306519,1,1,1,1.0,3,72146,0.7367958426475525,0.7367958426475525,1.0,1.0,0.5465356111526489,0.3226248323917389,0.3884083032608032,0.1581273078918457,1,1,0.8458616137504578,0.3818802833557129,0.4540219008922577,0.3918397128582001,1,1,0.33934059739112854,0.3963268995285034,0.24788442254066467,"[81031, 151125, 17279, 72146, 209192, 150049, 198512, 11957, 106119, 10843]","[0.3509726822376251, 0.4631485939025879, 0.49854713678359985, 0.7367958426475525, 0.30648502707481384, 0.5092878341674805, 0.3803442120552063, 0.45928746461868286, 0.42273998260498047, 0.5236213207244873]","[0.2603422701358795, 0.34355130791664124, 0.3698091506958008, 0.5465356111526489, 0.22734245657920837, 0.37777620553970337, 0.28212928771972656, 0.34068727493286133, 0.313577264547348, 0.3884083032608032]","[0.3058355450630188, 0.4192831516265869, 0.4234521985054016, 0.8458616137504578, 0.2669713795185089, 0.44167572259902954, 0.29823073744773865, 0.39223742485046387, 0.4540219008922577, 0.43521443009376526]"
19,2364,99312,9,J,J,9.0,1,0,,5,10,0.4101988673210144,0.4377300441265106,0.48175761103630066,0.39092278480529785,-0.027531176805496216,-0.07155874371528625,6,0,0,0.16666666666666666,0,206478,0.48175761103630066,0.4101988673210144,0.0,6.0,0.2900923490524292,0.3095622956752777,0.34069857001304626,-0.050606220960617065,6,0,0.31913602352142334,0.3622574210166931,0.442688912153244,-0.12355288863182068,9,0,0.2989860773086548,0.3425426483154297,0.22642621397972107,"[206478, 100111, 5782, 27113, 22424, 201870, 142388, 35104, 44619, 99312]","[0.48175761103630066, 0.39092278480529785, 0.40537792444229126, 0.4078774154186249, 0.4696057438850403, 0.47681570053100586, 0.40690457820892334, 0.41874581575393677, 0.48156285285949707, 0.4101988673210144]","[0.34069857001304626, 0.2764602601528168, 0.2866829037666321, 0.28845053911209106, 0.3321048319339752, 0.3372036814689636, 0.2877625524997711, 0.29613667726516724, 0.3405607342720032, 0.2900923490524292]","[0.3700881600379944, 0.30562904477119446, 0.3218179941177368, 0.32278022170066833, 0.4017271101474762, 0.442688912153244, 0.34506240487098694, 0.3205093443393707, 0.4300137758255005, 0.31913602352142334]"
20,5897,140660,6,G,G,6.0,1,0,,5,10,0.8123757243156433,0.40651166439056396,0.6157763600349426,0.345320463180542,0.40586405992507935,0.19659936428070068,1,1,1,1.0,6,140660,0.8123757243156433,0.8123757243156433,1.0,1.0,0.6375209093093872,0.3190145790576935,0.48323750495910645,0.15428340435028076,1,1,0.9076498746871948,0.35591936111450195,0.5491830110549927,0.35846686363220215,1,1,0.31659501791000366,0.4940369725227356,0.24911361932754517,"[1362, 156663, 120651, 83107, 180458, 122179, 140660, 204270, 22903, 31221]","[0.3455713093280792, 0.380901575088501, 0.360856831073761, 0.4267573058605194, 0.4475877285003662, 0.6157763600349426, 0.8123757243156433, 0.3856799602508545, 0.3501536250114441, 0.345320463180542]","[0.27119091153144836, 0.298916757106781, 0.28318631649017334, 0.3349025845527649, 0.35124948620796204, 0.48323750495910645, 0.6375209093093872, 0.3026666045188904, 0.27478697896003723, 0.27099403738975525]","[0.2850216031074524, 0.343311071395874, 0.31720471382141113, 0.3682774305343628, 0.3856433033943176, 0.5491830110549927, 0.9076498746871948, 0.35084763169288635, 0.3119702935218811, 0.2918150722980499]"
21,4995,109542,6,G,G,6.0,1,0,,5,10,0.5990210771560669,0.3677762448787689,0.49802741408348083,0.2414974570274353,0.23124483227729797,0.10099366307258606,1,1,1,1.0,6,109542,0.5990210771560669,0.5990210771560669,1.0,1.0,0.44016343355178833,0.27024364471435547,0.36595284938812256,0.07421058416366577,1,1,0.4979819357395172,0.30609792470932007,0.4186641573905945,0.07931777834892273,1,1,0.26934030652046204,0.39163270592689514,0.15855289995670319,"[167299, 59896, 103741, 77589, 144640, 26486, 109542, 19771, 20485, 133058]","[0.4597165584564209, 0.3418236970901489, 0.45870575308799744, 0.2505285143852234, 0.49802741408348083, 0.3423563539981842, 0.5990210771560669, 0.2414974570274353, 0.4402710497379303, 0.2770591974258423]","[0.33780187368392944, 0.2511736750602722, 0.3370590806007385, 0.1840895116329193, 0.36595284938812256, 0.25156503915786743, 0.44016343355178833, 0.1774534285068512, 0.3235131800174713, 0.20358426868915558]","[0.39821645617485046, 0.27887043356895447, 0.37558513879776, 0.2047019898891449, 0.4186641573905945, 0.2910471260547638, 0.4979819357395172, 0.23180823028087616, 0.3381243944168091, 0.21786324679851532]"
