method,signal,source_csv,index,bundle_id,true_indice,true_option_idx,true_option_char,prediction,prediction_idx,hit,score_len_ok,candidate_count,scores,candidate_indices,gt_valid_choice,gt_score,gt_min_rank,gt_max_rank,gt_avg_rank,gt_in_top_tie,gt_unique_top1,gt_gap_to_top,gt_top_score,gt_second_margin,gt_top_tie_size,gt_all_tied,gt_all_zero,gt_positive_signal,pred_valid_choice,pred_score,pred_min_rank,pred_max_rank,pred_avg_rank,pred_in_top_tie,pred_unique_top1,pred_gap_to_top,pred_top_score,pred_second_margin,pred_top_tie_size,pred_all_tied,pred_all_zero,pred_positive_signal
base,cooccurrence,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,12,27603,3116,3,D,D,3,1,1,10,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0]","[6290, 316, 23531, 3116, 13986, 3559, 27382, 1900, 30596, 20457]",1,2.0,1,1,1.0,1,1,0.0,2.0,2.0,1,0,0,1,1,2.0,1,1,1.0,1,1,0.0,2.0,2.0,1,0,0,1
base,user_pref,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,12,27603,3116,3,D,D,3,1,1,10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0]","[6290, 316, 23531, 3116, 13986, 3559, 27382, 1900, 30596, 20457]",1,0.0,2,10,6.0,0,0,0.1,0.1,0.1,1,0,0,1,1,0.0,2,10,6.0,0,0,0.1,0.1,0.1,1,0,0,1
base,cooccurrence,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,13,20372,15971,0,A,A,0,1,1,10,"[9, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15971, 13065, 16068, 6501, 24976, 12889, 7238, 20765, 23278, 13323]",1,9.0,1,1,1.0,1,1,0.0,9.0,9.0,1,0,0,1,1,9.0,1,1,1.0,1,1,0.0,9.0,9.0,1,0,0,1
base,user_pref,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,13,20372,15971,0,A,A,0,1,1,10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[15971, 13065, 16068, 6501, 24976, 12889, 7238, 20765, 23278, 13323]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
base,cooccurrence,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,14,13452,24673,7,H,F,5,0,1,10,"[0, 1, 0, 0, 0, 0, 2, 7, 0, 0]","[30162, 1376, 19317, 15422, 16746, 9635, 8917, 24673, 26295, 24882]",1,7.0,1,1,1.0,1,1,0.0,7.0,5.0,1,0,0,1,1,0.0,4,10,7.0,0,0,7.0,7.0,5.0,1,0,0,1
base,user_pref,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,14,13452,24673,7,H,F,5,0,1,10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[30162, 1376, 19317, 15422, 16746, 9635, 8917, 24673, 26295, 24882]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
base,cooccurrence,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,15,21723,5441,6,G,B,1,0,1,10,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 0]","[11243, 19333, 9467, 10182, 16531, 23752, 5441, 2822, 1982, 14556]",1,2.0,1,1,1.0,1,1,0.0,2.0,2.0,1,0,0,1,1,0.0,2,10,6.0,0,0,2.0,2.0,2.0,1,0,0,1
base,user_pref,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,15,21723,5441,6,G,B,1,0,1,10,"[0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0]","[11243, 19333, 9467, 10182, 16531, 23752, 5441, 2822, 1982, 14556]",1,0.2,1,2,1.5,1,0,0.0,0.2,0.2,2,0,0,1,1,0.2,1,2,1.5,1,0,0.0,0.2,0.2,2,0,0,1
base,cooccurrence,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,16,680,15370,8,I,F,5,0,1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0]","[11343, 26448, 3374, 19908, 18539, 5799, 17795, 27137, 15370, 383]",1,2.0,1,1,1.0,1,1,0.0,2.0,2.0,1,0,0,1,1,0.0,2,10,6.0,0,0,2.0,2.0,2.0,1,0,0,1
base,user_pref,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,16,680,15370,8,I,F,5,0,1,10,"[0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2]","[11343, 26448, 3374, 19908, 18539, 5799, 17795, 27137, 15370, 383]",1,0.0,3,10,6.5,0,0,0.2,0.2,0.1,1,0,0,1,1,0.0,3,10,6.5,0,0,0.2,0.2,0.1,1,0,0,1
base,cooccurrence,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,17,11400,8318,1,B,B,1,1,1,10,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[16977, 8318, 28475, 10453, 12233, 13243, 13248, 2836, 10575, 30885]",1,1.0,1,1,1.0,1,1,0.0,1.0,1.0,1,0,0,1,1,1.0,1,1,1.0,1,1,0.0,1.0,1.0,1,0,0,1
base,user_pref,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,17,11400,8318,1,B,B,1,1,1,10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[16977, 8318, 28475, 10453, 12233, 13243, 13248, 2836, 10575, 30885]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
base,cooccurrence,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,18,18241,13625,4,E,E,4,1,1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1082, 3372, 21354, 10540, 13625, 29941, 18316, 27296, 1572, 8478]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
base,user_pref,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,18,18241,13625,4,E,E,4,1,1,10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1082, 3372, 21354, 10540, 13625, 29941, 18316, 27296, 1572, 8478]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
base,cooccurrence,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,19,2765,8376,5,F,E,4,0,1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[18432, 13841, 20500, 531, 6708, 8376, 28212, 6237, 22172, 12110]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
base,user_pref,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,19,2765,8376,5,F,E,4,0,1,10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[18432, 13841, 20500, 531, 6708, 8376, 28212, 6237, 22172, 12110]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
base,cooccurrence,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,20,23453,22140,4,E,D,3,0,1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[18006, 15071, 29198, 4056, 22140, 15510, 2094, 29177, 15918, 14175]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
base,user_pref,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,20,23453,22140,4,E,D,3,0,1,10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[18006, 15071, 29198, 4056, 22140, 15510, 2094, 29177, 15918, 14175]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
base,cooccurrence,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,21,28606,12283,5,F,C,2,0,1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[31180, 1872, 10868, 3316, 16943, 12283, 16981, 18503, 8011, 21286]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
base,user_pref,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,21,28606,12283,5,F,C,2,0,1,10,"[0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[31180, 1872, 10868, 3316, 16943, 12283, 16981, 18503, 8011, 21286]",1,0.0,2,10,6.0,0,0,0.3,0.3,0.3,1,0,0,1,1,0.0,2,10,6.0,0,0,0.3,0.3,0.3,1,0,0,1
base,cooccurrence,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,22,13961,207,3,D,A,0,0,1,10,"[1, 0, 1, 1, 0, 1, 0, 1, 0, 0]","[20564, 14705, 5100, 207, 30420, 9599, 20751, 19486, 17933, 10049]",1,1.0,1,5,3.0,1,0,0.0,1.0,1.0,5,0,0,1,1,1.0,1,5,3.0,1,0,0.0,1.0,1.0,5,0,0,1
base,user_pref,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,22,13961,207,3,D,A,0,0,1,10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[20564, 14705, 5100, 207, 30420, 9599, 20751, 19486, 17933, 10049]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
base,cooccurrence,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,23,26440,25278,6,G,E,4,0,1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11047, 28889, 14771, 8278, 10318, 29750, 25278, 15022, 6200, 26687]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
base,user_pref,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,23,26440,25278,6,G,E,4,0,1,10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[11047, 28889, 14771, 8278, 10318, 29750, 25278, 15022, 6200, 26687]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
base,cooccurrence,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,24,18245,26352,8,I,A,0,0,1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 3, 0]","[23057, 27141, 7648, 17913, 8061, 15048, 6033, 26974, 26352, 13930]",1,3.0,1,1,1.0,1,1,0.0,3.0,3.0,1,0,0,1,1,0.0,2,10,6.0,0,0,3.0,3.0,3.0,1,0,0,1
base,user_pref,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,24,18245,26352,8,I,A,0,0,1,10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[23057, 27141, 7648, 17913, 8061, 15048, 6033, 26974, 26352, 13930]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
base,cooccurrence,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,25,2944,13302,1,B,B,1,1,1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7426, 13302, 13501, 22189, 387, 30209, 9866, 1617, 23238, 17771]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
base,user_pref,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,25,2944,13302,1,B,B,1,1,1,10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[7426, 13302, 13501, 22189, 387, 30209, 9866, 1617, 23238, 17771]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
base,cooccurrence,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,26,6488,12038,0,A,D,3,0,1,10,"[5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12038, 25436, 16142, 15841, 12701, 19572, 16305, 23221, 398, 27413]",1,5.0,1,1,1.0,1,1,0.0,5.0,5.0,1,0,0,1,1,0.0,2,10,6.0,0,0,5.0,5.0,5.0,1,0,0,1
base,user_pref,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,26,6488,12038,0,A,D,3,0,1,10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[12038, 25436, 16142, 15841, 12701, 19572, 16305, 23221, 398, 27413]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
base,cooccurrence,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,27,2115,28092,3,D,B,1,0,1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[20631, 24850, 8021, 28092, 13046, 27409, 2220, 19892, 25939, 17400]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
base,user_pref,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,27,2115,28092,3,D,B,1,0,1,10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[20631, 24850, 8021, 28092, 13046, 27409, 2220, 19892, 25939, 17400]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
base,cooccurrence,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,28,17034,22455,5,F,C,2,0,1,10,"[0, 0, 0, 0, 0, 44, 0, 0, 0, 0]","[16914, 14260, 15160, 6484, 30971, 22455, 12543, 7698, 3530, 23959]",1,44.0,1,1,1.0,1,1,0.0,44.0,44.0,1,0,0,1,1,0.0,2,10,6.0,0,0,44.0,44.0,44.0,1,0,0,1
base,user_pref,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,28,17034,22455,5,F,C,2,0,1,10,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.9, 0.0, 0.0, 0.0, 0.6]","[16914, 14260, 15160, 6484, 30971, 22455, 12543, 7698, 3530, 23959]",1,1.9,1,1,1.0,1,1,0.0,1.9,1.2999999999999998,1,0,0,1,1,0.0,3,10,6.5,0,0,1.9,1.9,1.2999999999999998,1,0,0,1
base,cooccurrence,results\pog_dense\results_pog_dense_HN_C10_T5_20260430_172343.csv,29,16423,30580,8,I,B,1,0,1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 5, 0]","[12056, 11665, 21365, 18948, 7651, 19722, 20513, 18355, 30580, 6315]",1,5.0,1,1,1.0,1,1,0.0,5.0,5.0,1,0,0,1,1,0.0,2,10,6.0,0,0,5.0,5.0,5.0,1,0,0,1
