method,signal,source_csv,index,bundle_id,true_indice,true_option_idx,true_option_char,prediction,prediction_idx,hit,score_len_ok,candidate_count,scores,candidate_indices,gt_valid_choice,gt_score,gt_min_rank,gt_max_rank,gt_avg_rank,gt_in_top_tie,gt_unique_top1,gt_gap_to_top,gt_top_score,gt_second_margin,gt_top_tie_size,gt_all_tied,gt_all_zero,gt_positive_signal,pred_valid_choice,pred_score,pred_min_rank,pred_max_rank,pred_avg_rank,pred_in_top_tie,pred_unique_top1,pred_gap_to_top,pred_top_score,pred_second_margin,pred_top_tie_size,pred_all_tied,pred_all_zero,pred_positive_signal
HN_base,cooccurrence,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,5,6673,113141,2,C,C,2,1,1,10,"[17, 3, 13, 0, 4, 1, 0, 1, 14, 0]","[167234, 167015, 113141, 146018, 152253, 204780, 153166, 112209, 24424, 88028]",1,13.0,3,3,3.0,0,0,4.0,17.0,3.0,1,0,0,1,1,13.0,3,3,3.0,0,0,4.0,17.0,3.0,1,0,0,1
HN_base,user_pref,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,5,6673,113141,2,C,C,2,1,1,10,"[0.0, 0.0, 75.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[167234, 167015, 113141, 146018, 152253, 204780, 153166, 112209, 24424, 88028]",1,75.6,1,1,1.0,1,1,0.0,75.6,75.6,1,0,0,1,1,75.6,1,1,1.0,1,1,0.0,75.6,75.6,1,0,0,1
HN_base,cooccurrence,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,6,4815,211509,1,B,B,1,1,1,10,"[0, 5, 0, 0, 0, 0, 0, 0, 0, 0]","[139796, 211509, 58345, 178833, 80195, 136493, 144742, 182895, 84775, 173536]",1,5.0,1,1,1.0,1,1,0.0,5.0,5.0,1,0,0,1,1,5.0,1,1,1.0,1,1,0.0,5.0,5.0,1,0,0,1
HN_base,user_pref,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,6,4815,211509,1,B,B,1,1,1,10,"[0.5, 0.0, 0.0, 10.1, 0.0, 14.8, 0.0, 0.0, 0.0, 2.1]","[139796, 211509, 58345, 178833, 80195, 136493, 144742, 182895, 84775, 173536]",1,0.0,5,10,7.5,0,0,14.8,14.8,4.700000000000001,1,0,0,1,1,0.0,5,10,7.5,0,0,14.8,14.8,4.700000000000001,1,0,0,1
HN_base,cooccurrence,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,7,5647,19773,5,F,F,5,1,1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[198556, 109962, 118245, 174269, 135587, 19773, 57733, 44756, 8952, 33857]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
HN_base,user_pref,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,7,5647,19773,5,F,F,5,1,1,10,"[0.0, 4.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[198556, 109962, 118245, 174269, 135587, 19773, 57733, 44756, 8952, 33857]",1,0.0,2,10,6.0,0,0,4.4,4.4,4.4,1,0,0,1,1,0.0,2,10,6.0,0,0,4.4,4.4,4.4,1,0,0,1
HN_base,cooccurrence,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,8,9840,175839,9,J,J,9,1,1,10,"[0, 0, 5, 0, 1, 0, 0, 0, 1, 3]","[172597, 109103, 86527, 184908, 127801, 116659, 42737, 90274, 111448, 175839]",1,3.0,2,2,2.0,0,0,2.0,5.0,2.0,1,0,0,1,1,3.0,2,2,2.0,0,0,2.0,5.0,2.0,1,0,0,1
HN_base,user_pref,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,8,9840,175839,9,J,J,9,1,1,10,"[0.0, 0.0, 34.6, 0.0, 0.1, 0.0, 2.5, 0.0, 0.1, 28.0]","[172597, 109103, 86527, 184908, 127801, 116659, 42737, 90274, 111448, 175839]",1,28.0,2,2,2.0,0,0,6.600000000000001,34.6,6.600000000000001,1,0,0,1,1,28.0,2,2,2.0,0,0,6.600000000000001,34.6,6.600000000000001,1,0,0,1
HN_base,cooccurrence,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,9,7963,60048,1,B,F,5,0,1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[30524, 60048, 158665, 48171, 50311, 190243, 55552, 195777, 85343, 12120]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
HN_base,user_pref,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,9,7963,60048,1,B,F,5,0,1,10,"[0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.8, 0.0, 0.0]","[30524, 60048, 158665, 48171, 50311, 190243, 55552, 195777, 85343, 12120]",1,0.0,4,10,7.0,0,0,0.8,0.8,0.4,1,0,0,1,1,0.0,4,10,7.0,0,0,0.8,0.8,0.4,1,0,0,1
HN_base,cooccurrence,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,10,3077,170752,3,D,D,3,1,1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8826, 3981, 202739, 170752, 73918, 193556, 92628, 116048, 180354, 104360]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
HN_base,user_pref,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,10,3077,170752,3,D,D,3,1,1,10,"[0.0, 0.0, 0.0, 0.0, 0.0, 4.4, 2.4, 2.9, 1.5, 0.0]","[8826, 3981, 202739, 170752, 73918, 193556, 92628, 116048, 180354, 104360]",1,0.0,5,10,7.5,0,0,4.4,4.4,1.5000000000000004,1,0,0,1,1,0.0,5,10,7.5,0,0,4.4,4.4,1.5000000000000004,1,0,0,1
HN_base,cooccurrence,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,11,833,137047,8,I,I,8,1,1,10,"[0, 0, 0, 0, 0, 0, 39, 3, 143, 4]","[142029, 8952, 14228, 177250, 194134, 81829, 2791, 106481, 137047, 112185]",1,143.0,1,1,1.0,1,1,0.0,143.0,104.0,1,0,0,1,1,143.0,1,1,1.0,1,1,0.0,143.0,104.0,1,0,0,1
HN_base,user_pref,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,11,833,137047,8,I,I,8,1,1,10,"[0.5, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 7.5, 2.9, 3.8]","[142029, 8952, 14228, 177250, 194134, 81829, 2791, 106481, 137047, 112185]",1,2.9,3,3,3.0,0,0,4.6,7.5,3.7,1,0,0,1,1,2.9,3,3,3.0,0,0,4.6,7.5,3.7,1,0,0,1
HN_base,cooccurrence,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,12,5052,140136,3,D,D,3,1,1,10,"[0, 0, 0, 1, 0, 2, 0, 0, 0, 2]","[155171, 203583, 77737, 140136, 196134, 91536, 177154, 20159, 144378, 4729]",1,1.0,3,3,3.0,0,0,1.0,2.0,1.0,2,0,0,1,1,1.0,3,3,3.0,0,0,1.0,2.0,1.0,2,0,0,1
HN_base,user_pref,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,12,5052,140136,3,D,D,3,1,1,10,"[7.8, 0.0, 0.9, 0.1, 7.8, 4.4, 0.0, 6.6, 10.9, 4.5]","[155171, 203583, 77737, 140136, 196134, 91536, 177154, 20159, 144378, 4729]",1,0.1,8,8,8.0,0,0,10.8,10.9,3.1000000000000005,1,0,0,1,1,0.1,8,8,8.0,0,0,10.8,10.9,3.1000000000000005,1,0,0,1
HN_base,cooccurrence,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,13,11997,194515,6,G,E,4,0,1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5178, 200252, 189313, 41357, 107529, 147431, 194515, 172981, 60096, 95025]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
HN_base,user_pref,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,13,11997,194515,6,G,E,4,0,1,10,"[0.0, 1.9, 6.4, 1.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5178, 200252, 189313, 41357, 107529, 147431, 194515, 172981, 60096, 95025]",1,0.0,4,10,7.0,0,0,6.4,6.4,4.5,1,0,0,1,1,0.0,4,10,7.0,0,0,6.4,6.4,4.5,1,0,0,1
HN_base,cooccurrence,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,14,7189,172001,2,C,B,1,0,1,10,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","[61892, 161176, 172001, 143979, 205302, 140247, 83369, 5157, 180838, 62934]",1,1.0,1,2,1.5,1,0,0.0,1.0,1.0,2,0,0,1,1,0.0,3,10,6.5,0,0,1.0,1.0,1.0,2,0,0,1
HN_base,user_pref,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,14,7189,172001,2,C,B,1,0,1,10,"[0.0, 2.6, 26.8, 9.0, 0.0, 0.0, 2.2, 13.6, 6.8, 8.1]","[61892, 161176, 172001, 143979, 205302, 140247, 83369, 5157, 180838, 62934]",1,26.8,1,1,1.0,1,1,0.0,26.8,13.200000000000001,1,0,0,1,1,2.6,6,6,6.0,0,0,24.2,26.8,13.200000000000001,1,0,0,1
HN_base,cooccurrence,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,15,10579,94609,2,C,C,2,1,1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[80901, 58904, 94609, 94508, 24503, 35310, 66843, 159108, 165832, 5782]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
HN_base,user_pref,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,15,10579,94609,2,C,C,2,1,1,10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[80901, 58904, 94609, 94508, 24503, 35310, 66843, 159108, 165832, 5782]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
HN_base,cooccurrence,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,16,6811,171410,3,D,D,3,1,1,10,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","[199384, 109122, 109894, 171410, 169924, 41938, 162945, 85030, 60089, 149467]",1,1.0,1,2,1.5,1,0,0.0,1.0,1.0,2,0,0,1,1,1.0,1,2,1.5,1,0,0.0,1.0,1.0,2,0,0,1
HN_base,user_pref,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,16,6811,171410,3,D,D,3,1,1,10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[199384, 109122, 109894, 171410, 169924, 41938, 162945, 85030, 60089, 149467]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
HN_base,cooccurrence,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,17,9231,11319,9,J,J,9,1,1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2]","[171781, 24871, 99909, 105036, 73761, 112222, 199226, 48850, 157301, 11319]",1,2.0,1,1,1.0,1,1,0.0,2.0,2.0,1,0,0,1,1,2.0,1,1,1.0,1,1,0.0,2.0,2.0,1,0,0,1
HN_base,user_pref,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,17,9231,11319,9,J,J,9,1,1,10,"[0.0, 0.0, 0.1, 0.0, 0.1, 0.0, 2.6, 0.3, 0.0, 0.0]","[171781, 24871, 99909, 105036, 73761, 112222, 199226, 48850, 157301, 11319]",1,0.0,5,10,7.5,0,0,2.6,2.6,2.3000000000000003,1,0,0,1,1,0.0,5,10,7.5,0,0,2.6,2.6,2.3000000000000003,1,0,0,1
HN_base,cooccurrence,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,18,11447,72146,6,G,D,3,0,1,10,"[0, 0, 1, 3, 0, 0, 5, 0, 0, 0]","[83221, 10843, 130167, 69915, 70966, 76595, 72146, 153476, 152758, 45187]",1,5.0,1,1,1.0,1,1,0.0,5.0,2.0,1,0,0,1,1,3.0,2,2,2.0,0,0,2.0,5.0,2.0,1,0,0,1
HN_base,user_pref,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,18,11447,72146,6,G,D,3,0,1,10,"[6.2, 3.8, 12.6, 22.0, 4.2, 0.0, 21.7, 5.6, 12.3, 6.0]","[83221, 10843, 130167, 69915, 70966, 76595, 72146, 153476, 152758, 45187]",1,21.7,2,2,2.0,0,0,0.3000000000000007,22.0,0.3000000000000007,1,0,0,1,1,22.0,1,1,1.0,1,1,0.0,22.0,0.3000000000000007,1,0,0,1
HN_base,cooccurrence,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,19,2364,99312,8,I,I,8,1,1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[201870, 100111, 5782, 35104, 44619, 22424, 206478, 206606, 99312, 142388]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
HN_base,user_pref,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,19,2364,99312,8,I,I,8,1,1,10,"[0.0, 0.0, 0.0, 0.1, 0.4, 0.0, 0.5, 1.0, 1.6, 0.0]","[201870, 100111, 5782, 35104, 44619, 22424, 206478, 206606, 99312, 142388]",1,1.6,1,1,1.0,1,1,0.0,1.6,0.6000000000000001,1,0,0,1,1,1.6,1,1,1.0,1,1,0.0,1.6,0.6000000000000001,1,0,0,1
HN_base,cooccurrence,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,20,5897,140660,6,G,G,6,1,1,10,"[0, 0, 0, 0, 0, 0, 18, 0, 0, 0]","[13570, 165249, 122969, 111241, 170076, 139858, 140660, 205742, 32727, 68493]",1,18.0,1,1,1.0,1,1,0.0,18.0,18.0,1,0,0,1,1,18.0,1,1,1.0,1,1,0.0,18.0,18.0,1,0,0,1
HN_base,user_pref,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,20,5897,140660,6,G,G,6,1,1,10,"[0.0, 0.0, 0.0, 6.4, 0.7, 0.0, 0.0, 2.1, 5.0, 0.0]","[13570, 165249, 122969, 111241, 170076, 139858, 140660, 205742, 32727, 68493]",1,0.0,5,10,7.5,0,0,6.4,6.4,1.4000000000000004,1,0,0,1,1,0.0,5,10,7.5,0,0,6.4,6.4,1.4000000000000004,1,0,0,1
HN_base,cooccurrence,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,21,4995,109542,6,G,A,0,0,1,10,"[6, 0, 0, 1, 0, 1, 4, 0, 0, 0]","[160082, 49161, 104226, 75016, 133618, 20154, 109542, 192586, 12340, 130468]",1,4.0,2,2,2.0,0,0,2.0,6.0,2.0,1,0,0,1,1,6.0,1,1,1.0,1,1,0.0,6.0,2.0,1,0,0,1
HN_base,user_pref,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,21,4995,109542,6,G,A,0,0,1,10,"[0.9, 1.9, 0.0, 0.0, 0.5, 11.6, 0.0, 1.1, 1.0, 0.0]","[160082, 49161, 104226, 75016, 133618, 20154, 109542, 192586, 12340, 130468]",1,0.0,7,10,8.5,0,0,11.6,11.6,9.7,1,0,0,1,1,0.9,5,5,5.0,0,0,10.7,11.6,9.7,1,0,0,1
HN_base,cooccurrence,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,22,1513,163781,3,D,A,0,0,1,10,"[3, 2, 1, 2, 0, 0, 1, 0, 1, 0]","[14585, 112773, 184084, 163781, 41832, 173164, 15868, 7211, 150400, 72041]",1,2.0,2,3,2.5,0,0,1.0,3.0,1.0,1,0,0,1,1,3.0,1,1,1.0,1,1,0.0,3.0,1.0,1,0,0,1
HN_base,user_pref,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,22,1513,163781,3,D,A,0,0,1,10,"[41.8, 4.4, 42.9, 1.9, 13.1, 21.8, 41.5, 13.9, 37.9, 19.5]","[14585, 112773, 184084, 163781, 41832, 173164, 15868, 7211, 150400, 72041]",1,1.9,10,10,10.0,0,0,41.0,42.9,1.1000000000000014,1,0,0,1,1,41.8,2,2,2.0,0,0,1.1000000000000014,42.9,1.1000000000000014,1,0,0,1
HN_base,cooccurrence,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,23,5111,97310,3,D,D,3,1,1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[186572, 140650, 166017, 97310, 75394, 177260, 134750, 60087, 58913, 99706]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
HN_base,user_pref,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,23,5111,97310,3,D,D,3,1,1,10,"[7.0, 0.0, 0.0, 1.4, 0.0, 0.0, 4.2, 11.3, 7.0, 0.0]","[186572, 140650, 166017, 97310, 75394, 177260, 134750, 60087, 58913, 99706]",1,1.4,5,5,5.0,0,0,9.9,11.3,4.300000000000001,1,0,0,1,1,1.4,5,5,5.0,0,0,9.9,11.3,4.300000000000001,1,0,0,1
HN_base,cooccurrence,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,24,227,106228,4,E,J,9,0,1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[92618, 176196, 152954, 88752, 106228, 22408, 29224, 32586, 170083, 191771]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
HN_base,user_pref,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,24,227,106228,4,E,J,9,0,1,10,"[0.0, 2.9, 10.1, 3.2, 4.3, 0.1, 0.0, 0.0, 3.1, 4.6]","[92618, 176196, 152954, 88752, 106228, 22408, 29224, 32586, 170083, 191771]",1,4.3,3,3,3.0,0,0,5.8,10.1,5.5,1,0,0,1,1,4.6,2,2,2.0,0,0,5.5,10.1,5.5,1,0,0,1
HN_base,cooccurrence,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,25,6373,161171,2,C,C,2,1,1,10,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[181327, 182158, 161171, 71670, 161590, 162984, 194059, 54764, 106941, 132548]",1,0.0,2,10,6.0,0,0,2.0,2.0,2.0,1,0,0,1,1,0.0,2,10,6.0,0,0,2.0,2.0,2.0,1,0,0,1
HN_base,user_pref,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,25,6373,161171,2,C,C,2,1,1,10,"[0.0, 0.0, 0.2, 0.0, 0.0, 0.4, 0.1, 0.0, 0.0, 0.3]","[181327, 182158, 161171, 71670, 161590, 162984, 194059, 54764, 106941, 132548]",1,0.2,3,3,3.0,0,0,0.2,0.4,0.10000000000000003,1,0,0,1,1,0.2,3,3,3.0,0,0,0.2,0.4,0.10000000000000003,1,0,0,1
HN_base,cooccurrence,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,26,2355,34540,4,E,E,4,1,1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[157178, 133240, 130342, 65236, 34540, 173113, 94588, 201854, 110796, 201503]",1,0.0,2,10,6.0,0,0,1.0,1.0,1.0,1,0,0,1,1,0.0,2,10,6.0,0,0,1.0,1.0,1.0,1,0,0,1
HN_base,user_pref,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,26,2355,34540,4,E,E,4,1,1,10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[157178, 133240, 130342, 65236, 34540, 173113, 94588, 201854, 110796, 201503]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
HN_base,cooccurrence,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,27,12192,135124,3,D,A,0,0,1,10,"[2, 0, 2, 2, 4, 0, 2, 2, 0, 0]","[45664, 56062, 155352, 135124, 181022, 91883, 124709, 202673, 42011, 34696]",1,2.0,2,6,4.0,0,0,2.0,4.0,2.0,1,0,0,1,1,2.0,2,6,4.0,0,0,2.0,4.0,2.0,1,0,0,1
HN_base,user_pref,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,27,12192,135124,3,D,A,0,0,1,10,"[0.0, 0.0, 0.0, 66.7, 0.0, 0.0, 0.0, 0.0, 33.3, 0.0]","[45664, 56062, 155352, 135124, 181022, 91883, 124709, 202673, 42011, 34696]",1,66.7,1,1,1.0,1,1,0.0,66.7,33.400000000000006,1,0,0,1,1,0.0,3,10,6.5,0,0,66.7,66.7,33.400000000000006,1,0,0,1
HN_base,cooccurrence,results\spotify_sparse\results_spotify_sparse_HN_C10_T5_20260506_115545.csv,28,8486,93031,4,E,G,6,0,1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[68931, 166881, 198782, 141512, 93031, 33919, 200517, 118219, 163961, 44586]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
