row_idx,bundle_id,true_indice,num_input_items,num_valid_input_embeddings,gt_input_sim,neg_input_sim_mean,neg_input_sim_max,gt_margin_vs_best_neg,gt_margin_vs_neg_mean,gt_semantic_rank,gt_semantic_top1,gt_semantic_mrr,semantic_top_option_idx,semantic_top_item,semantic_top_sim,pred_option_idx,pred_input_sim,pred_is_semantic_top1,hit,gt_to_distractor_sim_mean,gt_to_distractor_sim_max
16,3600,72773,10,10,0.8198015093803406,0.8342273235321045,0.9064630270004272,-0.08666151762008667,-0.014425814151763916,6,0,0.16666666666666666,7,25133,0.9064630270004272,7,0.9064630270004272,1,0,0.8625588417053223,0.9789524078369141
17,15591,123439,10,10,0.8456734418869019,0.8105469942092896,0.9068301320075989,-0.06115669012069702,0.035126447677612305,4,0,0.25,7,121397,0.9068301320075989,7,0.9068301320075989,1,0,0.7245983481407166,0.8415217399597168
18,12698,152530,10,10,0.9767365455627441,0.9040734171867371,0.9617997407913208,0.01493680477142334,0.07266312837600708,1,1,1.0,5,152530,0.9767365455627441,5,0.9767365455627441,1,1,0.8835189342498779,0.9415308833122253
19,3728,89564,10,10,0.8057266473770142,0.7070347666740417,0.81358802318573,-0.00786137580871582,0.09869188070297241,2,0,0.5,2,9536,0.81358802318573,4,0.8042382597923279,0,0,0.685892641544342,0.9378300905227661
20,11521,186513,10,10,0.7824071049690247,0.7081279754638672,0.8812339305877686,-0.0988268256187439,0.07427912950515747,5,0,0.2,5,119808,0.8812339305877686,8,0.8405266404151917,0,0,0.6321611404418945,0.8551696538925171
21,1189,148148,10,10,0.9055124521255493,0.8707329630851746,0.9051597714424133,0.00035268068313598633,0.034779489040374756,1,1,1.0,8,148148,0.9055124521255493,8,0.9055124521255493,1,1,0.9065794348716736,0.960865318775177
22,16923,188954,10,10,0.8272834420204163,0.7911567687988281,0.9052603840827942,-0.07797694206237793,0.036126673221588135,4,0,0.25,0,73272,0.9052603840827942,7,0.8272834420204163,0,1,0.6839457750320435,0.8654111623764038
23,4599,122475,10,10,0.833267331123352,0.8067532181739807,0.8650424480438232,-0.03177511692047119,0.026514112949371338,6,0,0.16666666666666666,0,33520,0.8650424480438232,2,0.833267331123352,0,1,0.8145824670791626,0.9045209288597107
24,16815,171215,10,10,0.8143453598022461,0.7229764461517334,0.7775810956954956,0.03676426410675049,0.0913689136505127,1,1,1.0,4,171215,0.8143453598022461,3,0.7192842960357666,0,0,0.7481116652488708,0.9034855961799622
25,4288,240168,10,10,0.6826804876327515,0.722240686416626,0.8604580163955688,-0.17777752876281738,-0.03956019878387451,6,0,0.16666666666666666,1,88902,0.8604580163955688,3,0.5882245302200317,0,0,0.5427930355072021,0.7226360440254211
26,18162,243284,10,10,0.7850032448768616,0.8084489107131958,0.8771152496337891,-0.09211200475692749,-0.02344566583633423,6,0,0.16666666666666666,9,104480,0.8771152496337891,1,0.7736941576004028,0,0,0.812811017036438,0.9539636373519897
27,5187,240315,10,10,0.9452182054519653,0.9275251030921936,0.9667865037918091,-0.02156829833984375,0.01769310235977173,4,0,0.25,1,34613,0.9667865037918091,3,0.9452182054519653,0,1,0.8863531947135925,0.9173321723937988
28,8974,85125,10,10,0.7980921268463135,0.8088380098342896,0.874263346195221,-0.07617121934890747,-0.010745882987976074,8,0,0.125,8,105898,0.874263346195221,7,0.8445303440093994,0,0,0.7987625598907471,0.9207750558853149
29,17342,73526,10,10,0.7773897647857666,0.8229535222053528,0.8549048900604248,-0.0775151252746582,-0.04556375741958618,8,0,0.125,7,83787,0.8549048900604248,8,0.7681810259819031,0,0,0.7912384867668152,0.838101863861084
30,19778,280,10,10,0.7702343463897705,0.7968970537185669,0.8624091744422913,-0.09217482805252075,-0.026662707328796387,8,0,0.125,8,101982,0.8624091744422913,5,0.7702343463897705,0,1,0.7146528363227844,0.9480910301208496
31,8316,176073,10,10,0.9187512397766113,0.8874255418777466,0.9141032099723816,0.004648029804229736,0.031325697898864746,1,1,1.0,3,176073,0.9187512397766113,3,0.9187512397766113,1,1,0.8856039047241211,0.9568290710449219
32,9100,193661,10,10,0.8890080451965332,0.7448497414588928,0.8469718098640442,0.042036235332489014,0.14415830373764038,1,1,1.0,0,193661,0.8890080451965332,1,0.7665942311286926,0,0,0.7249405980110168,0.8646714687347412
33,19567,51334,10,10,0.8850493431091309,0.871501624584198,0.9145174026489258,-0.029468059539794922,0.013547718524932861,6,0,0.16666666666666666,1,173790,0.9145174026489258,1,0.9145174026489258,1,0,0.8578317165374756,0.9205574989318848
34,19907,194354,10,10,0.7384533882141113,0.8798509240150452,0.929390013217926,-0.1909366250038147,-0.14139753580093384,10,0,0.1,9,160504,0.929390013217926,1,0.8490318059921265,0,0,0.6997756958007812,0.9069706797599792
35,17940,75870,10,10,0.7353792190551758,0.7715066075325012,0.8595356941223145,-0.12415647506713867,-0.03612738847732544,8,0,0.125,4,119975,0.8595356941223145,5,0.7353792190551758,0,1,0.8485230207443237,0.8940660357475281
36,19128,61872,10,10,0.9244279861450195,0.677597165107727,0.8620775938034058,0.06235039234161377,0.24683082103729248,1,1,1.0,3,61872,0.9244279861450195,5,0.850220263004303,0,0,0.6831567287445068,0.8601313829421997
37,12863,179870,10,10,0.7735742330551147,0.7045912146568298,0.8906351327896118,-0.11706089973449707,0.06898301839828491,6,0,0.16666666666666666,2,239395,0.8906351327896118,6,0.8471111059188843,0,0,0.7003928422927856,0.9096746444702148
38,3159,69977,10,10,0.8756921291351318,0.824394702911377,0.8609981536865234,0.014693975448608398,0.05129742622375488,1,1,1.0,8,69977,0.8756921291351318,1,0.8404255509376526,0,0,0.8387767672538757,0.9083591103553772
39,11058,191540,10,10,0.8814314603805542,0.7525899410247803,0.8588000535964966,0.022631406784057617,0.12884151935577393,1,1,1.0,9,191540,0.8814314603805542,4,0.7029750347137451,0,0,0.772869348526001,0.957939088344574
40,10783,210458,10,10,0.811115026473999,0.8385980129241943,0.8938916921615601,-0.08277666568756104,-0.027482986450195312,8,0,0.125,4,142727,0.8938916921615601,2,0.7982574105262756,0,0,0.7929613590240479,0.9229311943054199
41,10840,229977,10,10,0.7009150981903076,0.7482039928436279,0.8115798234939575,-0.1106647253036499,-0.04728889465332031,9,0,0.1111111111111111,9,243287,0.8115798234939575,3,0.7744631767272949,0,0,0.7074112892150879,0.8046380877494812
42,17470,223731,10,10,0.6603534817695618,0.6191165447235107,0.7570724487304688,-0.09671896696090698,0.041236937046051025,4,0,0.25,7,195259,0.7570724487304688,3,0.6603534817695618,0,1,0.7845999598503113,0.9433408975601196
43,16592,244498,10,10,0.6630237102508545,0.7254824042320251,0.8777007460594177,-0.21467703580856323,-0.062458693981170654,9,0,0.1111111111111111,2,166639,0.8777007460594177,5,0.5603867173194885,0,0,0.6292374134063721,0.9669687747955322
44,1411,192861,10,10,0.6841651201248169,0.5856849551200867,0.6599652767181396,0.024199843406677246,0.09848016500473022,1,1,1.0,1,192861,0.6841651201248169,1,0.6841651201248169,1,1,0.3959674835205078,0.5840448141098022
45,13600,220179,10,10,0.9069346189498901,0.8246574401855469,0.9265701770782471,-0.019635558128356934,0.08227717876434326,2,0,0.5,5,123099,0.9265701770782471,5,0.9265701770782471,1,0,0.7656843662261963,0.8750824928283691
46,13277,100119,10,10,0.9015201926231384,0.7787635326385498,0.880786657333374,0.020733535289764404,0.12275665998458862,1,1,1.0,6,100119,0.9015201926231384,6,0.9015201926231384,1,1,0.7150771617889404,0.9648398756980896
47,19169,156451,10,10,0.8622176051139832,0.8195523023605347,0.9076344966888428,-0.04541689157485962,0.042665302753448486,5,0,0.2,2,243136,0.9076344966888428,9,0.782072901725769,0,0,0.7434127330780029,0.8986442685127258
48,17611,10473,10,10,0.8601817488670349,0.8847045302391052,0.92186439037323,-0.06168264150619507,-0.024522781372070312,9,0,0.1111111111111111,6,172633,0.92186439037323,8,0.8720086216926575,0,0,0.845003068447113,0.9235139489173889
49,5489,140143,10,10,0.897367000579834,0.8535487055778503,0.9054737091064453,-0.008106708526611328,0.04381829500198364,2,0,0.5,3,49492,0.9054737091064453,6,0.897367000579834,0,1,0.8727654814720154,0.9524280428886414
50,8240,81175,10,10,0.7635015845298767,0.7734946012496948,0.8786190748214722,-0.11511749029159546,-0.009993016719818115,8,0,0.125,1,84284,0.8786190748214722,1,0.8786190748214722,1,0,0.6945555210113525,0.7882556915283203
51,4105,128691,10,10,0.7322425842285156,0.7627819776535034,0.9077589511871338,-0.17551636695861816,-0.030539393424987793,6,0,0.16666666666666666,9,89766,0.9077589511871338,0,0.7322425842285156,0,1,0.7762842774391174,0.9188928008079529
52,14879,109327,7,7,0.7664282917976379,0.8524893522262573,0.9151480197906494,-0.14871972799301147,-0.08606106042861938,9,0,0.1111111111111111,2,130882,0.9151480197906494,1,0.9064168930053711,0,0,0.830801784992218,0.9584560394287109
53,5542,109034,10,10,0.8082746267318726,0.8519414663314819,0.8931758999824524,-0.08490127325057983,-0.043666839599609375,10,0,0.1,0,234942,0.8931758999824524,1,0.8481202125549316,0,0,0.8461540341377258,0.9075359106063843
54,11012,162684,10,10,0.8850014209747314,0.7754347324371338,0.8549088835716248,0.03009253740310669,0.10956668853759766,1,1,1.0,6,162684,0.8850014209747314,8,0.8474021553993225,0,0,0.7487562298774719,0.8933799266815186
55,15257,183816,10,10,0.7255710363388062,0.7526133060455322,0.8410999178886414,-0.1155288815498352,-0.027042269706726074,8,0,0.125,2,249349,0.8410999178886414,0,0.7255710363388062,0,1,0.6313229203224182,0.7624752521514893
56,18403,174632,10,10,0.8926750421524048,0.849109947681427,0.9144577980041504,-0.021782755851745605,0.04356509447097778,5,0,0.2,3,36559,0.9144577980041504,8,0.8954758048057556,0,0,0.8562301993370056,0.9630151987075806
57,19096,33954,10,10,0.8427459001541138,0.795985996723175,0.9036058187484741,-0.06085991859436035,0.04675990343093872,4,0,0.25,3,55387,0.9036058187484741,6,0.846233606338501,0,0,0.7864196300506592,0.8663666248321533
58,9537,72370,10,10,0.8837796449661255,0.8620164394378662,0.9398834705352783,-0.05610382556915283,0.021763205528259277,6,0,0.16666666666666666,9,27545,0.9398834705352783,1,0.7918024063110352,0,0,0.8415896892547607,0.9549345970153809
59,10080,12209,10,10,0.900322675704956,0.8349023461341858,0.9052045345306396,-0.004881858825683594,0.06542032957077026,2,0,0.5,0,69109,0.9052045345306396,1,0.8015601634979248,0,0,0.824835479259491,0.8883198499679565
60,1366,184353,10,10,0.8959271311759949,0.757620096206665,0.870578408241272,0.0253487229347229,0.13830703496932983,1,1,1.0,3,184353,0.8959271311759949,4,0.7225155830383301,0,0,0.7662844061851501,0.912795901298523
61,8457,112323,10,10,0.8469637632369995,0.8252828121185303,0.9391021728515625,-0.09213840961456299,0.02168095111846924,7,0,0.14285714285714285,3,43682,0.9391021728515625,1,0.6196566820144653,0,0,0.8891143798828125,0.9707475900650024
62,16385,39769,10,10,0.8284534215927124,0.6687440276145935,0.8192975521087646,0.009155869483947754,0.1597093939781189,1,1,1.0,9,39769,0.8284534215927124,6,0.7700134515762329,0,0,0.7586281895637512,0.9599354267120361
63,18324,128270,10,10,0.744317889213562,0.7326966524124146,0.8523799777030945,-0.10806208848953247,0.011621236801147461,5,0,0.2,8,248391,0.8523799777030945,6,0.719204306602478,0,0,0.6245240569114685,0.717720091342926
64,14247,121740,10,10,0.8364259600639343,0.811394214630127,0.9267756938934326,-0.09034973382949829,0.025031745433807373,7,0,0.14285714285714285,6,144068,0.9267756938934326,3,0.9205114841461182,0,0,0.7514607906341553,0.8841292262077332
65,12466,40610,10,10,0.8354369401931763,0.6719308495521545,0.8394961357116699,-0.004059195518493652,0.16350609064102173,2,0,0.5,6,120653,0.8394961357116699,9,0.5312950611114502,0,0,0.6880908608436584,0.8438755869865417
66,3274,117654,10,10,0.916022777557373,0.8555434346199036,0.9291635751724243,-0.01314079761505127,0.06047934293746948,2,0,0.5,4,21496,0.9291635751724243,0,0.916022777557373,0,1,0.8143198490142822,0.9708545804023743
67,11421,144191,10,10,0.8155927658081055,0.8716830611228943,0.9094235897064209,-0.09383082389831543,-0.05609029531478882,10,0,0.1,1,197111,0.9094235897064209,9,0.8155927658081055,0,1,0.869780421257019,0.9769119620323181
68,4031,40289,10,10,0.8941712379455566,0.8648402690887451,0.9389340877532959,-0.04476284980773926,0.029330968856811523,4,0,0.25,9,22510,0.9389340877532959,0,0.8865464925765991,0,0,0.8117054104804993,0.8860591650009155
69,7975,28324,10,10,0.6568911671638489,0.8611987233161926,0.9350858926773071,-0.27819472551345825,-0.20430755615234375,10,0,0.1,6,36783,0.9350858926773071,8,0.9237017035484314,0,0,0.5766900181770325,0.655859649181366
70,3461,119489,10,10,0.8521645069122314,0.8604132533073425,0.9060754179954529,-0.053910911083221436,-0.008248746395111084,6,0,0.16666666666666666,9,138242,0.9060754179954529,6,0.8444983959197998,0,0,0.7400761246681213,0.8020093441009521
71,3728,73212,10,10,0.8808950781822205,0.6973541975021362,0.8346247673034668,0.04627031087875366,0.18354088068008423,1,1,1.0,8,73212,0.8808950781822205,8,0.8808950781822205,1,1,0.7088150382041931,0.948948860168457
72,12339,242916,10,10,0.8058961629867554,0.7336091995239258,0.8573405146598816,-0.05144435167312622,0.07228696346282959,3,0,0.3333333333333333,9,132026,0.8573405146598816,3,0.7367067933082581,0,0,0.6203206181526184,0.7958306074142456
73,18960,171125,10,10,0.8260568380355835,0.8499876856803894,0.909408688545227,-0.08335185050964355,-0.023930847644805908,8,0,0.125,9,102722,0.909408688545227,7,0.8451915979385376,0,0,0.9369642734527588,0.9759024977684021
74,8662,35418,10,10,0.7952218055725098,0.7508228421211243,0.9257602691650391,-0.1305384635925293,0.0443989634513855,5,0,0.2,6,213283,0.9257602691650391,4,0.842011570930481,0,0,0.6306498050689697,0.7424498796463013
75,13886,139516,10,10,0.7165128588676453,0.7367104291915894,0.867824137210846,-0.15131127834320068,-0.020197570323944092,8,0,0.125,0,151253,0.867824137210846,9,0.774478018283844,0,0,0.7063971757888794,0.7964102029800415
76,8470,13758,7,7,0.7781911492347717,0.681898295879364,0.8355387449264526,-0.05734759569168091,0.09629285335540771,2,0,0.5,0,117910,0.8355387449264526,0,0.8355387449264526,1,0,0.8546766042709351,0.8799084424972534
77,4808,138196,10,10,0.849770188331604,0.840060293674469,0.8646491765975952,-0.014878988265991211,0.00970989465713501,4,0,0.25,9,92671,0.8646491765975952,0,0.8365650177001953,0,0,0.9019079208374023,0.9582181572914124
78,5689,249424,10,10,0.9381009936332703,0.905877947807312,0.9400624632835388,-0.0019614696502685547,0.03222304582595825,2,0,0.5,3,161843,0.9400624632835388,7,0.9381009936332703,0,1,0.8659350275993347,0.8978136777877808
79,5578,32061,10,10,0.7612937688827515,0.7743419408798218,0.8914327621459961,-0.13013899326324463,-0.013048171997070312,5,0,0.2,2,11791,0.8914327621459961,4,0.8369055986404419,0,0,0.846058189868927,0.9360474348068237
80,6332,137500,10,10,0.9399691820144653,0.8865721821784973,0.9222267866134644,0.017742395401000977,0.05339699983596802,1,1,1.0,0,137500,0.9399691820144653,0,0.9399691820144653,1,1,0.9190435409545898,0.9669615626335144
81,17880,14657,10,10,0.875952959060669,0.7542778849601746,0.8834495544433594,-0.00749659538269043,0.12167507410049438,2,0,0.5,7,1081,0.8834495544433594,2,0.6939213275909424,0,0,0.8605873584747314,0.9371083974838257
82,12440,86082,10,10,0.9308203458786011,0.813112199306488,0.8859361410140991,0.04488420486450195,0.11770814657211304,1,1,1.0,8,86082,0.9308203458786011,2,0.852035403251648,0,0,0.7610408663749695,0.8813493847846985
83,10284,46404,10,10,0.7996560335159302,0.7730059027671814,0.8666280508041382,-0.06697201728820801,0.02665013074874878,6,0,0.16666666666666666,9,8059,0.8666280508041382,1,0.7996560335159302,0,1,0.7774388194084167,0.9810910224914551
84,17611,116032,10,10,0.7775468230247498,0.830169677734375,0.915373682975769,-0.1378268599510193,-0.052622854709625244,8,0,0.125,7,90402,0.915373682975769,1,0.7775468230247498,0,1,0.798894464969635,0.9325487613677979
85,12373,174561,10,10,0.8741497993469238,0.8596993088722229,0.922356903553009,-0.048207104206085205,0.014450490474700928,6,0,0.16666666666666666,3,228694,0.922356903553009,2,0.8769065141677856,0,0,0.8262201547622681,0.9007185697555542
86,11410,70112,10,10,0.8436738848686218,0.8394904136657715,0.8994734883308411,-0.05579960346221924,0.004183471202850342,5,0,0.2,6,177805,0.8994734883308411,5,0.8436738848686218,0,1,0.8568288683891296,0.9159855842590332
87,10914,171548,10,10,0.8635242581367493,0.7975218296051025,0.9222631454467773,-0.058738887310028076,0.06600242853164673,3,0,0.3333333333333333,9,155847,0.9222631454467773,9,0.9222631454467773,1,0,0.7433971166610718,0.9364693760871887
88,5036,125263,10,10,0.9271297454833984,0.8870847225189209,0.9294366836547852,-0.0023069381713867188,0.04004502296447754,2,0,0.5,0,240580,0.9294366836547852,5,0.906770646572113,0,0,0.8447974324226379,0.8962680101394653
89,613,39447,10,10,0.8060876727104187,0.7879664897918701,0.83583664894104,-0.029748976230621338,0.018121182918548584,5,0,0.2,1,34035,0.83583664894104,5,0.7530286312103271,0,0,0.8580065965652466,0.9706721305847168
90,7745,201399,10,10,0.7297983765602112,0.7509980797767639,0.8377612829208374,-0.10796290636062622,-0.021199703216552734,7,0,0.14285714285714285,9,195608,0.8377612829208374,9,0.8377612829208374,1,0,0.8408271074295044,0.937969982624054
91,7437,209077,10,10,0.8480008840560913,0.7937506437301636,0.8921106457710266,-0.0441097617149353,0.054250240325927734,2,0,0.5,5,243610,0.8921106457710266,7,0.8314317464828491,0,0,0.7530302405357361,0.8250683546066284
92,10461,188773,10,10,0.8565519452095032,0.8019741773605347,0.8807942867279053,-0.0242423415184021,0.054577767848968506,3,0,0.3333333333333333,5,70355,0.8807942867279053,6,0.8524501323699951,0,0,0.8397654891014099,0.9839151501655579
93,48,170616,10,10,0.6601787805557251,0.8498239517211914,0.888971745967865,-0.2287929654121399,-0.1896451711654663,10,0,0.1,5,212530,0.888971745967865,8,0.6601787805557251,0,1,0.7232779860496521,0.9489099979400635
94,13771,135588,10,10,0.7535743117332458,0.8351762890815735,0.8910456895828247,-0.13747137784957886,-0.08160197734832764,10,0,0.1,1,81454,0.8910456895828247,5,0.8144446611404419,0,0,0.8005187511444092,0.8308886289596558
95,13359,240494,10,10,0.7607799172401428,0.794416069984436,0.8711003661155701,-0.11032044887542725,-0.03363615274429321,7,0,0.14285714285714285,7,119118,0.8711003661155701,5,0.7719911932945251,0,0,0.8618614673614502,0.9061877727508545
96,8576,42372,10,10,0.8411778807640076,0.7443115711212158,0.854072630405426,-0.012894749641418457,0.09686630964279175,2,0,0.5,0,37973,0.854072630405426,6,0.8411778807640076,0,1,0.8074439167976379,0.9701914191246033
97,2553,45381,10,10,0.7266284227371216,0.775168240070343,0.8773369789123535,-0.15070855617523193,-0.048539817333221436,9,0,0.1111111111111111,6,72543,0.8773369789123535,4,0.8009711503982544,0,0,0.8044918775558472,0.8633976578712463
98,18939,188562,7,7,0.7913001775741577,0.8321574926376343,0.873809278011322,-0.0825091004371643,-0.04085731506347656,8,0,0.125,2,10911,0.873809278011322,2,0.873809278011322,1,0,0.8108388185501099,0.8860476016998291
99,751,158434,6,6,0.8383246064186096,0.5408768653869629,0.8754004240036011,-0.037075817584991455,0.29744774103164673,2,0,0.5,4,44010,0.8754004240036011,1,0.8383246064186096,0,1,0.36730077862739563,0.9552256464958191
100,18928,110352,10,10,0.6529537439346313,0.6975398659706116,0.7739464640617371,-0.12099272012710571,-0.044586122035980225,7,0,0.14285714285714285,9,247037,0.7739464640617371,6,0.6650339365005493,0,0,0.909316897392273,0.9776279926300049
101,3079,156361,10,10,0.8181664943695068,0.77321857213974,0.8156734704971313,0.0024930238723754883,0.044947922229766846,1,1,1.0,5,156361,0.8181664943695068,1,0.780370831489563,0,0,0.7624688744544983,0.881645679473877
102,13822,22041,10,10,0.9031345844268799,0.8668611645698547,0.9110536575317383,-0.007919073104858398,0.036273419857025146,5,0,0.2,9,60202,0.9110536575317383,1,0.9031345844268799,0,1,0.8979029059410095,0.9705960750579834
103,1220,110010,10,10,0.8644920587539673,0.8762836456298828,0.959028422832489,-0.09453636407852173,-0.011791586875915527,8,0,0.125,2,104115,0.959028422832489,2,0.959028422832489,1,0,0.815037190914154,0.9183863997459412
104,12041,164477,10,10,0.8758895993232727,0.8267614245414734,0.8978029489517212,-0.021913349628448486,0.049128174781799316,3,0,0.3333333333333333,0,65954,0.8978029489517212,4,0.8758895993232727,0,1,0.8309475779533386,0.9549210071563721
105,15632,186948,10,10,0.8623888492584229,0.8094755411148071,0.8930872082710266,-0.03069835901260376,0.05291330814361572,4,0,0.25,4,122425,0.8930872082710266,5,0.6185411214828491,0,0,0.8899296522140503,0.9459755420684814
106,48,78236,10,10,0.746677041053772,0.6461564302444458,0.8074240684509277,-0.06074702739715576,0.10052061080932617,4,0,0.25,5,242881,0.8074240684509277,0,0.6662306785583496,0,0,0.5303370356559753,0.8199891448020935
107,16512,69434,10,10,0.8024376034736633,0.8931224346160889,0.9248318672180176,-0.12239426374435425,-0.09068483114242554,10,0,0.1,0,2681,0.9248318672180176,5,0.8781589269638062,0,0,0.7814594507217407,0.8645178079605103
108,7211,31244,10,10,0.8665938973426819,0.6639398336410522,0.7524819374084473,0.11411195993423462,0.20265406370162964,1,1,1.0,4,31244,0.8665938973426819,4,0.8665938973426819,1,1,0.8089069724082947,0.8970352411270142
109,1013,7530,10,10,0.8851542472839355,0.8559540510177612,0.9023891687393188,-0.0172349214553833,0.029200196266174316,2,0,0.5,3,31656,0.9023891687393188,8,0.8395900726318359,0,0,0.8502539992332458,0.9593788981437683
110,16590,51636,10,10,0.9029989242553711,0.7816901803016663,0.9194666743278503,-0.016467750072479248,0.12130874395370483,2,0,0.5,8,89176,0.9194666743278503,7,0.6856815814971924,0,0,0.7571977972984314,0.8783571720123291
111,11438,27129,10,10,0.8494594693183899,0.7718178629875183,0.903019905090332,-0.05356043577194214,0.07764160633087158,4,0,0.25,1,978,0.903019905090332,2,0.8738906383514404,0,0,0.6600939035415649,0.8463853597640991
112,6302,45346,10,10,0.8471976518630981,0.8062382936477661,0.9241342544555664,-0.07693660259246826,0.04095935821533203,5,0,0.2,6,85573,0.9241342544555664,6,0.9241342544555664,1,0,0.7903596758842468,0.9204293489456177
113,2773,33448,6,6,0.7573689818382263,0.7758154273033142,0.8660376071929932,-0.10866862535476685,-0.01844644546508789,7,0,0.14285714285714285,5,130609,0.8660376071929932,7,0.7573689818382263,0,1,0.8699343204498291,0.9516477584838867
114,12433,22272,10,10,0.8534952402114868,0.8420557975769043,0.9109415411949158,-0.057446300983428955,0.01143944263458252,6,0,0.16666666666666666,5,248559,0.9109415411949158,6,0.8534952402114868,0,1,0.8440229892730713,0.933967113494873
115,18820,26521,10,10,0.7737751007080078,0.8182284832000732,0.8720419406890869,-0.0982668399810791,-0.04445338249206543,7,0,0.14285714285714285,4,237511,0.8720419406890869,7,0.8417572975158691,0,0,0.7003926038742065,0.9455943703651428
116,917,1136,10,10,0.8847687840461731,0.7893401980400085,0.8524767160415649,0.032292068004608154,0.09542858600616455,1,1,1.0,7,1136,0.8847687840461731,7,0.8847687840461731,1,1,0.8099097609519958,0.9142844080924988
117,8787,76979,10,10,0.8405950665473938,0.8308112621307373,0.9272993803024292,-0.0867043137550354,0.009783804416656494,3,0,0.3333333333333333,5,56894,0.9272993803024292,4,0.8231306076049805,0,0,0.7550439834594727,0.8620489239692688
118,17112,114724,10,10,0.8931980133056641,0.8572820425033569,0.9320172071456909,-0.038819193840026855,0.03591597080230713,3,0,0.3333333333333333,0,130651,0.9320172071456909,3,0.8931980133056641,0,1,0.830938994884491,0.9246141314506531
