row_idx,bundle_id,true_indice,num_input_items,num_valid_input_embeddings,gt_input_sim,neg_input_sim_mean,neg_input_sim_max,gt_margin_vs_best_neg,gt_margin_vs_neg_mean,gt_semantic_rank,gt_semantic_top1,gt_semantic_mrr,semantic_top_option_idx,semantic_top_item,semantic_top_sim,pred_option_idx,pred_input_sim,pred_is_semantic_top1,hit,gt_to_distractor_sim_mean,gt_to_distractor_sim_max
15,12649,46681,5,5,0.8563891053199768,0.7286441922187805,0.847537636756897,0.008851468563079834,0.1277449131011963,1,1,1.0,5,46681,0.8563891053199768,5,0.8563891053199768,1,1,0.7186054587364197,0.8266513347625732
16,3600,72773,5,5,0.7749741673469543,0.7586380243301392,0.9103851318359375,-0.13541096448898315,0.016336143016815186,4,0,0.25,5,210842,0.9103851318359375,1,0.7749741673469543,0,1,0.6337112188339233,0.7414938807487488
17,15591,123439,5,5,0.7237101793289185,0.7052064538002014,0.8758279085159302,-0.15211772918701172,0.01850372552871704,6,0,0.16666666666666666,6,65006,0.8758279085159302,9,0.718876838684082,0,0,0.6518580317497253,0.7237539887428284
18,12698,152530,5,5,0.9613384008407593,0.7621008157730103,0.8663578033447266,0.09498059749603271,0.19923758506774902,1,1,1.0,6,152530,0.9613384008407593,6,0.9613384008407593,1,1,0.7286755442619324,0.8472921848297119
19,3728,89564,5,5,0.8366926908493042,0.6634461283683777,0.7728925347328186,0.0638001561164856,0.1732465624809265,1,1,1.0,5,89564,0.8366926908493042,5,0.8366926908493042,1,1,0.5376633405685425,0.6653646230697632
20,11521,186513,5,5,0.7858582139015198,0.7073155641555786,0.8889169096946716,-0.10305869579315186,0.07854264974594116,4,0,0.25,7,207847,0.8889169096946716,8,0.7858582139015198,0,1,0.5325900912284851,0.7670985460281372
21,1189,148148,5,5,0.8841147422790527,0.67723548412323,0.8495748043060303,0.03453993797302246,0.20687925815582275,1,1,1.0,2,148148,0.8841147422790527,2,0.8841147422790527,1,1,0.609229564666748,0.7873579263687134
22,16923,188954,5,5,0.8552341461181641,0.7514327168464661,0.8351929783821106,0.020041167736053467,0.103801429271698,1,1,1.0,2,188954,0.8552341461181641,2,0.8552341461181641,1,1,0.614636242389679,0.7610534429550171
23,4599,122475,5,5,0.7851219177246094,0.7051118016242981,0.8373677730560303,-0.0522458553314209,0.08001011610031128,4,0,0.25,9,86465,0.8373677730560303,2,0.7851219177246094,0,1,0.6828292608261108,0.8809611201286316
24,16815,171215,5,5,0.8108839392662048,0.7662069797515869,0.817635178565979,-0.00675123929977417,0.04467695951461792,3,0,0.3333333333333333,1,67564,0.817635178565979,2,0.8108839392662048,0,1,0.6340638399124146,0.7351568341255188
25,4288,240168,5,5,0.6407914161682129,0.6878624558448792,0.8583228588104248,-0.21753144264221191,-0.04707103967666626,8,0,0.125,5,157531,0.8583228588104248,0,0.6407914161682129,0,1,0.561481773853302,0.673317551612854
26,18162,243284,5,5,0.8417817950248718,0.6036152243614197,0.8166935443878174,0.025088250637054443,0.23816657066345215,1,1,1.0,4,243284,0.8417817950248718,4,0.8417817950248718,1,1,0.4566519558429718,0.6970269680023193
27,5187,240315,5,5,0.9356213212013245,0.6100132465362549,0.8439379930496216,0.09168332815170288,0.3256080746650696,1,1,1.0,7,240315,0.9356213212013245,7,0.9356213212013245,1,1,0.5450976490974426,0.7844140529632568
28,8974,85125,5,5,0.7051064372062683,0.7417516112327576,0.8914824724197388,-0.18637603521347046,-0.03664517402648926,8,0,0.125,1,7398,0.8914824724197388,3,0.7051064372062683,0,1,0.49275854229927063,0.6430575847625732
29,17342,73526,5,5,0.816058874130249,0.7611289620399475,0.9051857590675354,-0.08912688493728638,0.054929912090301514,3,0,0.3333333333333333,4,127891,0.9051857590675354,7,0.816058874130249,0,1,0.5858665108680725,0.7217773199081421
30,19778,280,5,5,0.7502144575119019,0.7078822255134583,0.8188222646713257,-0.06860780715942383,0.042332231998443604,5,0,0.2,0,86439,0.8188222646713257,8,0.7502144575119019,0,1,0.6070589423179626,0.7334358096122742
31,8316,176073,5,5,0.9105097055435181,0.7277023792266846,0.8318589329719543,0.07865077257156372,0.1828073263168335,1,1,1.0,5,176073,0.9105097055435181,5,0.9105097055435181,1,1,0.6423768401145935,0.7379357814788818
32,9100,193661,5,5,0.8091409802436829,0.6232717633247375,0.7880353331565857,0.021105647087097168,0.1858692169189453,1,1,1.0,2,193661,0.8091409802436829,2,0.8091409802436829,1,1,0.501631498336792,0.7372215390205383
33,19567,51334,5,5,0.8575302362442017,0.6372385025024414,0.7798517942428589,0.07767844200134277,0.22029173374176025,1,1,1.0,5,51334,0.8575302362442017,5,0.8575302362442017,1,1,0.48609817028045654,0.6877615451812744
34,19907,194354,5,5,0.6366276741027832,0.6538212895393372,0.8736076354980469,-0.23697996139526367,-0.017193615436553955,7,0,0.14285714285714285,2,2940,0.8736076354980469,9,0.6366276741027832,0,1,0.6678904294967651,0.8470538854598999
35,17940,75870,5,5,0.788381814956665,0.711309015750885,0.8844873905181885,-0.09610557556152344,0.07707279920578003,2,0,0.5,4,210541,0.8844873905181885,6,0.788381814956665,0,1,0.6363857388496399,0.8461791276931763
36,19128,61872,5,5,0.8865476846694946,0.7431643009185791,0.8600209355354309,0.02652674913406372,0.14338338375091553,1,1,1.0,7,61872,0.8865476846694946,7,0.8865476846694946,1,1,0.6398789882659912,0.8816572427749634
37,12863,179870,5,5,0.8126436471939087,0.7350194454193115,0.8266555070877075,-0.014011859893798828,0.07762420177459717,2,0,0.5,5,15451,0.8266555070877075,4,0.8126436471939087,0,1,0.6281661987304688,0.8172983527183533
38,3159,69977,5,5,0.848781168460846,0.6289697289466858,0.8066340684890747,0.04214709997177124,0.21981143951416016,1,1,1.0,3,69977,0.848781168460846,3,0.848781168460846,1,1,0.4713982045650482,0.7045668363571167
39,11058,191540,5,5,0.9051353931427002,0.8166630268096924,0.8809281587600708,0.024207234382629395,0.08847236633300781,1,1,1.0,8,191540,0.9051353931427002,8,0.9051353931427002,1,1,0.7829654812812805,0.8376876711845398
40,10783,210458,5,5,0.7913748025894165,0.7279896140098572,0.8901745676994324,-0.09879976511001587,0.06338518857955933,4,0,0.25,7,11001,0.8901745676994324,1,0.7913748025894165,0,1,0.6457729935646057,0.8138993978500366
41,10840,229977,5,5,0.6685220003128052,0.6966712474822998,0.823636531829834,-0.1551145315170288,-0.02814924716949463,6,0,0.16666666666666666,2,206376,0.823636531829834,5,0.6685220003128052,0,1,0.5908011198043823,0.7821714878082275
42,17470,223731,5,5,0.7365483045578003,0.7060547471046448,0.8762789964675903,-0.13973069190979004,0.030493557453155518,5,0,0.2,7,88751,0.8762789964675903,2,0.7412211894989014,0,0,0.6546818017959595,0.8249693512916565
43,16592,244498,5,5,0.7138713598251343,0.7009446024894714,0.8313360214233398,-0.11746466159820557,0.012926757335662842,5,0,0.2,3,247255,0.8313360214233398,4,0.6218000650405884,0,0,0.6218039989471436,0.779656171798706
44,1411,192861,5,5,0.7038893103599548,0.6780670285224915,0.7704924941062927,-0.06660318374633789,0.02582228183746338,6,0,0.16666666666666666,4,144178,0.7704924941062927,6,0.7038893103599548,0,1,0.4535066783428192,0.5506531000137329
45,13600,220179,5,5,0.8684332370758057,0.7120108604431152,0.8139055371284485,0.05452769994735718,0.15642237663269043,1,1,1.0,8,220179,0.8684332370758057,8,0.8684332370758057,1,1,0.6647037863731384,0.7881185412406921
46,13277,100119,5,5,0.8643925189971924,0.7842414379119873,0.8832932710647583,-0.018900752067565918,0.08015108108520508,2,0,0.5,4,116989,0.8832932710647583,9,0.8643925189971924,0,1,0.654414713382721,0.7941609025001526
47,19169,156451,5,5,0.8114243745803833,0.6678528189659119,0.7789865732192993,0.032437801361083984,0.14357155561447144,1,1,1.0,6,156451,0.8114243745803833,6,0.8114243745803833,1,1,0.6493495106697083,0.8839596509933472
48,17611,10473,5,5,0.8207665681838989,0.7635474801063538,0.9055829048156738,-0.0848163366317749,0.057219088077545166,5,0,0.2,5,92776,0.9055829048156738,4,0.8207665681838989,0,1,0.6091412305831909,0.83213210105896
49,5489,140143,5,5,0.8950161933898926,0.8008727431297302,0.8977071046829224,-0.002690911293029785,0.09414345026016235,2,0,0.5,4,171674,0.8977071046829224,7,0.8950161933898926,0,1,0.752002477645874,0.8819595575332642
50,8240,81175,5,5,0.6831231713294983,0.7340127229690552,0.8130501508712769,-0.12992697954177856,-0.050889551639556885,8,0,0.125,6,55112,0.8130501508712769,4,0.6831231713294983,0,1,0.5431684851646423,0.6164791584014893
51,4105,128691,5,5,0.5435099601745605,0.6400676369667053,0.7604620456695557,-0.21695208549499512,-0.09655767679214478,9,0,0.1111111111111111,3,218619,0.7604620456695557,7,0.5435099601745605,0,1,0.5259095430374146,0.6932562589645386
52,14879,109327,5,5,0.817780613899231,0.6814234256744385,0.8447654247283936,-0.026984810829162598,0.13635718822479248,3,0,0.3333333333333333,2,185867,0.8447654247283936,1,0.817780613899231,0,1,0.4826998710632324,0.6725499629974365
53,5542,109034,5,5,0.7579232454299927,0.6287439465522766,0.8059133291244507,-0.04799008369445801,0.12917929887771606,2,0,0.5,7,26366,0.8059133291244507,0,0.7579232454299927,0,1,0.42025208473205566,0.531035304069519
54,11012,162684,5,5,0.8373790979385376,0.7659409046173096,0.865094780921936,-0.027715682983398438,0.07143819332122803,4,0,0.25,0,172662,0.865094780921936,0,0.865094780921936,1,0,0.7338189482688904,0.91579669713974
55,15257,183816,5,5,0.5998985767364502,0.6822639107704163,0.852486252784729,-0.2525876760482788,-0.08236533403396606,9,0,0.1111111111111111,0,74161,0.852486252784729,6,0.5998985767364502,0,1,0.6050641536712646,0.7596248984336853
56,18403,174632,5,5,0.8973216414451599,0.7556031346321106,0.9079801440238953,-0.010658502578735352,0.14171850681304932,2,0,0.5,8,107359,0.9079801440238953,4,0.8973216414451599,0,1,0.6656574010848999,0.8448823690414429
57,19096,33954,5,5,0.8079449534416199,0.6895970702171326,0.9427310228347778,-0.13478606939315796,0.1183478832244873,3,0,0.3333333333333333,0,94834,0.9427310228347778,0,0.9427310228347778,1,0,0.6499773263931274,0.7566536068916321
58,9537,72370,5,5,0.8935437202453613,0.6362429857254028,0.8437695503234863,0.049774169921875,0.2573007345199585,1,1,1.0,0,72370,0.8935437202453613,0,0.8935437202453613,1,1,0.5962612628936768,0.7104301452636719
59,10080,12209,5,5,0.8625754117965698,0.7727133631706238,0.9145980477333069,-0.05202263593673706,0.08986204862594604,2,0,0.5,2,249798,0.9145980477333069,0,0.8625754117965698,0,1,0.7163045406341553,0.8280158042907715
60,1366,184353,5,5,0.8669148683547974,0.6199771761894226,0.8677737712860107,-0.0008589029312133789,0.24693769216537476,2,0,0.5,4,250535,0.8677737712860107,8,0.8669148683547974,0,1,0.528526782989502,0.8541256785392761
61,8457,112323,5,5,0.8270910978317261,0.5273756384849548,0.7023758292198181,0.12471526861190796,0.29971545934677124,1,1,1.0,8,112323,0.8270910978317261,8,0.8270910978317261,1,1,0.5487844944000244,0.7016063928604126
62,16385,39769,5,5,0.7229205369949341,0.7528136372566223,0.8434581756591797,-0.1205376386642456,-0.029893100261688232,7,0,0.14285714285714285,1,194513,0.8434581756591797,3,0.7229205369949341,0,1,0.6267958879470825,0.7286087870597839
63,18324,128270,5,5,0.7192375659942627,0.7131583094596863,0.8123537302017212,-0.0931161642074585,0.006079256534576416,7,0,0.14285714285714285,6,201913,0.8123537302017212,7,0.7192375659942627,0,1,0.6214558482170105,0.7038998007774353
64,14247,121740,5,5,0.8926912546157837,0.7783219218254089,0.8963091373443604,-0.00361788272857666,0.11436933279037476,2,0,0.5,3,147653,0.8963091373443604,2,0.8926912546157837,0,1,0.78059983253479,0.8677270412445068
65,12466,40610,5,5,0.8337838649749756,0.7088636755943298,0.8757995367050171,-0.042015671730041504,0.12492018938064575,4,0,0.25,1,161738,0.8757995367050171,1,0.8757995367050171,1,0,0.6167566776275635,0.8286649584770203
66,3274,117654,5,5,0.7976346015930176,0.6555979251861572,0.8343319296836853,-0.036697328090667725,0.14203667640686035,2,0,0.5,4,2002,0.8343319296836853,2,0.7976346015930176,0,1,0.6781213879585266,0.8941504955291748
67,11421,144191,5,5,0.7456636428833008,0.6754796504974365,0.8722455501556396,-0.12658190727233887,0.07018399238586426,5,0,0.2,9,94282,0.8722455501556396,2,0.7456636428833008,0,1,0.5369919538497925,0.7251098155975342
68,4031,40289,5,5,0.9002025127410889,0.7370356321334839,0.8300795555114746,0.07012295722961426,0.16316688060760498,1,1,1.0,1,40289,0.9002025127410889,1,0.9002025127410889,1,1,0.7244905829429626,0.8542665243148804
69,7975,28324,5,5,0.6473231315612793,0.6815750598907471,0.8291809558868408,-0.18185782432556152,-0.03425192832946777,5,0,0.2,5,185700,0.8291809558868408,4,0.6473231315612793,0,1,0.447969913482666,0.5184558629989624
70,3461,119489,5,5,0.7946082949638367,0.6954629421234131,0.8407928943634033,-0.04618459939956665,0.09914535284042358,4,0,0.25,6,234731,0.8407928943634033,9,0.7946082949638367,0,1,0.6598622798919678,0.7951287031173706
71,3728,73212,5,5,0.9314486980438232,0.6443831920623779,0.7351455092430115,0.19630318880081177,0.2870655059814453,1,1,1.0,5,73212,0.9314486980438232,5,0.9314486980438232,1,1,0.6548068523406982,0.7713695764541626
72,12339,242916,5,5,0.8390965461730957,0.6129810214042664,0.912765622138977,-0.07366907596588135,0.22611552476882935,3,0,0.3333333333333333,4,251437,0.912765622138977,0,0.8390965461730957,0,1,0.45235475897789,0.7789696455001831
73,18960,171125,5,5,0.8518218398094177,0.7327004075050354,0.9007565975189209,-0.048934757709503174,0.11912143230438232,2,0,0.5,7,75124,0.9007565975189209,3,0.8518218398094177,0,1,0.600085437297821,0.7821189165115356
74,8662,35418,5,5,0.8408528566360474,0.7074532508850098,0.8288391828536987,0.012013673782348633,0.1333996057510376,1,1,1.0,4,35418,0.8408528566360474,4,0.8408528566360474,1,1,0.5915066599845886,0.85738205909729
75,13886,139516,5,5,0.6681932210922241,0.7265887260437012,0.9090161323547363,-0.2408229112625122,-0.05839550495147705,7,0,0.14285714285714285,1,57439,0.9090161323547363,5,0.7916141748428345,0,0,0.5787226557731628,0.7609618306159973
76,8470,13758,5,5,0.785245418548584,0.6704795956611633,0.7736478447914124,0.01159757375717163,0.11476582288742065,1,1,1.0,2,13758,0.785245418548584,2,0.785245418548584,1,1,0.5383291840553284,0.797236442565918
77,4808,138196,5,5,0.8594631552696228,0.7245856523513794,0.8277714848518372,0.031691670417785645,0.1348775029182434,1,1,1.0,7,138196,0.8594631552696228,7,0.8594631552696228,1,1,0.6415194272994995,0.7374378442764282
78,5689,249424,5,5,0.7826061248779297,0.7173449397087097,0.8237303495407104,-0.04112422466278076,0.06526118516921997,3,0,0.3333333333333333,9,12578,0.8237303495407104,2,0.7826061248779297,0,1,0.6967727541923523,0.8707956075668335
79,5578,32061,5,5,0.7523118257522583,0.7049286961555481,0.8663908839225769,-0.1140790581703186,0.047383129596710205,5,0,0.2,6,147840,0.8663908839225769,5,0.7523118257522583,0,1,0.6208189129829407,0.7520189881324768
80,6332,137500,5,5,0.8905315399169922,0.7165791988372803,0.8338834047317505,0.0566481351852417,0.17395234107971191,1,1,1.0,2,137500,0.8905315399169922,2,0.8905315399169922,1,1,0.6238899827003479,0.7661107182502747
81,17880,14657,5,5,0.931220293045044,0.7213483452796936,0.8575606346130371,0.07365965843200684,0.20987194776535034,1,1,1.0,1,14657,0.931220293045044,1,0.931220293045044,1,1,0.6745116710662842,0.8487958312034607
82,12440,86082,5,5,0.9234682321548462,0.6796495318412781,0.8109620213508606,0.1125062108039856,0.24381870031356812,1,1,1.0,7,86082,0.9234682321548462,7,0.9234682321548462,1,1,0.5946801900863647,0.7689379453659058
83,10284,46404,5,5,0.6529238224029541,0.6832163333892822,0.771409273147583,-0.1184854507446289,-0.030292510986328125,8,0,0.125,1,8125,0.771409273147583,7,0.6529238224029541,0,1,0.4194880425930023,0.6062666773796082
84,17611,116032,5,5,0.748017430305481,0.6319477558135986,0.9056165218353271,-0.1575990915298462,0.11606967449188232,4,0,0.25,8,105806,0.9056165218353271,0,0.748017430305481,0,1,0.5786503553390503,0.7797073125839233
85,12373,174561,5,5,0.8211878538131714,0.6950796842575073,0.8348480463027954,-0.013660192489624023,0.12610816955566406,4,0,0.25,1,29536,0.8348480463027954,8,0.8211878538131714,0,1,0.5561695694923401,0.6651080846786499
86,11410,70112,5,5,0.883449137210846,0.755787193775177,0.8498449325561523,0.033604204654693604,0.12766194343566895,1,1,1.0,2,70112,0.883449137210846,2,0.883449137210846,1,1,0.639413058757782,0.7562640309333801
87,10914,171548,5,5,0.8705453872680664,0.7365415096282959,0.854642927646637,0.015902459621429443,0.1340038776397705,1,1,1.0,9,171548,0.8705453872680664,9,0.8705453872680664,1,1,0.6725536584854126,0.8405100107192993
88,5036,125263,5,5,0.8839991092681885,0.6647868752479553,0.8385385274887085,0.04546058177947998,0.21921223402023315,1,1,1.0,4,125263,0.8839991092681885,4,0.8839991092681885,1,1,0.6840617656707764,0.7889981269836426
89,613,39447,5,5,0.7553977966308594,0.7081054449081421,0.9145184755325317,-0.15912067890167236,0.047292351722717285,4,0,0.25,8,188389,0.9145184755325317,4,0.6835048198699951,0,0,0.6713330149650574,0.8074989914894104
90,7745,201399,5,5,0.7273008823394775,0.6855102777481079,0.7756014466285706,-0.04830056428909302,0.04179060459136963,3,0,0.3333333333333333,9,98011,0.7756014466285706,8,0.7273008823394775,0,1,0.629504919052124,0.8423049449920654
91,7437,209077,5,5,0.879664421081543,0.7492083311080933,0.8246572613716125,0.05500715970993042,0.1304560899734497,1,1,1.0,0,209077,0.879664421081543,0,0.879664421081543,1,1,0.6942188739776611,0.85099858045578
92,10461,188773,5,5,0.7980763912200928,0.6492197513580322,0.7895029783248901,0.008573412895202637,0.14885663986206055,1,1,1.0,3,188773,0.7980763912200928,3,0.7980763912200928,1,1,0.6061897277832031,0.7532956600189209
93,48,170616,5,5,0.6663910150527954,0.7189303040504456,0.8756370544433594,-0.20924603939056396,-0.052539288997650146,8,0,0.125,3,49365,0.8756370544433594,9,0.6663910150527954,0,1,0.6109799146652222,0.8261145949363708
94,13771,135588,5,5,0.7206631302833557,0.74215167760849,0.8397455215454102,-0.11908239126205444,-0.021488547325134277,8,0,0.125,2,13201,0.8397455215454102,6,0.7206631302833557,0,1,0.5814192891120911,0.7598155736923218
95,13359,240494,5,5,0.6732346415519714,0.6143885850906372,0.8095806837081909,-0.13634604215621948,0.05884605646133423,4,0,0.25,4,189658,0.8095806837081909,9,0.6732346415519714,0,1,0.5919725894927979,0.7112845182418823
96,8576,42372,5,5,0.821500301361084,0.7017272710800171,0.9064356088638306,-0.08493530750274658,0.1197730302810669,4,0,0.25,0,29420,0.9064356088638306,0,0.9064356088638306,1,0,0.682369589805603,0.8496072292327881
97,2553,45381,5,5,0.7791574597358704,0.7627014517784119,0.885553240776062,-0.10639578104019165,0.016456007957458496,5,0,0.2,7,178124,0.885553240776062,7,0.885553240776062,1,0,0.5401211977005005,0.6909065246582031
98,18939,188562,5,5,0.7473409175872803,0.6587093472480774,0.8050104975700378,-0.05766957998275757,0.08863157033920288,4,0,0.25,4,200613,0.8050104975700378,3,0.7473409175872803,0,1,0.5505411028862,0.8261885643005371
99,751,158434,5,5,0.837864875793457,0.4585837125778198,0.7093836069107056,0.12848126888275146,0.3792811632156372,1,1,1.0,4,158434,0.837864875793457,4,0.837864875793457,1,1,0.2923215627670288,0.5663015246391296
100,18928,110352,5,5,0.6442466974258423,0.710250735282898,0.8069367408752441,-0.16269004344940186,-0.06600403785705566,9,0,0.1111111111111111,1,230614,0.8069367408752441,3,0.7307340502738953,0,0,0.6470295786857605,0.7521970272064209
101,3079,156361,5,5,0.8079482316970825,0.7233858704566956,0.8095089197158813,-0.0015606880187988281,0.08456236124038696,2,0,0.5,7,216722,0.8095089197158813,4,0.8079482316970825,0,1,0.6650753021240234,0.814732015132904
102,13822,22041,5,5,0.8650143146514893,0.6303422451019287,0.7284657955169678,0.13654851913452148,0.23467206954956055,1,1,1.0,3,22041,0.8650143146514893,3,0.8650143146514893,1,1,0.6054508686065674,0.72879958152771
103,1220,110010,5,5,0.844794750213623,0.7407095432281494,0.8769660592079163,-0.03217130899429321,0.10408520698547363,2,0,0.5,6,158491,0.8769660592079163,2,0.844794750213623,0,1,0.6908224821090698,0.7885947823524475
104,12041,164477,5,5,0.8161523938179016,0.5981433391571045,0.70539391040802,0.11075848340988159,0.21800905466079712,1,1,1.0,3,164477,0.8161523938179016,3,0.8161523938179016,1,1,0.6495909094810486,0.7784614562988281
105,15632,186948,5,5,0.8786848783493042,0.6462705731391907,0.8117101192474365,0.06697475910186768,0.23241430521011353,1,1,1.0,5,186948,0.8786848783493042,5,0.8786848783493042,1,1,0.6182767152786255,0.7805885076522827
106,48,78236,5,5,0.8023828268051147,0.8015741109848022,0.9302476644515991,-0.12786483764648438,0.0008087158203125,6,0,0.16666666666666666,8,70698,0.9302476644515991,9,0.8023828268051147,0,1,0.5859317779541016,0.8175588846206665
107,16512,69434,5,5,0.8199736475944519,0.7140218615531921,0.8358153104782104,-0.015841662883758545,0.10595178604125977,2,0,0.5,5,228520,0.8358153104782104,6,0.8199736475944519,0,1,0.6547496914863586,0.7774438858032227
108,7211,31244,5,5,0.7889072895050049,0.6183575987815857,0.8035081624984741,-0.014600872993469238,0.1705496907234192,2,0,0.5,4,190353,0.8035081624984741,2,0.7889072895050049,0,1,0.5612561702728271,0.7618979215621948
109,1013,7530,5,5,0.801648736000061,0.7075955867767334,0.8080229759216309,-0.006374239921569824,0.09405314922332764,2,0,0.5,8,227804,0.8080229759216309,2,0.7541519999504089,0,0,0.6445276737213135,0.8850637674331665
110,16590,51636,5,5,0.8907339572906494,0.7059014439582825,0.8619502782821655,0.028783679008483887,0.18483251333236694,1,1,1.0,3,51636,0.8907339572906494,3,0.8907339572906494,1,1,0.709836483001709,0.8563659191131592
111,11438,27129,5,5,0.8239940404891968,0.6934362649917603,0.8326401114463806,-0.008646070957183838,0.13055777549743652,2,0,0.5,5,50205,0.8326401114463806,7,0.8239940404891968,0,1,0.5569663047790527,0.7392189502716064
112,6302,45346,5,5,0.8611841797828674,0.7154646515846252,0.8267675638198853,0.03441661596298218,0.1457195281982422,1,1,1.0,1,45346,0.8611841797828674,1,0.8611841797828674,1,1,0.6196808218955994,0.7460678815841675
113,2773,33448,5,5,0.7484936714172363,0.7310850620269775,0.8308951258659363,-0.08240145444869995,0.01740860939025879,6,0,0.16666666666666666,2,192251,0.8308951258659363,5,0.7671234011650085,0,0,0.6495994925498962,0.8498257398605347
114,12433,22272,5,5,0.8285038471221924,0.740250825881958,0.8632465600967407,-0.03474271297454834,0.08825302124023438,4,0,0.25,9,107179,0.8632465600967407,4,0.8285038471221924,0,1,0.5829790234565735,0.7801538705825806
115,18820,26521,5,5,0.8351703882217407,0.6733493208885193,0.7932230234146118,0.041947364807128906,0.16182106733322144,1,1,1.0,7,26521,0.8351703882217407,0,0.7528049349784851,0,0,0.6109210252761841,0.8123897314071655
116,917,1136,5,5,0.867335319519043,0.6893797516822815,0.8354126214981079,0.03192269802093506,0.17795556783676147,1,1,1.0,2,1136,0.867335319519043,2,0.867335319519043,1,1,0.6536716222763062,0.7819803953170776
117,8787,76979,5,5,0.7180154323577881,0.7533174753189087,0.8937942981719971,-0.17577886581420898,-0.035302042961120605,7,0,0.14285714285714285,2,211695,0.8937942981719971,6,0.7678202986717224,0,0,0.556725263595581,0.8067229986190796
118,17112,114724,5,5,0.910102367401123,0.5885220766067505,0.8678752183914185,0.04222714900970459,0.32158029079437256,1,1,1.0,9,114724,0.910102367401123,9,0.910102367401123,1,1,0.528203010559082,0.764971911907196
119,7404,246576,5,5,0.8930304646492004,0.5602607727050781,0.7521706819534302,0.14085978269577026,0.3327696919441223,1,1,1.0,3,246576,0.8930304646492004,3,0.8930304646492004,1,1,0.5013300776481628,0.7311886548995972
