dataset,category_id,item_count_all,item_count_train,representative_item_ids,representative_item_titles
pog_dense,23ee17885f87575534b44d099507a747,62,46,"[27801, 12735, 4011, 14750, 20463, 4652, 2918, 30876, 18900, 26167]","[""高帮鞋女2018新款韩版百搭真皮厚底运动鞋冬季加绒内增高小白鞋子"", ""高帮鞋女秋冬季2018新款百搭韩版厚底小白鞋嘻哈街舞运动女鞋子潮"", ""高帮鞋女加绒2018冬季新款百搭韩版系带小熊底休闲鞋真皮小白鞋潮"", ""小白鞋女真皮加绒2018冬季新款百搭韩版ulzzang运动鞋学生板鞋潮"", ""高帮小白鞋女真皮2018秋冬新款韩版原宿ulzzang休闲鞋系带板鞋"", ""加绒高帮鞋女2018新款冬季欧洲站女鞋潮休闲鞋真皮板鞋网红毛毛鞋"", ""欧洲站小白鞋女真皮2018冬新款百搭厚底韩版系带运动鞋松糕女单鞋"", ""欧美厚底高帮运动鞋女2018春季新品真皮休闲单鞋板鞋系带松糕鞋"", ""高帮鞋女2019新款春季百搭韩版休闲平底学生粉色高邦板鞋小白鞋子"", ""欧洲站增高厚底女鞋高帮鞋2019春季新款松糕鞋高邦真皮休闲单鞋潮""]"
pog_dense,2450d5bfc87a1f5b96e2837f5c87a70c,4615,3567,"[223, 15460, 5302, 22017, 29788, 23184, 13209, 30767, 28969, 16706]","[""长袖雪纺连衣裙chic早秋装女2018新款韩版蛋糕裙百褶衬衫裙子夏季"", ""条纹连衣裙女 香影2018夏装新款时尚领结短袖中长收腰百褶雪纺裙"", ""名媛复古女装夏装2018新款印花漏肩a字裙高腰V领裙子中长款连衣裙"", ""夏季气质名媛雪纺长裙短袖显瘦中长款连衣裙女2019夏装新款女装"", ""夏装2019新款女装印花衬衫气质名媛收腰长裙显瘦中长款连衣裙"", ""雪纺连衣裙女2019新款夏装气质修身显瘦高腰裙超仙短袖中长裙子"", ""春装2019款女刺绣蕾丝连衣裙女网纱裙初恋裙超仙海边度假长裙子夏"", ""三彩2018夏装新品中款圆领无袖镂空连衣裙显瘦高腰蕾丝裙白裙女"", ""2018早春夏季新款女装衬衫裙子气质收腰粉色a字短袖连衣裙"", ""夏装2018新款女装气质名媛优雅印花修身显瘦中长款大摆短袖连衣裙""]"
pog_dense,24ba242c5b46bb809b6ce85d8c6253e3,7,4,"[23302, 27275, 18569, 5301]","[""izp 复古温柔风防滑裹胸女夏外穿小心机性感打底纯色紧身抹胸"", ""性感美背黑色抹胸背心免穿文胸女打底内搭带胸垫小吊带裹胸上衣夏"", ""2018夏季立体鱼骨抹胸裹胸小背心修身显瘦防滑露肩露背上衣港味"", ""IAMC定制 暗黑风多裁片拼接抹胸外穿一片式无肩带文胸裹胸女夏潮""]"
pog_dense,2637918fb4c6fbe3432dab045d841406,28,19,"[29912, 21795, 15186, 19215, 9588, 20142, 27475, 3452, 27960, 8877]","[""女士时尚皮带女真皮简约百搭韩国韩版学生牛仔装饰纯牛皮腰带裤带"", ""牛皮细腰带女士皮带真皮女休闲简约百搭韩国针扣学生装饰裤带韩版"", ""皮带女ins风纯头层牛皮黑色女士腰带真皮简约百搭韩国时尚牛仔裤"", ""细皮带女真皮纯牛皮简约百搭韩国复古女士腰带女配裙子装饰连衣裙"", ""小皮带女士ins风新款真皮纯牛皮腰带细黑色简约百搭韩国牛仔裤带"", ""复古皮带女真皮纯牛皮简约百搭韩国宽腰带女装饰韩版学生牛仔裤带"", ""纯牛皮编织细腰带女士真皮简约百搭装饰配裙子皮带女士韩国细裤带"", ""皮带女士真皮简约百搭韩国黑白色时尚潮 酷ins风装饰宽牛仔裤腰带"", ""皮带女休闲简约百搭2019新款韩国真皮针扣复古时尚牛仔裤方扣腰带"", ""帆布腰带女双环扣bf风装饰布皮带女简约百搭韩国裤带女士韩版学生""]"
pog_dense,2b28f4772c30b8544c742f6a349a06b3,573,456,"[1352, 25156, 28307, 7978, 29911, 18292, 13360, 13927, 7714, 28278]","[""拖鞋女夏时尚外穿半拖2018新款百搭平底室外出个性海边沙滩鞋凉拖"", ""穆勒鞋包头半拖鞋女2019新款平底懒人鞋尖头拖鞋女夏时尚外穿凉拖"", ""凉拖鞋女夏时尚外穿真皮h拖2019新款平底网红同款百搭白色一字拖"", ""半拖鞋女夏时尚外穿欧美真皮包头凉鞋女粗跟穆勒鞋懒人网红款凉拖"", ""包头半拖鞋女2019夏新款时尚百搭网红拖鞋女平底懒人凉拖鞋女外穿"", ""凉拖女夏外穿时尚百搭包头半拖鞋女2019夏季新款平底懒人穆勒拖"", ""包头半拖鞋女2019夏季新款时尚百搭外穿凉拖鞋懒人穆勒鞋网红拖鞋"", ""拖鞋女韩版2019夏季新款时尚外穿网红仙女chic平底一字拖女鞋凉拖"", ""拖鞋女夏时尚外穿2018新款真皮平底印花H拖鞋平跟女士凉拖沙滩鞋"", ""夏季女士chic网红凉拖鞋女夏2018新款时尚百搭外穿一字拖平底室外""]"
pog_dense,2deec110140f47a0a9b9fddf744f956e,20,17,"[21041, 4309, 10375, 8085, 3900, 9277, 29703, 29450, 24976, 422]","[""马丁靴男士秋冬季加绒中帮短靴高帮潮工装英伦风雪地棉鞋靴子男鞋"", ""马丁靴男英伦风真皮高帮沙漠工装男鞋潮男靴子2018冬季短靴男军靴"", ""秋季马丁靴男大黄靴真皮雪地短靴子中帮棉鞋英伦军靴大头高帮工装"", ""冬季马丁靴男真皮大黄靴英伦男靴子工装鞋短靴军靴男皮靴高帮男鞋"", ""马丁靴男士低帮短靴韩版学生休闲工装潮英伦风靴子男百搭复古男鞋"", ""男士高帮鞋英伦风男靴子韩版潮流百搭马丁靴中帮男鞋短靴冬季加绒"", ""MRA高帮马丁靴男靴英伦风百搭中帮短靴工装靴加绒男鞋英伦潮靴子"", ""梅西秋季马丁靴男靴英伦风潮靴子男士短靴高帮工装靴沙漠靴男鞋靴"", ""春季情侣工装靴真皮马丁靴男鞋加绒棉鞋雪地靴军靴高帮鞋潮男靴子"", ""男鞋春季2019新款马丁靴男真皮高帮休闲皮鞋工装鞋子男中帮短靴潮""]"
pog_dense,2f31c28c89277ed7b750018066a28b35,3,2,"[23651, 13471]","[""玛玛绨2018春装新款欧美个性贴布时尚羽绒裤女保暖显瘦小脚牛仔裤"", ""巴掌家欧洲站打底裤冬季黑色裤子羽绒裤外穿显瘦女裤加厚2018新款""]"
pog_dense,3afab60a60abe737c6b12772e0fcec0a,1112,875,"[5698, 14842, 4539, 3815, 24954, 28926, 24969, 208, 6058, 26800]","[""凉鞋女高跟细跟2019夏新款少女拼色性感露趾中跟小清新一字扣女鞋"", ""中粗跟凉鞋女夏季晚晚同款露趾一字扣带2018新款韩版百搭仙女鞋子"", ""2019夏季新款百搭露趾一字扣带黑色高跟鞋女网红细跟凉鞋女防水台"", ""凉鞋女2019夏季新款真皮chic女鞋一字扣带高跟鞋韩版百搭细跟鞋子"", ""夏季露趾一字扣带高跟凉鞋女2019新款细跟性感百搭网红明星同款潮"", ""凉鞋女鞋2019新款夏一字扣带中跟细跟高跟鞋夜场猫跟鞋小清新鱼嘴"", ""凉鞋2018新款女夏季中跟网红女士粗跟高跟夏天一字带女鞋韩版百搭"", ""包头凉鞋女夏粗跟2019新款小清新高跟鞋百搭一字带chic仙女晚晚鞋"", ""夏季新款真皮防水台细跟凉鞋 女 春超高跟露趾一字扣带高跟鞋女鞋"", ""一字带凉鞋女2019新款夏季韩版百搭简约时尚绸缎中跟露趾粗跟女鞋""]"
pog_dense,3e600277f4bf92983bf6fcb0ac09e0d7,1483,1127,"[3433, 25318, 7131, 29023, 5538, 30715, 18453, 17247, 687, 19944]","[""女裤子2018新款 韩版百搭松紧腰休闲裤直筒裤宽松高腰阔腿裤女秋"", ""裤子女秋2018新款 韩版宽松百搭松紧高腰坠感直筒裤休闲阔腿裤"", ""高腰阔腿裤女新款韩版港味复古显瘦chic直筒西装长裤黑色休闲百搭"", ""裤子女秋2018新款 韩版宽松百搭chic风松紧高腰黑色休闲短裤女裤"", ""裤子女2019新款春秋休闲西裤直筒宽松黑色侧开叉阔腿裤女高腰垂感"", ""毛呢裤女2019新款女装春装chic裤子女直筒休闲九分裤宽松百搭长裤"", ""2018秋冬小脚裤新款坠感阔腿裤黑色宽松直筒铅笔裤休闲女高腰裤子"", ""阔腿裤女夏2018新款宽松黑色西装休闲裤显瘦a字高腰短裤港味裤子"", ""2019新款复古格子高腰显瘦毛呢阔腿裤女春秋韩版宽松坠感直筒长裤"", ""2018秋季新款女裤子 韩版休闲百搭高腰侧条纹修身铅笔裤女九分裤""]"
pog_dense,44187dfef4ed2dd3669957cc9592514e,85,72,"[19340, 14010, 15818, 23622, 25919, 30052, 11236, 23125, 5931, 29452]","[""Danielwellington 丹尼尔惠灵顿DW手表女28mm简约时尚女表"", ""Danielwellington丹尼尔惠灵顿dw手表女32mm金属表带石英表"", ""Danielwellington 丹尼尔惠灵顿DW女表32mm皮带石英女表"", ""Danielwellington 丹尼尔惠灵顿dw手表女36mm进口皮带石英表"", ""Danielwellington丹尼尔惠灵顿 dw手表女 34mm镶钻织纹石英女表"", ""Danielwellington 丹尼尔惠灵顿dw手表34mm皮带石英女表"", ""Danielwellington 丹尼尔惠灵顿dw手表女 32mm纯白皮表女表"", ""Danielwellington 丹尼尔惠灵顿dw手表36mm女表进口石英女表"", ""Daniel Wellington丹尼尔惠灵顿32mm简约钢带石英腕表DW手表女"", ""Danielwellington 丹尼尔惠灵顿dw手表28mm纯白皮革表带女表""]"
pog_dense,46eacb79120159c0d446c08e1f671b0f,1109,837,"[26512, 13073, 25412, 8256, 25237, 21653, 10433, 18823, 9451, 25951]","[""2018夏装新款女装半袖上衣 韩版休闲基础百搭打底白色短袖T恤女夏"", ""2018夏装新款韩版字母印花短袖T恤女宽松显瘦打底衫圆领上衣百搭"", ""2018夏季新款韩版白色印花短袖t恤女宽松百搭体恤chic学生上衣潮"", ""白色短袖t恤女宽松2018新款女装夏装圆领打底衫女纯棉t恤百搭上衣"", ""衣品乐原创大码休闲韩版宽松圆领短袖棉T恤打底上衣女装2019夏装"", ""2018新款短袖女chic印花t恤韩版时髦百搭休闲简约学生夏季打底衫"", ""白色短袖t恤女2019春装新款夏季全棉打底衫宽松显瘦短款女装上衣"", ""淡粉色时尚短袖t恤女纯棉2019春夏新款韩版宽松百搭ins上衣夏装潮"", ""早秋个性露肩短袖T恤女装2018新款潮夏季韩版白色体恤衫漏肩上衣"", ""纯棉t恤女短袖2018新款宽松ulzzang chic港味大版圆领印花上衣""]"
pog_dense,58f1ddb77bfc5576db30fa20e53111fa,56,49,"[30359, 30883, 26991, 14668, 15155, 1012, 30875, 27122, 2780, 29225]","[""Converse匡威1970s三星标白色高帮低帮男女帆布鞋162056C 162065C"", ""Converse匡威1970s三星标白色高低帮帆布鞋男女鞋162065C/162056C"", ""Converse匡威1970s 三星标米白色高帮 低帮帆布鞋162062c 162053c"", ""Converse/匡威1970s 三星标帆布鞋黑白高帮低帮 162050C 162058C"", ""Converse匡威1970s三星标黑高帮低帮男女鞋帆布鞋162050C/162058C"", ""converse 匡威1970s三星标白色高低帮帆布鞋162065c 162056c"", ""Converse匡威1970s 三星标黄色高帮低帮男鞋女鞋帆布鞋162054C"", ""匡威/Converse 70s 复古帆布鞋三星标高帮 黑色142334C 162050C"", ""Converse 匡威1970S三星标帆布鞋黑色高帮黑低帮142334C 162050c"", ""Converse匡威1970s经典帆布鞋三星标黑高黄高海军蓝橄榄绿162050c""]"
pog_dense,594c45bd75088c708c8acb043ca9b377,24,18,"[9902, 21634, 14271, 1578, 8522, 11104, 23128, 177, 20791, 7379]","[""无痛耳夹无耳洞女韩国简约冰花短款耳坠气质百搭螺旋珍珠耳环925"", ""金玉 无耳洞耳钉女气质韩国简约耳夹式长款耳坠超仙耳环清新耳饰"", ""气质韩国无耳洞耳饰品女耳夹式假耳环耳钉夹简约水钻菠萝个性港风"", ""韩版百搭气质长款珍珠流苏无耳洞耳环耳夹女无洞耳环夹式无痛耳夹"", ""简约气质蝴蝶结短款耳坠女耳钉韩国个性百搭假耳环清新耳夹无耳洞"", ""水晶心 仿珍珠长款耳夹耳环气质爱心耳坠韩国吊坠女无耳洞耳饰"", ""时尚百搭三角形水晶耳钉女防过敏耳饰气质韩国耳夹水钻无耳洞耳环"", ""ZENGLIU小众耳夹无耳洞女法式耳钉简约气质冷淡风耳环耳骨夹耳饰"", ""925纯银耳钉日韩气质女款 几何方块假耳环无耳洞耳夹夸张耳坠饰品"", ""OSEWAYA珍珠耳夹无耳洞女韩国简约清新冷淡风耳环气质耳饰耳骨夹""]"
pog_dense,5b971cf50885d3dc973bfc30a389361f,15,10,"[6442, 25203, 925, 13256, 27007, 24448, 27482, 14186, 19575, 3007]","[""im向自制 春装2018新款韩版直筒裤黑色百搭显瘦九分烟管西装裤女"", ""四喜家 2019秋冬高腰西装阔腿裤女学生休闲九分韩版直筒裤百搭"", ""小宜定制 裤子女夏季2018新款抽绳系带垂感九分裤宽松高腰休闲裤"", ""小宜定制YESWOMEN 腰带错位设计显瘦高腰九分西裤"", ""MC冬装新款简约好版型羊毛双面呢子西裤高腰九分西装长裤女西装裤"", ""HAVE RICE饭馆 春款很显瘦的直筒西装拖地裤子女"", ""HAVE RICE饭馆 显瘦裤型烟管裤修身锥形西装九分裤"", ""ALOHA STUDIO露合制衣 高品质显瘦休闲裤白色洋气直筒九分裤西裤"", ""GYOKUU 秋冬新款黑色水洗磨毛柔软修身款显瘦直筒长裤"", ""新职场主义进口三醋酸 高级黑 通勤西裤 W21748""]"
pog_dense,604b7f56f881d721455b0bd5815a7c88,8,4,"[27025, 5575, 24125, 6831]","[""上尚Air Jordan 1 OG AJ1 藤原浩小闪电黑白蓝 575441-555088-403"", ""Nike Air Jordan 13 AJ13 乔13黑白熊猫复刻男女篮球鞋414571-104"", ""库客运动 Nike Air Jordan 1 OG GS 原色 白黑红 女款 332558-163"", ""无 AIR JORDAN 5 BLACK GRAPE AJ5 乔5 黑葡萄 136027-007""]"
pog_dense,64fe11119537f0ea81cfb5e4d54b3c71,215,174,"[29090, 21379, 9286, 10134, 15669, 13527, 25842, 13143, 8201, 16534]","[""纯银手链女水晶学生简约网红森系闺蜜情侣手镯情人节礼物送女友"", ""天然草莓晶粉水晶手链女纯银招桃花运韩版简约学生森系闺蜜冷淡风"", ""天然草莓晶水晶招桃花纯银手链女韩版简约个性学生森系桃花运闺蜜"", ""手链女纯银韩版简约学生森系闺蜜镶施华洛世奇锆情人节礼物送女友"", ""新款纯银手链女渐冻人新款简约设计个性首饰品彼岸花简约手环礼物"", ""【饰悟】925纯银草莓晶手链女韩版简约个性闺蜜饰品女招桃花手链"", ""天然月光石草莓晶水晶手链女招桃花转运韩版简约个性森系闺蜜礼物"", ""银时代S925纯银韩版简约时尚学生手链女双层森系闺蜜饰个性送女友"", ""天然红石榴石手链女多圈彩银本命年水晶情侣闺蜜手串项链生日礼物"", ""四叶草银手链女手镯韩版简约个性女生礼物镶施华洛世奇锆非 纯银""]"
pog_dense,664162d351ab59ea042546db288bbf7c,3640,2941,"[1396, 23484, 24867, 13084, 11843, 25236, 28790, 20223, 24317, 17977]","[""真皮包包女2019新款潮韩版手提包百搭时尚单肩包小包女斜挎小方包"", ""上新小包包女2019新款潮韩版百搭斜挎单肩时尚手提质感复古小方包"", ""上新小包包女2019新款潮韩版百搭斜挎chic复古港风铆钉手提单肩包"", ""真皮小包包女2018新款潮韩版百搭链条包时尚单肩小方包女包斜挎包"", ""上新小包包女2019新款潮韩版真皮女包迷你百搭森系斜挎包女单肩包"", ""小包包女2019新款潮韩版牛皮单肩包百搭斜挎小包女手提包真皮女包"", ""包包2019新款夏天小方包迷你女韩版斜挎包小香风单肩百搭链条包潮"", ""真皮女包迷你小包包女2019新款潮时尚斜挎小包女单肩包女士斜挎包"", ""小包包女2019新款真皮女包韩版百搭斜挎包菱格链条包夏天迷你包潮"", ""真皮小挎包包女2019新款韩版百搭时尚小方包锁扣链条包单肩斜挎包""]"
pog_dense,6b0fd0d9ed161e73775d02021a82eebc,15,13,"[10262, 22607, 3221, 21889, 9579, 2271, 21861, 13607, 19874, 30862]","[""GENANX闪电潮牌毛呢大衣男韩版中长款黑黄撞色拼接羊毛外套男秋冬"", ""GENANX闪电潮牌呢子大衣男韩版中长款宽松潮流绣花情侣羊绒外套"", ""GENANX闪电潮牌男士羊毛大衣印花冬季韩版毛呢外套男中长款风衣"", ""GENANX闪电潮牌男士大衣韩版菱形条格纹中长款毛呢外套男潮流秋冬"", ""GENANX闪电潮牌情侣大衣中长款呢子冬蓝色白绣花羊绒大衣男中长款"", ""GENANX闪电潮牌羊绒大衣男冬季中长款新款撞色印花咖啡色情侣外套"", ""GENANX男士毛呢子大衣潮流宽松落肩中长款加厚呢子外套男青年风衣"", ""GENANX闪电潮牌情侣款风衣女bf贴布袖章中长款宽松羊毛大衣男外套"", ""GENANX毛呢大衣中长款黑白撞色提花单排扣立领外套男冬季潮流个性"", ""GENANX设计师原创潮牌呢子外套男不规则长短下摆韩版宽松情侣大衣""]"
pog_dense,6d399e81b6d56cdf82bed9c5b35a1885,10,9,"[17523, 20263, 10812, 2966, 12322, 7015, 768, 22744, 6701]","[""子墨家s925纯银复古镂空手工拉丝吊坠项链短链锁骨链简约清新文艺"", ""PANDORA潘多拉玫瑰金色经典优雅项链386240CZ简约锁骨链饰品女"", ""仿真钻石吊坠锁骨项链 纯银女超闪锆石仿钻定制莫桑石18k白金铂金"", ""顺庆银楼s925纯银灯泡吊坠简约镶嵌仿锆石银项链锁骨链银饰品首饰"", ""亲爱的废柴毛衣链复古925纯银男女通款梨球拳击吊坠项链励志礼物"", ""Crocus 【向往的生活】立体鸟笼造型锁骨链女士项链 61496"", ""巧魂原创无毛猫斯芬克斯脖子饰品925纯银吊坠锁骨情侣项链圣诞礼"", ""Fellala翡拉拉时尚旋转木马项链 日韩气质锁骨链原创吊坠女饰品潮"", ""鑫蕊开光冰彩虹眼黑曜石狐狸吊坠狐仙招桃花防小人小三女灵狐项链""]"
