bundle_id,true_indice,true_option_idx,true_option_char,input_indices,candidate_indices,input_str,target_str,prediction,raw_response,hit,overall_hit_rate,overall_valid_ratio
3077,170752,3,D,"[19780, 206020, 70745, 55605, 181056, 79597, 203140, 87787, 40591, 71722]","[38625, 19084, 182874, 170752, 88734, 108429, 127087, 143088, 155295, 103530]",1. Happy Together - The Turtles - Happy Together; 2. Never Be Like You - Flume - Skin; 3. Pirouette - Made in Heights - Without My Enemy What Would I Do; 4. Don't You (Forget About Me) - Simple Minds - Once Upon A Time; 5. Everybody Wants To Rule The World - Tears For Fears - Songs From The Big Chair; 6. Everyday - Single Version - Buddy Holly - Buddy Holly; 7. Somebody To Love - Remastered 2011 - Queen - A Day At The Races; 8. Breaker - Chaos Chaos - Committed to the Crime; 9. Woman In The Wall - The Beautiful South - Welcome To The Beautiful South; 10. Temporary Love - The Brinks - Temporary Love,"A. The Midnight Hour - Ray Charles - The Genius Sings The Blues; B. 사실은 The Truth Is - Jay Park - Everything You Wanted; C. Long Way Down - D.A. Wallach - Time Machine; D. L.I.F.E.G.O.E.S.O.N. - Noah And The Whale - Last Night On Earth; E. Perdóname - Prince Royce - Soy El Mismo; F. You Are My Vision - Rend Collective - Homemade Worship by Handmade People; G. Love the Money - Dexta Daps - Love the Money - Single; H. Forever Reign - North Point InsideOut Featuring Seth Condrey - No One Higher; I. Love Me More - Maggie Rose - The Variety Show, Vol. 1; J. Be My Lover - Fletan Power - Kings of Disco",D,D,1,0.844,0.98
833,137047,8,I,"[14183, 62649, 134606, 159062, 180803, 42449, 193552, 204927, 53877]","[19001, 23939, 103206, 187284, 823, 212995, 19239, 157753, 137047, 83886]","1. In Summer - Josh Gad - Frozen; 2. I'll Make a Man Out of You - From ""Mulan""/Soundtrack - Donny Osmond - Mulan; 3. I Won't Say (I'm in Love) - Lillias White - Hercules Original Soundtrack; 4. Out There - Tony Jay - The Hunchback Of Notre Dame; 5. Part of Your World - From ""The Little Mermaid""/ Soundtrack Version - Jodi Benson - Little Mermaid; 6. God Help The Outcasts - Heidi Mollenhauer - The Hunchback Of Notre Dame; 7. When You Believe - Whitney Houston - My Love Is Your Love; 8. Just Around The Riverbend - Judy Kuhn - Pocahontas; 9. Reindeer(s) Are Better Than People - Jonathan Groff - Frozen","A. Cathedrals - Tenth Avenue North - Cathedrals (Deluxe Edition); B. Sub Specie Aeternitatis - Hideous Divinity - Adveniens; C. Laundromat - Bombadil - All That the Rain Promises; D. November Rain - Guns N' Roses - Use Your Illusion I; E. 27 - Allan Rayman - Hotel Allan; F. Sí - Martin Jensen - Sí; G. Billie Jean (feat. Luciano) - Easy Star All-Stars - Easy Star's Thrillah; H. Mora Piya - Aadesh Shrivastava - A Decade of Love; I. I See the Light - From ""Tangled""/Soundtrack Version - Mandy Moore - Tangled; J. bluebird - Christina Perri - lovestrong.",I,I,1,0.844,0.98
5052,140136,3,D,"[44549, 77433, 155521, 181252, 174743, 135183, 83513, 156637, 8740, 46604]","[162345, 161357, 82487, 140136, 106319, 105909, 187374, 18238, 149958, 4419]",1. If You Could Only See - Tonic - Lemon Parade; 2. The Adventures Of Rain Dance Maggie - Red Hot Chili Peppers - I'm With You; 3. Bitter Sweet Symphony - The Verve - Urban Hymns; 4. Disarm - The Smashing Pumpkins - Siamese Dream; 5. Today - The Smashing Pumpkins - Siamese Dream; 6. Don't Look Back in Anger - Remastered - Oasis - (What's The Story) Morning Glory? [Remastered]; 7. Wonderwall - Remastered - Oasis - (What's The Story) Morning Glory? [Remastered]; 8. Breakfast At Tiffany's - Deep Blue Something - Home; 9. Say It Ain't So - Weezer - Weezer; 10. The Zephyr Song - Red Hot Chili Peppers - By The Way,A. Bands - Speaker Knockerz - Married to the Money; B. Golden Retriever - Super Furry Animals - Phantom Power; C. Jump - Crazy Frog - Everybody Dance Now; D. Dani California - Red Hot Chili Peppers - Stadium Arcadium; E. Let There Be Dub - Aldubb - Let There Be Dub; F. How Beautiful (Live) - Mosaic MSC - Glory & Wonder; G. Hollow Ponds - Damon Albarn - Everyday Robots; H. Im Glad Your Doing Well - Cottonwood Firing Squad - Wyoming (And Other Songs to Kill Yourself To); I. Into The Night - Beacon - For Now; J. Something I Said - Thundamentals - So We Can Remember,D,D,1,0.844,0.98
11997,194515,6,G,"[143504, 90618, 38279, 169365, 46465, 108873, 181778, 33673, 142769, 205005]","[8445, 201638, 211602, 54760, 125606, 173764, 194515, 200552, 67687, 116609]",1. Throw - D.VELOPED - Throw Some D's On That Blink; 2. My Body - Two Door Cinema Club Remix - Young the Giant - Remixes; 3. Collide - Radio Edit - Leona Lewis - Collide; 4. The Way - Ariana Grande - Yours Truly; 5. Call Me Maybe - Manhattan Clique Remix - Carly Rae Jepsen - Call Me Maybe; 6. Spectrum - Acoustic Version - Zedd - Clarity; 7. Clarity - Zedd - Clarity; 8. No Pause - Girl Talk - Feed the Animals; 9. The Night Out - A-Trak Remix - Martin Solveig - The Night Out EP; 10. The Epic Rhythm - D.VELOPED - The Epic Rhythm,"A. Juices - Virtual Riot - Chemistry EP; B. Poquito A Poquito - Henry Santos - Introducing Henry Santos; C. Big Ugly - Snarky Puppy - Culcha Vulcha; D. Miss U Less, See U More - Faithless - No Roots; E. Settle Down - Mavado - The Hit LIst Vol. III; F. Don't Forget - Young Lyre - Weekend; G. Feel Again - OneRepublic - Native; H. My God - Marc Broussard - Momentary Setback; I. King Of Apology - Jana Kramer - Jana Kramer; J. Deeper - Alaine - Strictly The Best Vol. 36",G,G,1,0.844,0.98
7189,172001,2,C,"[205416, 50717, 196331, 30063, 132129, 212445, 6808, 94704, 138745, 107868]","[78680, 191066, 172001, 166954, 158996, 151745, 123015, 12830, 79757, 76012]",1. That Home - The Cinematic Orchestra - Ma Fleur; 2. Endlessly - Green River Ordinance - Out Of My Hands; 3. Parachute (Acoustic) - Ingrid Michaelson - Parachute(s) Remixed; 4. Still Hurting - Anna Kendrick - The Last Five Years; 5. Je T'aime - Kelly Sweet - We Are One; 6. Dust to Dust - Acoustic - The Civil Wars - Bare Bones EP; 7. Dear John - Little House - Amanda Seyfried - Little House; 8. She (For Liz) - Parachute - Losing Sleep; 9. Your Guardian Angel - The Red Jumpsuit Apparatus - Don't You Fake It; 10. To Whom It May Concern - The Civil Wars - Barton Hollow,"A. Sunlight (feat. Years and Years) - Radio Edit - The Magician - Sunlight (feat. Years & Years); B. Strangers In The Night - Digitally Remastered 99 - Wayne Newton - Wild, Cool & Swingin'; C. Let It Be Me - Ray LaMontagne - Gossip In The Grain; D. Too Much, Too Young, Too Fast - Airbourne - Runnin' Wild; E. Making Up the Rules - Redinho - Redinho; F. Bad Mutha - CeeLo Green - Cee-Lo Green And His Perfect Imperfections; G. They Can't Take That Away From Me - Ella Fitzgerald - Ella & Louis; H. Get Up - Barcelona - Absolutes; I. Devil Knows - Widowspeak - Almanac; J. クリスマス・イヴのモンタージュ - RJD2 - ナイトメアー・リヴィジテッド",C,C,1,0.844,0.98
10579,94609,2,C,"[39502, 180687, 62505, 59738, 133189, 146022, 92997, 197392]","[92879, 62126, 94609, 115241, 20069, 44499, 82106, 155144, 159837, 344]","1. Make You Feel My Love - Adele - 19; 2. If I Ain't Got You - Alicia Keys - The Diary Of Alicia Keys; 3. Across the Universe - Fiona Apple - Pleasantville -Music From The Motion Picture; 4. Lucky - Spotify Session - Jason Mraz - Spotify Sessions; 5. Your Song - Elton John - Elton John; 6. All of Me - Billie Holiday - Maailman Tähdet Billie Holiday; 7. Baby, I Love Your Way - Big Mountain - The Best Of Big Mountain; 8. Realize - Colbie Caillat - Coco",A. Say Something - A Great Big World - Is There Anybody Out There? - Track by Track Commentary; B. One Hundred Years - The Cure - Pornography; C. Lovesong - The Cure - Disintegration; D. pick up the phone - Young Thug - Birds In The Trap Sing McKnight; E. Cotton Tail - Duke Ellington Orchestra - Cigar Club Favorites: Big Band and Jazz; F. Imma Do It - J Moss - V4...The Other Side; G. On the Other Side - Chase McBride - Cold Water; H. Sister Christian - James Carpinello - Rock Of Ages; I. Rebel Music (3 O'Clock Roadblock) - Charlie Hunter - Natty Dread; J. La Niña de tus Ojos - Daniel Calveti - Vivo para Ti,A,A,0,0.844,0.98
6811,171410,3,D,"[139017, 17248, 4806, 200060, 86385, 13941, 67538, 97173, 60502, 70568]","[120985, 130624, 135631, 171410, 167766, 39328, 175836, 95957, 72607, 158906]",1. River Water - Live & Unplugged - Moon Taxi - Acoustic on West 56th; 2. Float On - Modest Mouse - Good News For People Who Love Bad News; 3. Stay With Me - Sam Smith - In The Lonely Hour; 4. I Am the Lion King - PAPA - A Good Woman Is Hard to Find; 5. The River - Imagine Dragons - Night Visions; 6. The Good Times Are Killing Me - Modest Mouse - Good News For People Who Love Bad News; 7. Rude - MAGIC! - Don't Kill the Magic; 8. Sin - Eye Emma Jedi - EP; 9. The World At Large - Modest Mouse - Good News For People Who Love Bad News; 10. Sleep Talking - Q&A - Mvufu,A. Le Vicomte - Soel - Memento; B. Smalltown Boy - Flatliners Remix - Kenji Club - Chill Lounge Del Mar; C. Maybe One Day (feat. Black Spade) - Blu & Exile - Give Me My Flowers While I Can Still Smell Them; D. Moth's Wings - Passion Pit - Manners; E. Mississippi You - The Hundred Acre Woods - The Hundred Acre Woods EP; F. Whirly-Bird - Count Basie - The Atomic Mr Basie; G. The Darktown Strutters' Ball - Alberta Hunter - Amtrak Blues; H. Damaged - Fiction Family - Fiction Family Reunion [Spotify Exclusive Version]; I. Que Bello - Dinamitando Dinamita - 30 Pegaditas Pa'Gozar; J. Reveries - Ramin Djawadi - Westworld: Season 1 (Music from the HBO® Series),D,D,1,0.844,0.98
9231,11319,9,J,"[103595, 165667, 135291, 182652, 107788, 12531, 31885, 26278, 192769, 30668]","[179409, 34051, 127744, 149208, 78041, 154759, 126854, 60025, 196830, 11319]",1. Respect - Aretha Franklin - I Never Loved A Man The Way I Love You; 2. What A Wonderful World - Single Version - Louis Armstrong - What A Wonderful World; 3. These Boots Are Made For Walkin' - Nancy Sinatra - Boots; 4. Black Velvet - Alannah Myles - Alannah Myles; 5. I Will Survive - 1981 Re-recording - Gloria Gaynor - I Will Survive; 6. Cantaloupe Island - 1999 Digital Remaster;Rudy Van Gelder Edition - Herbie Hancock - Empyrean Isles; 7. You're So Vain - Carly Simon - No Secrets; 8. La Vie En Rose - Single Version - Louis Armstrong - The Best Of The Decca Years Volume One: The Singer; 9. Drown in My Own Tears - Aretha Franklin - I Never Loved A Man The Way I Love You; 10. I Put A Spell On You - Annie Lennox - Nostalgia,A. Bae City Rollaz (feat. Natvnomvzik) - Yung Bae - Bae; B. Ghosts - Trampled By Turtles - WILD ANIMALS; C. In Praise Of Bacchus - Type O Negative - The Complete Roadrunner Collection 1991-2003; D. The Summer - ATB - Two Worlds; E. River - Live at SXSW 2015 - Leon Bridges - Spotify Sessions; F. It Won't Be Long Now - Karen Olivo - In The Heights (Original Broadway Cast Recording); G. Bad Trip - Original Mix - Nero UK - Audio Phreaks Vol.6; H. Indestructible (feat. MAX) - Not Your Dope - Indestructible (feat. MAX); I. Rosa - Tosca - No Hassle; J. Feeling Good - Nina Simone - I Put A Spell On You,J,J,1,0.844,0.98
11447,72146,3,D,"[158764, 42279, 154588, 61047, 34891, 31700, 88751, 85222, 71415, 195408]","[81031, 151125, 17279, 72146, 209192, 150049, 198512, 11957, 106119, 10843]","1. Under The Influence - Snoh Aalegra - Don't Explain - EP; 2. Get You (feat. Kali Uchis) - Daniel Caesar - Freudian; 3. Redbone - Childish Gambino - ""Awaken, My Love!""; 4. Belong To You - Sabrina Claudio - About Time; 5. Orion's Belt - Sabrina Claudio - Confidently Lost; 6. Bourbon - Gallant - Ology; 7. 'Bout It - JMSN - JMSN; 8. Higher - SBTRKT - Wonder Where We Land; 9. GLOWED UP - KAYTRANADA - 99.9%; 10. Get Along (feat. Anderson .Paak & Blu) - Elements of Music - Sunrain","A. O Morro Nao Tem Vez - Antônio Carlos Jobim - The Composer Of "" Desafinado"", Plays; B. I'm Yours - From The Casa Nova Sessions - Jason Mraz - We Sing. We Dance. We Steal Things.; C. Outlaw - The Staves - Sleeping In A Car; D. Unravel Me - Sabrina Claudio - About Time; E. Suicide Is Painless (From the 20th Century-Fox film ""M*A*S*H"") - Vocal Version - Johnny Mandel - M*A*S*H (Soundtrack); F. Crazy Love - Brian McKnight - I Remember You; G. Punishment Time - Korn - The Paradigm Shift; H. At This Point In My Life - Tracy Chapman - New Beginning; I. Under the Influence - Joe Krown - Live at the Maple Leaf; J. F**k With U - Pia Mia - F**k With U",D,D,1,0.844,0.98
2364,99312,9,J,"[58734, 67675, 113928, 122950, 55805, 98438]","[206478, 100111, 5782, 27113, 22424, 201870, 142388, 35104, 44619, 99312]",1. Holding Hands - Woven In Time Album Version - Steve Green - Woven In Time; 2. I Won't Give Up - Jason Mraz - Love Is A Four Letter Word; 3. Perfect - Ed Sheeran - ÷; 4. The Perfect Gift - Stephan Moccio - The Perfect Gift; 5. You're Still You - Josh Groban - Josh Groban; 6. Love Never Fails - Brandon Heath - What If We,A. The Well - Imaginary Future - Fire Escape; B. Over the Rainbow - The Checkers - The Blue Vinyl; C. Let's Go To Bed - The Cure - Greatest Hits; D. Never - Phonat - Never EP; E. Don't Walk Away - Cheyenne Jackson - Xanadu: Original Broadway Cast Recording; F. Smoke And Mirrors - Imagine Dragons - Smoke + Mirrors; G. Get Hype - 1GN - Unite; H. Glow - The Digital Age - Evening:Morning; I. Used to You - Luke Combs - Used to You; J. Reflecting Light - Sam Phillips - A Boot and a Shoe,J,J,1,0.844,0.98
