bundle_id,true_indice,true_option_idx,true_option_char,input_indices,candidate_indices,input_str,target_str,prediction,raw_response,hit,overall_hit_rate,overall_valid_ratio
24350,13741,8,I,"[27968, 30528]","[850, 6911, 21848, 15958, 21322, 24595, 1682, 896, 13741, 21441]",1. 2018新款迷你三格戴妃包 真皮羊皮菱格单肩手提 mini斜挎链条女包; 2. 甜美木耳边蝴蝶结飘带领松紧腰印花连衣裙,A. 春夏毛边流苏破洞牛仔裤女装宽松显瘦BF风百搭直筒裤哈伦裤九分裤; B. 2019网红女鞋春秋百搭老爹鞋厚底运动鞋ins超火学生网面小白鞋潮; C. MOMO沫沫2018流行赫本风双面羊绒大衣冬季韩版小个子黑色毛呢外套; D. 明星同款夸张水晶花耳饰气质时尚长款潮牌韩版耳圈耳坠耳环耳钉女; E. DPLAY德帕拉2019欧美黑色露肩蕾丝雪纺连衣裙长袖礼服纱裙小黑裙; F. ins女鞋港风超火老爹鞋厚底鞋女2019春季新款休闲增高运动单鞋潮; G. FINITY黑色阔腿裤女夏薄款宽松显瘦大码七分裤简约直筒休闲宽腿裤; H. 透明铂金包2019夏季新款女包休闲百搭手提包锁扣凯莉沙滩果冻包包; I. St&amp;Sat/星期六春秋商场同款扣饰尖头高跟单鞋女鞋SS73111484; J. 真皮马衔扣穆勒鞋春季新款单鞋英伦风小皮鞋懒人百搭休闲乐福鞋女,I,I,1,0.334,0.966
23620,27114,5,F,"[14571, 16550]","[18559, 25657, 1507, 170, 13021, 27114, 26888, 15811, 21617, 10864]",1. 九月陌墨 2019夏季新款女装假两件印花雪纺连衣裙 中长文艺a字裙; 2. 天美意夏季新款商场同款罗马风粗跟高跟凉鞋女6X903BL7,A. A7seven 宽松慵懒显瘦薄款风衣外套女春夏韩版chic大码蝙蝠开衫潮; B. TS蹀愫春季小蝴蝶结柔软羊皮平底单鞋女TA98110-54; C. 林珊珊网红闺蜜装V领连衣裙褶皱心机设计感简约气质裙子夏装2019; D. 子晴中长款真毛领防寒棉大衣连帽女冬季新款chic慵懒保暖棉服外套; E. 德克森男鞋春季真皮运动休闲鞋小白鞋男士白色板鞋大码鞋子男潮鞋; F. 沙滩帽女巴拿马草帽遮阳帽夏小清新海边海滩帽太阳帽度假防晒帽子; G. 北西图欧洲站高跟鞋女粗跟单鞋圆头真皮百搭牛皮米白色休闲女鞋秋; H. Belle/百丽穆勒鞋漆皮金属扣休闲时尚平跟女凉拖鞋BNUA3AH7; I. UGG早秋女士休闲单鞋步行系列运动板小白鞋 1019108; J. 粗跟单鞋女夏春季2018新款韩版百搭中跟凉鞋一字扣玛丽珍鞋奶奶鞋,F,F,1,0.334,0.966
27603,3116,1,B,"[1059, 22455]","[13056, 3116, 31203, 6942, 756, 26845, 11670, 17173, 461, 10330]",1. XIAOYOUBAG迷你夏天小包包女2019新款上新链条斜挎小包女包百搭潮; 2. 热风春新款小清新小白鞋女平底原宿鞋系带时尚女休闲鞋潮H14W7110,A. 【清仓】嘿马日系复古纯色原宿风街头水洗牛仔外套上衣男情侣潮牌; B. S925纯银耳钉女韩国气质个性耳环女防过敏小清新少女心ins耳饰夹; C. 红人馆牛仔外套女装秋冬韩版短款加绒学生连帽卫衣假两件长袖夹克; D. 鞋匠大叔UncleMeng毛毛鞋女冬外穿一脚蹬网红羊羔毛懒人加绒平底; E. shesgirl茜子首饰品 气质原创手工雏菊花朵仿珍珠耳钉长款耳环女; F. 回力鞋女帆布鞋女韩版百搭学生小白鞋2019新款帆布鞋运动板鞋潮鞋; G. 高腰阔腿裤女冬季2018新款黑色九分裤加绒加厚直筒裤宽松休闲裤子; H. 耳环女气质高级感小众法式会动的耳钉百搭网红简约耳饰长款耳坠; I. 尚都比拉夏裙子女2018新款提花刺绣黑色纱裙显瘦半身裙伞裙a字裙; J. 柒柒家 2018新款chic早秋上衣针织网红毛衣百搭原宿开衫长袖外套,B,B,1,0.334,0.966
20372,15971,1,B,"[24847, 29574]","[10488, 15971, 9042, 26130, 8717, 1911, 4606, 8807, 5830, 4280]",1. 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品; 2. AI 法式特细巴拿马帽手工编织遮阳草帽 春夏优雅爵士男女太阳帽,A. MG小象白色棉服女2018新款bf风宽松棉衣大毛领加厚棉袄冬季外套潮; B. TEENLADY原创女包欧洲站菱格链条包女小方包斜挎包小包包百搭个性; C. 帽子女鸭舌帽夏ins韩版百搭潮街头潮人黑色遮阳棒球帽男春秋防晒; D. 玛玛绨2019夏季新款时尚中长款收腰显瘦露肩中袖蕾丝镂空连衣裙女; E. 美国Jeffrey Campbell潮流时尚松紧一字带玫红色魔术贴女粗跟凉鞋; F. 优哈上新小包包女2018新款潮斜挎包韩版时尚百搭个性爆款质感女包; G. 925纯银四叶草手链女周大福星镀白金简约森系ins送女朋友生日礼物; H. 【直降40元】【48元双11限量秒杀】 MG小象高腰背带裤灯芯绒裤子; I. 内增高女鞋显瘦透气小白鞋女2019夏款平底真皮旅游休闲鞋系带百搭; J. 2019春季新款毛毛女鞋猫跟高跟鞋韩版显瘦细跟豆沙色尖头浅口单鞋,D,D,0,0.334,0.966
13452,24673,2,C,"[11831, 24847]","[4212, 22958, 24673, 16966, 30951, 27715, 26464, 11039, 31122, 18950]",1. 罗家RMOJUL 2018春装女装新款 时尚修身显瘦条纹裙中长款连衣裙SW; 2. 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品,A. 嘉里奥小众新款包包女包 真皮链条单肩斜挎包 欧美时尚百搭小方包; B. 秋冬2018新款网红慵懒风套头条纹短上衣ins超火的打底高领毛衣女; C. 戈美其春秋季新款复古玛丽珍鞋一字扣带尖头高跟鞋粗跟时尚单鞋子; D. 春秋bf直筒休闲阔腿裤子女学生宽松韩版ulzzang百搭原宿风潮学生; E. JHXC大毛领连帽工装棉服女中长款2018冬季新款韩版宽松bf棉衣外套; F. 蕾丝连衣裙2018新款女装春装冬季内搭针织打底裙冬显瘦超仙鱼尾裙; G. 四幕定制2019夏季新款沙滩拖鞋女交叉带ins潮学生百搭平底凉鞋女; H. chic羊羔毛外套女2018秋冬新款麂皮绒皮毛一体加厚机车服短夹克*; I. 周扬青 重工星空系列宽松休闲笑脸印花刺绣卫衣; J. 茵曼2018春新款中腰磨白小脚开叉铅笔裤修身牛仔长裤女裤丹宁裤,C,C,1,0.334,0.966
21723,5441,4,E,"[16534, 29328]","[27520, 29334, 15904, 18703, 5441, 7481, 9034, 12410, 14211, 22582]",1. 四叶草银手链女手镯韩版简约个性女生礼物镶施华洛世奇锆非 纯银; 2. 芭蕾舞女孩显脸瘦的耳环女长款适合圆脸耳坠韩国气质耳钉夸张耳饰,A. ALOHA STUDIO 露合制衣 法式性感收腰a字v领露背短袖波点连衣裙; B. 2019新款大容量手提包女真皮简约大包包女单肩大包牛皮女包斜挎包; C. 原点范2018秋冬新款侧拉链黑色绵羊皮休闲裤女皮裤九分哈伦裤036A; D. 2018夏季新款韩版原宿百搭ulzzang网面运动鞋女网鞋ins透气老爹鞋; E. 法国小众白色凯莉手提限定ck包包女2019新款高级感洋气质感斜挎包; F. EZ14 新款宽松短款毛呢大衣翻领显瘦黑色呢子毛呢外套女EA88018; G. 勿上热风2018秋季小清新系带女士休闲鞋深口平底小白鞋H14W8136; H. 叙旧宽松休闲两色纯棉圆领短袖T恤女夏2018新款\有心追云\T2113; I. 欧洲站名媛2019春装新款女不规则裙子条纹连衣裙拼接吊带裙两件套; J. 欧美流行不对称三角型耳钉女气质百搭耳环耳坠首饰品,A,A,0,0.334,0.966
680,15370,2,C,"[12293, 30641]","[18258, 20517, 15370, 23242, 9833, 22312, 4483, 20438, 18141, 26854]",1. STUDIO MCC2018冬季新款高腰显瘦修饰腿型烟灰色直筒九分牛仔裤女; 2. AI 法式复古贝雷帽 羊毛含量高达90% 秋冬女画家帽毛呢南瓜帽子,A. BettyChow大爱！设计师款羊毛细格子中长款廓形西服外套 18年4; B. BDCT 夏季新款欧美潮男撞色刺绣圆领短TEE 日系青年全棉宽松短袖; C. 欧洲站2018新款真皮运动鞋女加绒做旧ins老爹鞋复古增高小脏鞋冬; D. 百搭简约复古choker仙韩国短款脖链项链女锁骨链颈链项圈颈带粉色; E. 欧洲站女鞋冬季2018新款反绒皮高跟短靴女粗跟百搭真皮尖头马丁靴; F. 原创草莓水桶包女2019新款 森系可爱夏天女包斜挎小包 斜跨包迷你; G. 【夏】CLOUDSPACE女装夏装文艺休闲衬衫女短袖套头衬衣上衣; H. 尔给印花短袖黑色T恤女修身韩范bf原宿风学生小清新上衣森女系; I. PANDORA潘多拉Moments手链绳925银手链597125CZ520送女友礼物手链; J. 弥古中长款外套镂空蕾丝外披女夏海滩度假开衫沙滩披肩比基尼外搭,A,A,0,0.334,0.966
11400,8318,1,B,"[16077, 21122]","[370, 8318, 802, 15922, 27373, 8415, 6282, 14366, 9800, 22801]",1. 穆勒鞋女2018秋冬新款马衔扣毛毛拖鞋懒人外穿包头半拖休闲平底鞋; 2. MG小象大毛领棉衣外套女短款可爱面包服冬装2018新款显瘦加厚棉服,A. 毛边破洞牛仔裤女2018冬新款气质显瘦直筒裤宽松休闲九分乞丐裤8; B. MG小象黑色打底裤女冬紧身显瘦小脚裤2018新款时尚韩版外穿裤子潮; C. 一力米灰2018冬季新款圆头平底低跟粗跟真皮马丁靴女复古切尔西靴; D. 牛角扣毛呢外套2018冬季新款女装韩版宽松学生格子中长款呢子大衣; E. 高跟鞋女细跟2018春秋新款职业OL女鞋百搭尖头小清新猫跟7cm单鞋; F. 春秋夏文艺韩版帽子牛仔布休闲日系百搭画家帽鸭舌女士时尚八角帽; G. EKOOL宽松格子毛呢外套女短款冬季新款加厚小个子西装毛呢子大衣; H. 仿羊羔绒皮毛一体外套女2018新款冬季新年撞色翻领毛茸茸短款外套; I. 子晴网红仿貂毛白色毛衣女2018秋冬新款韩版宽松慵懒风套头打底衫; J. FFAN泛泛 高克重！系带双面呢外套2018流行新款秋冬手工羊毛大衣,B,B,1,0.334,0.966
18241,13625,5,F,"[2952, 4245]","[14877, 10363, 10211, 22067, 5805, 13625, 1656, 30564, 19075, 22005]",1. 逸阳女裤2019春季新款校服裤开叉侧边条宽松直筒阔腿运动裤子0234; 2. 2018早春上衣学生丧系衣服女怪味宽松韩版原宿港风t恤嘻哈bf长袖,A. 栗同学原创设计《露凝香》文艺复古牛角扣毛呢外套女森系连帽大衣; B. 包包女2019新款秋冬季港风复古小方包百搭单肩牛皮女包chic斜挎包; C. 2018秋冬季新款chic马丁靴女 英伦风韩版百搭粗跟短筒网红小短靴; D. hopeshow卫衣红袖女装2018新款白色显瘦印花系带短款连帽上衣女; E. 伞裙秋装女20180新款韩版时尚高腰中长款百褶裙网纱拼接a字半身裙; F. 勿上热风秋季学院风甜美女士系带休闲透气鞋圆头小白鞋H14W8501; G. JHXC 高腰加厚休闲针织裤女九分2018秋冬新款宽松韩版学生哈伦裤; H. 耳环女气质韩国个性百搭圆圈夸张冷淡风耳钉蹦迪网红耳坠纯银耳饰; I. 马切达春季日系个性圆领毛衣男装青年学生宽松线衣休闲套头针织衫; J. 维洛妮卡 真皮水桶包日系文艺拉链装饰女包原宿风复古单肩斜挎包,C,C,0,0.334,0.966
2765,8376,5,F,"[13300, 13526]","[28632, 27545, 9548, 15969, 7992, 8376, 19404, 7878, 261, 16504]",1. 唐嫣同款Givenchy/纪梵希单钻项链女锁骨链首饰品百搭玫瑰金; 2. 女装夏装2018新款镂空蕾丝连衣裙女夏季不规则温柔仙女裙收腰裙子,A. BT新款乐福鞋女一脚蹬女鞋复古英伦真皮浅口春夏季平底单鞋小皮鞋; B. 【清仓】衣品乐原创大码两件套冰丝短袖T恤宽松亚麻背带裙女2018; C. 桑蚕丝衬衣欧美时尚2018新款长袖短款防晒上衣心机飘带真丝衬衫女; D. A.Cloud Balance Collection头层树膏牛皮星球锁扣复古手提包斜挎; E. ZENGLIU欧美冷淡风耳钉女气质韩国简约百搭个性网红耳环大气耳饰; F. 七亚水立方999纯银手镯女学生韩版手环2017新款足银饰品森系镯子; G. 2018初秋新款韩版温柔风宽松慵懒ins超火的懒惰风毛衣女开衫外套; H. 九月陌墨 2018秋冬新款女装灯芯绒文艺长款衬衫 复古休闲宽松衬衣; I. 欧可芮 环保原色~100%羊毛圆领套头毛衣针织打底衫宽松韩版女秋冬; J. 两三事美中求生冬季新款衬衫女长袖复古绣花中长款衬衣宽松上衣女,E,E,0,0.334,0.966
23453,22140,7,H,"[13975, 18072]","[5124, 20743, 2346, 26101, 17681, 28677, 28388, 22140, 26753, 7659]",1. 妙侣低跟后系带短靴女2018新款秋冬圆头帅气沙漠靴显瘦百搭马丁靴; 2. 【南风】黑色菱格包链条包包女2019新款时尚女包单肩包锁扣手提包,A. 毛呢短裙秋冬 女韩版chic百搭高腰伞裙荷叶边呢子A字裙鱼尾半身裙; B. 2019新款流行毛呢格子大衣 韩版宽松短款呢子矮个子小外套女秋冬; C. 大东女鞋2018冬季新款优雅高跟粗跟圆头流苏加绒及踝短靴8D3680E; D. 【S】欧美2017冬季新品蕾丝高腰拼接网纱中长款百褶蛋糕裙连衣裙; E. miuco镂空气孔长袖卡通兔子钉珠装饰网纱连衣裙; F. VNOOK2018春秋新款 经典纯色全棉直筒高腰毛边牛仔九分裤 女; G. GENANX闪电潮牌松紧腰牛仔裤男大口袋印花宽松休闲裤子男韩版学生; H. 加绒打底裤女外穿皮裤秋冬新款女装韩版百搭松紧腰紧身显瘦长裤潮; I. 秋冬新款复古针织半身裙女中长款百褶a字裙高腰长裙大摆裙子; J. GENANX闪电潮牌宽松bf风t恤情侣太空棉口袋装饰七分袖男韩版潮流,A,A,0,0.334,0.966
28606,12283,3,D,"[15228, 23728]","[19317, 22276, 9678, 12283, 7912, 12677, 19425, 21054, 29836, 15286]",1. 小瑞靓包拼色菱格包包女2019新款简约百搭斜挎包单肩包小包包女包; 2. 加绒冬季软妹小皮鞋女百搭韩版学生复古原宿学院风深口平底牛津鞋,A. 老北京布鞋女夏懒人镂空一脚蹬蕾丝鞋子女2019潮鞋透气网凉鞋女单; B. ins运动鞋女韩版2019春新款网红女鞋超火松糕厚底加绒单鞋老爹鞋; C. 美嘟嘟定制包2018秋款韩版简约潮牌绒面蝴蝶结飘带单肩斜挎手提包; D. 2件8折】前拉链高腰黑色打底裤女弹力外穿修身九分铅笔裤109I; E. 真皮老爹鞋女春季2019新款网红ins百搭休闲厚底小白内增高运动潮8; F. 2018春装条纹裙子连衣裙白色修身女无袖不规则性感开叉中长款高腰; G. 毛衣女2018新款秋冬季韩版中长款宽松毛衣裙慵懒风网红针织连衣裙; H. 韩都衣舍2018春装新款女装韩版系带修身初恋连衣裙MR7512汩0; I. 韩国MLB棒球帽男女夏款NY帽子藏蓝可调节遮阳帽休闲鸭舌帽; J. linjou玲玖2018新款高腰a字显瘦露肩复古小清新格子吊带连衣裙夏,C,C,0,0.334,0.966
