bundle_id,true_indice,true_option_idx,true_option_char,input_indices,candidate_indices,input_str,target_str,prediction,raw_response,hit,overall_hit_rate,overall_valid_ratio
9097,185453,0,A,"[134763, 13972, 144092, 188816, 253508]","[185453, 220043, 232894, 57785, 143293, 221816, 210132, 50876, 127835, 31530]",1. Travesuras - Nicky Jam - Nicky Jam Hits; 2. Bailando - Spanish Version - Enrique Iglesias - SEX AND LOVE; 3. Turning Tables - Adele - 21; 4. Confident - Demi Lovato - Confident; 5. Fun (feat. Tove Lo) - Coldplay - A Head Full Of Dreams,A. Ride - Twenty One Pilots - Blurryface; B. Night Is Young - YONAS - Going Places; C. Where Will You Be - Yaw - DJ-Kicks (Moodymann); D. Song Without a Name - Johnnie Guilbert - Not so Perfect; E. No Bullets Fly - Sabaton - Heroes; F. You Are My Starship - Remastered - Norman Connors - You Are My Starship; G. The Southern Sea - Garth Stevenson - Flying; H. Caroline - Kill It Kid - You Owe Nothing; I. Save Me - Gotye - Making Mirrors; J. Si no te hubieras ido - Maná - Arde el cielo,A,A,1,0.82,1.0
7296,11329,3,D,"[218067, 57901, 203495, 5030, 16518]","[149465, 146395, 19584, 11329, 107854, 2681, 111824, 212802, 18853, 194910]",1. Una storia importante - Eros Ramazzotti - Nuovi Eroi; 2. Let Her Go - Passenger - All The Little Lights; 3. Get Down On It - Live - Navy Gravy - Coming Out!; 4. En apesanteur - Calogero - Calogero; 5. Levels - Original Version - Avicii - Levels,A. Amor de alquiler - Rodrigo - Rodrigo - La leyenda continua; B. Shake It Off - Twenty One Two - Shake It Off (Orig. by Taylor Swift); C. You'll Be Mine - The Pierces - You & I; D. Hey Joe - Jimi Hendrix - Are You Experienced; E. You Can't Make A Heart Love Somebody - Edit - George Strait - 50 Number Ones; F. The Look of Love - The Delfonics - La La Means I Love You; G. Bruck It Down - Mr. Vegas - Bruck It Down - Single; H. Lights Out - Fabolous - There Is No Competition 2: The Grieving Music Mixtape; I. I Got That - Explicit Album Version - Amil - All Money Is Legal; J. Monkey Suit - Madvillain - Madvillainy 2: The Madlib Remix,C,C,0,0.82,1.0
5458,169144,8,I,"[133258, 49998, 46792, 130251, 178358]","[168415, 181604, 164085, 133622, 231981, 79816, 59721, 177727, 169144, 57392]",1. Let the Mountain Come to You - Sam Cohen - Cool It; 2. Stonecutters - DOPE LEMON - Honey Bones; 3. I'm Good for It - Audiotree Live Version - Christian Lee Hutson - Christian Lee Hutson on Audiotree Live; 4. Kepler 62 - Sam Cohen - Cool It; 5. Neon Lights - DOPE LEMON - Hounds Tooth,"A. Ogre Battle - Remastered 2011 - Queen - Queen II; B. My Name Is Victory - Jonathan Nelson - My Name Is Victory; C. Broken Road - Sully Erna - Avalon; D. One on One - Yo Gotti - I Still Am; E. Bora Bora - Seaside Edit - Beltek - Bora Bora (Seaside Edit); F. This Moment - Prog Mix - Nic Chagall - This Moment; G. Survivor - The Bridgettes - So What - Uplifting Break Up Songs; H. 5 Shots Of Whiskey - Hank Williams III - Lovesick, Broke, & Driftin'; I. Eating Paper - David Bazan - Strange Negotiations; J. Right On For Darkness - Curtis Mayfield - Dead Presidents Volume II / Music From The Motion Picture",I,I,1,0.82,1.0
7857,3062,7,H,"[197909, 200899, 61553, 86328, 234574]","[239238, 250560, 131082, 7531, 7750, 53107, 145410, 3062, 26394, 77910]","1. Do You Remember (Rami Ft. Karnaza) - DJ Mendez - Los Mendez; 2. Happy - From ""Despicable Me 2"" - Pharrell Williams - G I R L; 3. Tu Aroma - Zaja Y Mazhiel - Los Que Menean; 4. Thrift Shop (feat. Wanz) - Macklemore & Ryan Lewis - The Heist [Deluxe Edition]; 5. Tumbayé - Oscarcito - Tumbayé",A. Tu Retirada - Cristian Castro - El Indomable; B. So Long Dearie - Louis Armstrong - The Best of Satchmo: Louis Armstrong's -greatest Hits Vol. 1; C. The Distance That Took You Away - SayWeCanFly - Between the Roses; D. Breeze is nice - Hybrid Leisureland - Scroll Slide; E. Mr. Postman - The Great Oldie Crew - The Greatest Oldies Collection; F. Vultures - Vaults - Vultures – EP; G. Patriot (Jack Swagger) - CFO$ - WWE: WrestleMania - The Music 2013; H. Amor - Debi Nova - Soy; I. Electrified - Sam Wills - Electrified; J. The Drums (Din Daa Daa) - Claptone - The Drums (Din Daa Daa),H,H,1,0.82,1.0
11456,253789,8,I,"[94472, 44849, 48354, 68344, 47306]","[134265, 13159, 67377, 146080, 190483, 190606, 6857, 75229, 253789, 15036]",1. Agua Bendita - Víctor Manuelle - Que Suenen los Tambores; 2. Cuando Ya No Me Acuerde de Ti - Víctor Manuelle - Que Suenen los Tambores; 3. Nos Desacatamos - Chiquito Team Band - La Industria Salsera; 4. No Soy de Piedra - Víctor Manuelle - Me Llamaré Tuyo Reloaded; 5. La Vida Es Un Carnaval - Celia Cruz - Carnaval De Exitos,A. Biggest Lie I Ever Told - Buddy Brown - Red Like Reagan; B. Why Does My Heart Feel So Bad? - Madeaux Remix - Moby - Black Lacquer; C. LightSpeed - QUIÑ - LightSpeed; D. another perspective - Idealism - hiraeth ep; E. Mr. Hit Dat Hoe - Trae Tha Truth - Deep in the Heart of Texas 7; F. Tu primera vez - Noche de Brujas - Grandes Exitos; G. As If - Radio Version - Blaque - Blaque By Popular Demand; H. Blue Sun - Destiny Potato - Lun; I. Tu Amor Me Hace Bien - Salsa Version - Marc Anthony - Valio La Pena; J. Lady Marmalade - Patti LaBelle - Best Of Patti Labelle,I,I,1,0.82,1.0
12649,46681,5,F,"[175738, 115428, 127895, 110740, 11195]","[220933, 242740, 148299, 54618, 220960, 46681, 93934, 71189, 116432, 65992]","1. Fake Love - Drake - More Life; 2. Devil (feat. Busta Rhymes, B.o.B & Neon Hitch) - Cash Cash - Blood, Sweat & 3 Years; 3. The Ocean - Mike Perry - The Ocean; 4. Hymn For The Weekend - Seeb Remix - Coldplay - A Head Full Of Dreams Tour Edition; 5. Sail - AWOLNATION - Megalithic Symphony","A. Let It Snow / Winter Wonderland - The Piano Guys - A Family Christmas; B. Overflow - Bootleg Rascal - Psychotica; C. Takeover - Arston & Sandro Silva - Takeover; D. Empire (Let Them Sing) - Bring Me The Horizon - Sempiternal (Deluxe); E. A Whole New World - Lea Salonga - Aladdin; F. No Money - Galantis - The Aviary; G. How It Ends - Radio Edit - DeVotchKa - How it Ends; H. Come On - Stereo Version - Chuck Berry - Chuck Berry Twist; I. Next 2 U - Oh, Be Clever - Next 2 U; J. Animal Crackers in My Soup - Shirley Temple - On the Good Ship Lollipop - Laugh with Your Children to These Timeless, Funny Songs!",F,F,1,0.82,1.0
3600,72773,1,B,"[72050, 56735, 4026, 46504, 77425]","[34832, 72773, 153973, 165113, 157505, 210842, 169170, 109884, 169574, 11345]",1. Let Me In - Grouplove - Let Me In; 2. Ways To Go - Grouplove - Spreading Rumours; 3. So Much More Than This - Grace VanderWaal - Just The Beginning; 4. Nights With You - MØ - Nights With You; 5. Truthfully - DNCE - DNCE,A. Just Let Go - Sturgill Simpson - Metamodern Sounds In Country Music; B. Air I Breathe - Mat Kearney - JUST KIDS; C. Murda Something - A$AP Ferg - Trap Lord; D. Red October - JBM - Not Even In July; E. Going to a Disco To-Night - Little Scotty - Going to a Disco To-Night; F. We Can Fly (feat. Torch) - Manic Focus - Cerebral Eclipse; G. Pretty Good Year - Tori Amos - Under the Pink; H. Mr. & Mrs. Beautiful - The Workday Release - Simple Distance; I. Tarida - Radio Edit - Henri PFR - Tarida; J. Two's Too Many - Crown The Empire - The Fallout,B,B,1,0.82,1.0
15591,123439,5,F,"[176229, 5350, 211726, 97119, 157569]","[14771, 235582, 124367, 227737, 66044, 123439, 65006, 180371, 229687, 235496]","1. Jealous - Fjord - Textures; 2. Dancing On Quicksand - Bad Suns - Language & Perspective; 3. Color - Veorra - Emerald; 4. Cold (feat. LAYNE) - Grabbitz - Better With Time; 5. Meteorite - From ""Bridget Jones's Baby"" Original Motion Picture Soundtrack - Years & Years - Meteorite","A. I Just Can't (feat. Jeremih) - Chris Lorenzo Remix - Crookers - I Just Can't - Remixes; B. In The Morning And Amazing... - Circa Survive - On Letting Go; C. My Husband Makes Movies - Marion Cotillard - Nine; D. Secretz Of War - 2Pac - Resurrection; E. Come As You Are - Mindi Abair - Come As You Are; F. NYC - J Lisk - NYC; G. Something In The Air - ¡MAYDAY! - Future Vintage; H. Santa Claus Gave Me A Brand New Start - James Brown - Soulful Christmas; I. Diferente - Arcangel - Sentimiento, Elegancia y Maldad; J. On My Own - Duskus - On My Own",J,J,0,0.82,1.0
12698,152530,6,G,"[220480, 157476, 229921, 4443, 139835]","[237479, 128584, 103307, 23316, 243718, 56422, 152530, 172587, 14130, 35598]",1. Love Me Harder - Ariana Grande - My Everything; 2. As You Are - The Weeknd - Beauty Behind The Madness; 3. The Birds Pt. 1 - The Weeknd - Trilogy; 4. The Party & The After Party - The Weeknd - Trilogy; 5. Love To Lay - The Weeknd - Starboy,A. Fauxhammer - Black Tongue - Born Hanged / Falsifier (Redux); B. NOW - Jong Up Solo - B.A.P - NOIR; C. So Real - Low Steppa Club Mix - Low Steppa - So Real EP; D. Delorean - FM-84 - Los Angeles EP; E. Wild - Jason Shay - Wild; F. Dance Of The Reed Flutes - The Hit Crew - Drew's Famous The Nutcracker Suite; G. Love In The Sky - The Weeknd - Kiss Land; H. Take Me Away - Young Mister - Young Mister; I. Pray For Plagues - Bring Me The Horizon - Count Your Blessings; J. Stay a While - Radio Edit - Dimitri Vegas & Like Mike - Stay a While,G,G,1,0.82,1.0
3728,89564,5,F,"[127307, 128525, 218048, 206251, 27513]","[81042, 30696, 220008, 72092, 127256, 89564, 21064, 42916, 17564, 88105]",1. Since U Been Gone - Ester Dean - Pitch Perfect Soundtrack; 2. I Am What I Am - Douglas Hodge - La Cage Aux Folles (New Broadway Cast Recording); 3. You'll Be Back - Jonathan Groff - Hamilton; 4. Purpose - John Tartaglia - Avenue Q (Original Broadway Cast Recording); 5. Wig In A Box - Hedwig And The Angry Inch - Original Broadway Cast - Hedwig And The Angry Inch Original Broadway Cast Recording,"A. Trophy - Charli XCX - Vroom Vroom EP; B. I Know You Rider (live) - The National - Day of the Dead; C. Paralyzed - Festival Version - Kill FM - Paralyzed - The Remixes; D. Franz and the Eagle - Stuart Duncan - The Goat Rodeo Sessions; E. Storm - Pink Martini - Dream a Little Dream; F. Who Lives, Who Dies, Who Tells Your Story - Original Broadway Cast of Hamilton - Hamilton; G. Black Elevator / Black Dresses - The Builders and The Butchers - Where The Roots All Grow; H. Opacity - Monomotion - Leaving; I. I'm Right This Time - AOE - I'm Right This Time; J. City On A Hill - Moiez - City On A Hill",F,F,1,0.82,1.0
11521,186513,8,I,"[30286, 243611, 65632, 150166, 176588]","[183254, 220403, 237662, 130468, 133558, 74669, 224327, 207847, 186513, 221216]",1. New York State of Mind - Barbra Streisand - Partners; 2. Big Apple Dreamin' (Hippo) - Alice Cooper - Muscle Of Love; 3. Summer in the City - Remastered - The Lovin' Spoonful - Hums Of The Lovin' Spoonful; 4. Across 110th Street - Bobby Womack - Midnight Mover: The Bobby Womack Story; 5. The Boxer - Simon & Garfunkel - Bridge Over Troubled Water,A. For Carl - Phileas Newborn Jr - Fantastic Phineas Newborn!; B. Voy A Apagar La Luz / Contigo Aprendi - Luis Miguel - Romances; C. Yo Quiero - Wisin & Yandel - Pa'l Mundo; D. Invisible - Prince Royce - Soy el Mismo; E. I'll Do 4 U (Re-Recorded / Remastered) - Father MC - I'll Do 4 U (Re-Recorded / Remastered); F. How It's Done - Maren Morris - HERO (Deluxe Edition); G. Stuff About Rap and Some Other Things - Hannibal Buress - My Name is Hannibal; H. Dick - Nervous Passenger - Way Too Weird; I. Breakfast At Tiffany's - Deep Blue Something - Home; J. Dime Si No es Verdad - Marc Anthony - 3.0,I,I,1,0.82,1.0
1189,148148,2,C,"[155007, 101207, 232115, 89725, 34371]","[234034, 179754, 148148, 17742, 145031, 72730, 48309, 41355, 219174, 165079]",1. Piano Man - Billy Joel - Piano Man; 2. ...Baby One More Time - Britney Spears - ...Baby One More Time (Digital Deluxe Version); 3. Gives You Hell - The All-American Rejects - When The World Comes Down; 4. Twist And Shout - Remastered 2009 - The Beatles - Please Please Me; 5. Rich Girl - Gwen Stefani - Love Angel Music Baby,"A. Caro gesu bambino - Andrea Bocelli - Mi Navidad; B. Yama Yama - Yamasuki - Funk Mode; C. All Star - Smash Mouth - Astro Lounge; D. My Bae - Vado - My Bae; E. I giorni (Arr. For Violin, Piano And String Orchestra) - Ludovico Einaudi - Spheres - Einaudi, Glass, Nyman, Pärt, Richter; F. Stuck On You - Eddie Lovette - The Best Reggae Hits Vol. 1; G. Pfäffikon SZ - Robag Wruhme - 20 Jahre Muna; H. Arrival on Dagobah - John Williams - Star Wars Episode V: The Empire Strikes Back (Original Motion Picture Soundtrack); I. Rivage - Les Gordon - Atlas; J. Mississippi Delta City Blues - First Recorded Version, with Scratch Vocal Previously Unissued - Chicago - Chicago V",C,C,1,0.82,1.0
16923,188954,2,C,"[74243, 56323, 113852, 4510, 4178]","[199827, 101362, 188954, 105627, 246084, 253580, 179534, 55361, 198469, 196882]",1. Dodi - Yumi Zouma - EP II; 2. Someone That Loves You - HONNE - Warm On A Cold Night (Deluxe); 3. Sun Comes Up - Will Butler - Friday Night; 4. All Night (feat. Knox Fortune) - Chance The Rapper - Coloring Book; 5. You're the Best - Wet - Don't You,A. What is Mine - O.A.R. - Rain or Shine; B. T-Rex - Ry Legit - Ry Legit Dubstep Lp 2; C. Plain Sight - Kita Alexander - Like You Want To EP; D. Somebody In My Home - Howlin' Wolf - Moanin' In The Moonlight; E. Calyer - Beach Fossils - What a Pleasure; F. Lock in the Lion - James Blake - Pembroke; G. Poltergeist - Banks - The Altar; H. Forever Now (Say Yes) - Kristian Bush - Forever Now (Say Yes); I. Alone Sometimes - The Mowgli's - Where'd Your Weekend Go?; J. Alright - Original Club Mix - Mark Knight - Toolroom Knights Ibiza 2012 Mixed By Mark Knight,C,C,1,0.82,1.0
4599,122475,2,C,"[17202, 101113, 65965, 193276, 172826]","[26604, 148498, 122475, 186927, 93142, 43117, 106460, 6111, 175436, 86465]",1. Pink Matter - Frank Ocean - channel ORANGE; 2. Drift - Galimatias - Urban Flora EP; 3. Wonderwall - Ryan Adams - Love Is Hell Part 1; 4. Fantasy - Alina Baraz - Urban Flora EP; 5. Lean On (feat. MØ & DJ Snake) - Major Lazer - Peace Is The Mission,"A. Strings - Reprise - Young the Giant - Young the Giant; B. Comment (If all men are truly brothers) - Wilco - Kicking Television, Live in Chicago; C. 505 - Arctic Monkeys - Favourite Worst Nightmare; D. Lord Have Mercy - Beanie Sigel - The B.Coming; E. Final Reckoning - Q-Factory by Robert Etoll - Final Reckoning; F. Maybe You Are - Asaf Avidan & the Mojos - The Reckoning; G. Head over Heels - French Leave - Head over Heels; H. Reprieve - Capstan - Parting Gifts; I. Endless Love - Lionel Richie - Tuskegee; J. Amaneció - Farruko - TrapXficante",C,C,1,0.82,1.0
16815,171215,2,C,"[238002, 157223, 105767, 182368, 243240]","[78302, 67564, 171215, 160847, 152556, 243367, 78811, 164091, 82537, 59498]",1. Seven Wonders (Early Version) - Fleetwood Mac - Tango In the Night (Deluxe); 2. Wet Sand - Red Hot Chili Peppers - Stadium Arcadium; 3. Tears Dry On Their Own - Amy Winehouse - Back To Black; 4. Working For It - Bonus Track - ZHU - GENERATIONWHY; 5. Cigarette Daydreams - Cage The Elephant - Melophobia,A. Humble - DaBoii - Young Wild Nigga; B. Roots Rockin - The Mana'o Company - A 20 Year Collection of the Mana'o Company; C. Are We Ready? (Wreck) - Two Door Cinema Club - Gameshow; D. No Good - Kaleo - VINYL: Music From The HBO® Original Series - Vol. 1; E. Bigger Than Me - Big Sean - I Decided.; F. Missed Calls - Ryan Oakes - Missed Calls; G. Everyday - Virtual Riot - Still Kids - EP; H. Gotta Tell You - Samantha Mumba - Gotta Tell You; I. Manchester - Kishi Bashi - 151a; J. Na Na - Main - Baby Bash - Cyclone,C,C,1,0.82,1.0
4288,240168,0,A,"[54743, 93314, 193224, 191356, 195466]","[240168, 142178, 107205, 250809, 129770, 157531, 243684, 145646, 219609, 91616]",1. Hadal Zone - Patricia - Bem Inventory; 2. Santori - Raar - you are the prototype.; 3. Spellbound - Imre Kiss - Raw Energy; 4. Miyagi - Body Boys - Terms; 5. Beautiful Day - Tantsui - Beautiful Day,"A. Little & Often - Conor C - 045 One; B. Emily’s First Communion - Old Gray - An Autobiography; C. What You Want - Canton Jones - Kingdom Business; D. Lost - Kodaline - Coming Up for Air; E. In the Cut - Chronic Crew - Dubstep!!; F. Stay - Nas - Life Is Good; G. Strange Birds - Birdy - Fire Within; H. Mighty to Save - Acoustic Version - Will Morrison - Acoustic Worship; I. This Time Tomorrow - The Kinks - Lola Versus Powerman and the Moneygoround, Pt. One; J. Nearer, Still Nearer - Page CXVI - Hymns - Lullabies",A,A,1,0.82,1.0
