bundle_id,true_indice,true_option_idx,true_option_char,input_indices,candidate_indices,input_str,target_str,hard_neg_count,prediction,raw_response,hit,overall_hit_rate,overall_valid_ratio,valid_only_hit_rate,cfg_num_cans,cfg_num_token,cfg_toy_eval,cfg_seed,cfg_shuffle_seed,cfg_use_hard_negative
9097,185453,3,D,"[85633, 158669, 212700, 154531, 150500, 219396, 123235, 84658, 69137, 135470]","[83146, 110952, 153107, 185453, 60915, 242143, 155774, 123151, 20856, 160521]","1. Y Cómo Es El - Marc Anthony - Iconos; 2. Sk8er Boi - Avril Lavigne - Let Go; 3. Nota de Amor - Wisin - Los Vaqueros: La Trilogía; 4. One Day At A Time - Enrique Iglesias - Euphoria; 5. Gypsy - Live Version - Shakira - Live From Paris; 6. Hey Hey Hallelujah - Rachel Platten - Wildfire; 7. Hello - Jump Smokers Radio Mix - Karmin - Hello - Remixes; 8. Astronauts - Rachel Platten - Wildfire; 9. Whenever, Wherever - Shakira - Laundry Service (Alben für die Ewigkeit); 10. Como Yo Le Doy - Spanglish Version - Pitbull - Dale","A. Trapdoor - Twenty One Pilots - Twenty One Pilots; B. Lane Boy - Twenty One Pilots - Blurryface; C. Heathens (feat. MUTEMATH) - Twenty One Pilots - TOPxMM; D. Ride - Twenty One Pilots - Blurryface; E. Implicit Demand For Proof - Twenty One Pilots - Twenty One Pilots; F. Car Radio - Live From SXSW - Twenty One Pilots - Spotify Sessions; G. Fake You Out - Twenty One Pilots - Vessel; H. Friend, Please - Twenty One Pilots - Twenty One Pilots; I. Holding On To You - Twenty One Pilots - Vessel; J. Truce - Twenty One Pilots - Vessel",9,D,D,1,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
7296,11329,0,A,"[84224, 163750, 165212, 48319, 178447, 234904, 227453, 137721, 207493, 162225]","[11329, 110640, 226680, 2800, 111156, 132754, 219015, 198523, 140570, 210921]","1. À bicyclette - Yves Montand - Master Serie; 2. Send Me An Angel - Scorpions - Crazy World; 3. Dirty Rain - Ryan Adams - Ashes & Fire; 4. Paradise - City and Colour - The Hurry And The Harm; 5. Go Your Own Way - 2004 Remastered Edition - Fleetwood Mac - Rumours; 6. White Flag - Dido - Life For Rent; 7. L'italiano - Toto Cutugno - L'Italiano; 8. Laura non c'è - Nek - Lei, gli amici e tutto il resto; 9. Je veux - Zaz - Zaz; 10. Baila Morena - Ciao Italia ! - The Very Best Of Italian Pop Songs","A. Hey Joe - Jimi Hendrix - Are You Experienced; B. Sunshine Of Your Love - Jimi Hendrix - Valleys Of Neptune; C. Stone Free - Jimi Hendrix - Are You Experienced; D. Little Wing - Jimi Hendrix - Axis: Bold As Love; E. Villanova Junction Blues - Jimi Hendrix - People, Hell & Angels; F. Like A Rolling Stone - Live At Monterey - Jimi Hendrix - Live At Monterey; G. Purple Haze - Live At Woodstock - Jimi Hendrix - Live at Woodstock; H. Manic Depression - Jimi Hendrix - Are You Experienced; I. Valleys of Neptune - Jimi Hendrix - Valleys Of Neptune; J. Red House - Jimi Hendrix - Are You Experienced",9,A,A,1,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
5458,169144,0,A,"[27056, 141089, 133258, 90316, 136741, 67900, 130251, 37160, 199859, 91255]","[169144, 9229, 66569, 162744, 88623, 80011, 239454, 152862, 238207, 184086]","1. Lady of the Ark - Kyle Craft - Dolls of Highland; 2. El Dorado - Sam Cohen - Cool It; 3. Let the Mountain Come to You - Sam Cohen - Cool It; 4. Disappearing Ink - David Bazan - Care; 5. Little Movies - Aaron Lee Tasjan - Silver Tears; 6. Young Men of Promise - Yellowbirds - Songs from the Vanished Frontier; 7. Kepler 62 - Sam Cohen - Cool It; 8. The Light - Sun Kil Moon - April; 9. Playing Dead - Christian Lee Hutson - Yeah Okay, I Know; 10. Leave on the Light - Alex Bleeker & The Freaks - How Far Away","A. Eating Paper - David Bazan - Strange Negotiations; B. A Way to You Again - Peter Bradley Adams - The Mighty Storm; C. Amargo Dolor (La Migra) - 20 Exitos - Recordar Es Vivir; D. Nightmares - Violent Femmes - 3; E. Tipsy - Instrumental - J-Kwon - Tipsy; F. Hard To Be - David Bazan - Curse Your Branches; G. My Way - From ""Sing"" Original Motion Picture Soundtrack - Seth MacFarlane - Sing; H. I Heard - C-Note - C.N.O.T.E Vs Gucci: Collectors Edition; I. Frozen - Coastal Remedy - To the World; J. La Verdad - J Alvarez - La Verdad",1,F,F,0,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
7857,3062,3,D,"[66034, 177240, 71779, 66278, 160667, 197909, 243287, 193976, 190788, 77011]","[235786, 72100, 135214, 3062, 102817, 53009, 109674, 221283, 112759, 65032]",1. Yo Te Amo - Fito Paez - Yo Te Amo; 2. A Thousand Miles - Vanessa Carlton - Be Not Nobody; 3. Pa' Mayté - Carlos Vives - La Tierra del Olvido; 4. Girl On Fire - Alicia Keys - Girl On Fire; 5. Adiós - Ricky Martin - A Quien Quiera Escuchar; 6. Do You Remember (Rami Ft. Karnaza) - DJ Mendez - Los Mendez; 7. Blame - Calvin Harris - Motion; 8. La Botella - Zion & Lennox - La Botella - Single; 9. Crazy - Aerosmith - Get A Grip; 10. Mi Persona Favorita - Río Roma - Otra Vida,"A. Dancin - Laidback Luke Remix - Aaron Smith - Dancin; B. Drummer Boy - Debi Nova - Luna Nueva; C. Por Última Vez - Debi Nova - Soy; D. Amor - Debi Nova - Soy; E. ITEYBC - Cospe - Super 1; F. Gal yuh Sexy - Dark Temptation Riddim - Mavado - Gal yuh Sexy - Single; G. Wounds - Kid Cudi - Passion, Pain & Demon Slayin'; H. Sky - Joshua Radin - Simple Times; I. Need 2 B Loved - Debi Nova - Luna Nueva; J. Fresh Eyes - Andy Grammer - Fresh Eyes",3,J,J,0,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
11456,253789,0,A,"[213830, 185222, 95147, 116648, 115841, 94472, 69851, 44849, 233534, 48354]","[253789, 30822, 158953, 227821, 196660, 136044, 92924, 241057, 32391, 192687]","1. Yo No Sé Mañana (salsa) - Luis Enrique - Ciclos; 2. A Escondida - Sexappeal - Porque No Vienes; 3. Me Llamaré Tuyo - Víctor Manuelle - Me Llamaré Tuyo Reloaded; 4. Un Hombre Normal - Yiyo Sarante - Lo Nuevo de Yiyo Sarante; 5. America - Yiyo Sarante - America (feat. Sexappeal, Pakole, Alex Matos, Felix Manuel, El Clasicom, Chiquito Team Band, Edwin el Futuro de la Salsa, Rut la Cantante & Revolution Salsera); 6. Agua Bendita - Víctor Manuelle - Que Suenen los Tambores; 7. Una Vez Más - Víctor Manuelle - Me Llamaré Tuyo Reloaded; 8. Cuando Ya No Me Acuerde de Ti - Víctor Manuelle - Que Suenen los Tambores; 9. Pirata - Original Version - Yiyo Sarante - Singles; 10. Nos Desacatamos - Chiquito Team Band - La Industria Salsera",A. Tu Amor Me Hace Bien - Salsa Version - Marc Anthony - Valio La Pena; B. Hasta Ayer - Marc Anthony - Todo A Su Tiempo; C. Llegaste A Mi - Marc Anthony - Todo A Su Tiempo; D. La Copa Rota - Marc Anthony - 3.0; E. Celos - Marc Anthony - Dos Clásicos; F. Muy Dentro De Mí (You Sang To Me) - Spanish Version - Marc Anthony - Marc Anthony; G. That's Okay - Marc Anthony - Marc Anthony; H. Te Conozco Bien - Marc Anthony - Todo A Su Tiempo; I. Hipocresía - Marc Anthony - 3.0; J. Ahora Quien - Salsa Version - Marc Anthony - Valio La Pena,9,J,J,0,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
12649,46681,4,E,"[108916, 110740, 206085, 127895, 115428, 230796, 169049, 196022, 11195, 5242]","[108197, 118799, 106746, 97242, 46681, 173298, 83630, 187292, 82158, 214200]","1. Ni**as In Paris - JAY Z - Top Five; 2. Hymn For The Weekend - Seeb Remix - Coldplay - A Head Full Of Dreams Tour Edition; 3. Dynamite (feat. Pretty Sister) - Nause - Dynamite (feat. Pretty Sister); 4. The Ocean - Mike Perry - The Ocean; 5. Devil (feat. Busta Rhymes, B.o.B & Neon Hitch) - Cash Cash - Blood, Sweat & 3 Years; 6. אוהבת לרקוד - קטריקס ודורון ביטון - אוהבת לרקוד; 7. Sing Me to Sleep - Alan Walker - Sing Me to Sleep; 8. F*ck Up Some Commas - Future - DS2; 9. Sail - AWOLNATION - Megalithic Symphony; 10. Superheroes - The Script - No Sound Without Silence",A. Gold Dust - Loosid Remix - Galantis - Gold Dust; B. In My Head - Galantis - Pharmacy; C. Water - Galantis - Pharmacy; D. Peanut Butter Jelly - GTA Remix - Galantis - Peanut Butter Jelly; E. No Money - Galantis - The Aviary; F. True Feeling - Galantis - The Aviary; G. Salvage (Up All Night) [feat.Poo Bear] - Galantis - The Aviary; H. Gold Dust - Galantis & Elgot VIP Mix - Galantis - Gold Dust; I. True Feeling - Galantis & shndō VIP Mix - Galantis - True Feeling; J. Dancin' To The Sound Of A Broken Heart - Galantis - Pharmacy,9,E,E,1,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
3600,72773,6,G,"[115824, 247893, 85482, 56735, 165507, 243842, 216117, 13244, 117000, 117738]","[146919, 225068, 97134, 126364, 234273, 85462, 72773, 25133, 205219, 168658]","1. I Won't Stop - nomad - I Won't Stop; 2. Shape of You - Ed Sheeran - ÷; 3. 1000 Nights - FRENSHIP - 1000 Nights; 4. Ways To Go - Grouplove - Spreading Rumours; 5. Young Blood - The Naked And Famous - Passive Me, Aggressive You; 6. Girls Like Me - Will Joseph Cook - Sweet Dreamer; 7. Carry You - Novo Amor - Bathing Beach; 8. Where It All Goes - Lostboycrow - Where It All Goes; 9. One Day At A Time - Quinn XCII - The Story of Us; 10. Cold Water (feat. Justin Bieber & MØ) - Major Lazer - Cold Water (feat. Justin Bieber & MØ)",A. Never Be Ready - Mat Kearney - City Of Black & White; B. Let It Rain - Mat Kearney - JUST KIDS; C. Two Hearts - Mat Kearney - Young Love; D. One Black Sheep - Mat Kearney - JUST KIDS; E. Fire & Rain - Mat Kearney - Playlist: The Very Best Of Mat Kearney; F. Ghost - Mat Kearney - JUST KIDS; G. Air I Breathe - Mat Kearney - JUST KIDS; H. Chasing The Light - Mat Kearney - Young Love; I. She Got The Honey - Mat Kearney - Young Love; J. Runaway Car - Mat Kearney - City Of Black & White,9,G,G,1,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
15591,123439,8,I,"[147147, 230849, 85419, 157569, 179210, 118571, 125780, 241722, 188496, 5690]","[22849, 58319, 207915, 27749, 243332, 73816, 247779, 121397, 123439, 74913]","1. falling up - Lyon - Falling Up; 2. Atlantis (feat. Kaiydo) - Bridgit Mendler - Atlantis (feat. Kaiydo); 3. Phone - LAYNE - The Black Hills; 4. Meteorite - From ""Bridget Jones's Baby"" Original Motion Picture Soundtrack - Years & Years - Meteorite; 5. Into You - Ariana Grande - Dangerous Woman; 6. Gold - Kiiara - Gold; 7. Crave - Tove Lo - Queen Of The Clouds; 8. Coastal - J Lisk - Coastal; 9. Drug Testing - Bobby Green - Drug Testing; 10. YOUTH - Troye Sivan - Blue Neighbourhood","A. Goldmine - Kilo Kish - Kitsuné Maison 15; B. O Death - Kate Mann - Rattlesnake On the Road; C. Sixteen - Rick Ross - God Forgives, I Don't; D. Always - J Lisk - Always; E. Home - J Lisk - Home; F. It's Racing - A Boy and His Kite - A Boy and His Kite; G. Instagram Models - J Lisk - Instagram Models; H. Where Is Your Love - J Lisk - Where Is Your Love; I. NYC - J Lisk - NYC; J. Welcome to the Family - A Day To Remember - Homesick",4,E,E,0,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
12698,152530,5,F,"[110278, 29096, 244435, 237881, 41013, 227720, 199181, 196390, 211644, 19467]","[219050, 166126, 36397, 29056, 133631, 152530, 18197, 153880, 173880, 181290]","1. Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) - Remix - Ty Dolla $ign - Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard); 2. Shameless - The Weeknd - Beauty Behind The Madness; 3. Outside - The Weeknd - Trilogy; 4. Crew Love - Drake - Take Care; 5. Live For - The Weeknd - Kiss Land; 6. Life Of The Party - The Weeknd - Trilogy; 7. Can't Feel My Face - The Weeknd - Beauty Behind The Madness; 8. In The Night - The Weeknd - Beauty Behind The Madness; 9. Kiss Land - The Weeknd - Kiss Land; 10. Secrets (feat. the Weeknd) - Jr. Hi - Virtual Lover - EP",A. Secrets - The Weeknd - Starboy; B. Stargirl Interlude - The Weeknd - Starboy; C. Lonely Star - The Weeknd - Trilogy; D. Ordinary Life - The Weeknd - Starboy; E. Often - Kygo Remix - The Weeknd - Often; F. Love In The Sky - The Weeknd - Kiss Land; G. Starboy - Kygo Remix - The Weeknd - Starboy; H. Wanderlust - Steve Pitron & Max Sanna Club Mix - The Weeknd - Wanderlust; I. Can't Feel My Face - Martin Garrix Remix - The Weeknd - Beauty Behind The Madness; J. True Colors - The Weeknd - Starboy,9,F,F,1,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
3728,89564,7,H,"[59438, 10725, 22589, 93681, 55989, 2695, 211472, 102086, 154371, 166220]","[32230, 167313, 9536, 122590, 252012, 192296, 68910, 89564, 56076, 205179]","1. Cabaret - Natasha Richardson - Cabaret (New Broadway Cast Recording); 2. Something's Coming - Matt Cavenaugh - West Side Story (New Broadway Cast Recording (2009)); 3. Don't Rain On My Parade - Barbra Streisand - Just For The Record...; 4. Beautiful - Jessie Mueller - Beautiful: The Carole King Musical (Original Broadway Cast Recording); 5. Goodbye - Aaron Tveit - Catch Me If You Can; 6. There Are Worse Things I Could Do - From ""Grease Live!"" Music From The Television Event - Vanessa Hudgens - Grease Live!; 7. A Musical - Brad Oscar - Something Rotten! (Original Broadway Cast Recording); 8. One Song Glory - Adam Pascal - RENT (Original Motion Picture Soundtrack); 9. Annie: I Don't Need Anything But You - Andrea McArdle - Annie (Original Broadway Cast Recording); 10. A Whole New World - Adam Jacobs - Aladdin Original Broadway Cast Recording","A. Lean On - Campsite Dream - Lean On; B. Dis moi josephine - Joséphine Baker - Collection disques Pathe; C. The Adams Administration - Original Broadway Cast of Hamilton - Hamilton; D. Quutamo - Apocalyptica - Apocalyptica; E. Stay Alive - Original Broadway Cast of Hamilton - Hamilton; F. The Reynolds Pamphlet - Original Broadway Cast of Hamilton - Hamilton; G. Cross Road Blues - Robert Johnson - King Of The Delta Blues Singers; H. Who Lives, Who Dies, Who Tells Your Story - Original Broadway Cast of Hamilton - Hamilton; I. Marlene - Kevin Coyne - Marjory Razorblade; J. Don't Come To LA - YG - Still Brazy",3,H,H,1,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
11521,186513,0,A,"[243611, 222803, 65632, 86532, 97431, 176588, 30286, 168198, 26282, 150166]","[186513, 28495, 49378, 228469, 197106, 119808, 27161, 134873, 175772, 106482]","1. Big Apple Dreamin' (Hippo) - Alice Cooper - Muscle Of Love; 2. The Schuyler Sisters - Renée Elise Goldsberry - Hamilton; 3. Summer in the City - Remastered - The Lovin' Spoonful - Hums Of The Lovin' Spoonful; 4. Empire State Of Mind - JAY Z - The Blueprint 3; 5. Take The ""A"" Train - Duke Ellington - Toute La Musique En 10 CD; 6. The Boxer - Simon & Garfunkel - Bridge Over Troubled Water; 7. New York State of Mind - Barbra Streisand - Partners; 8. Bleecker Street - Simon & Garfunkel - Wednesday Morning, 3 A.M.; 9. Strangers In The Night - Frank Sinatra - Strangers In The Night; 10. Across 110th Street - Bobby Womack - Midnight Mover: The Bobby Womack Story","A. Breakfast At Tiffany's - Deep Blue Something - Home; B. Breakfast At Tiffany's - Deep Blue Something - 11th Song; C. Tu Veras Que Rico Es - Justo Betancourt - Leguleya No; D. 我愛他 - Della - 夜貓; E. Off The Record with Charla Corn - Aaron Watson - Real Good Time; F. Purple Rain - Various Artists - Striptease Music; G. Breakfast at Tiffanys - Deep Blue Something - Radio WoodStock 25th Anniversary; H. Swamp Of Love - King Tuff - King Tuff; I. Let The Good Times Roll - Natural Child - Hard In Heaven; J. Now You're Gone - Radio Edit - Basshunter - LOL <(^^,)>",2,A,A,1,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
1189,148148,8,I,"[112459, 177003, 127268, 226463, 198056, 36368, 122016, 68271, 34371, 65803]","[15875, 178487, 241172, 84328, 58868, 145495, 227309, 143720, 148148, 81621]","1. Don't Stop Me Now - Remastered - Queen - Jazz; 2. Walk Like an Egyptian - The Bangles - Different Light; 3. Hey, Soul Sister - Train - Save Me, San Francisco (Golden Gate Edition); 4. Pour Some Sugar On Me (2012) - Def Leppard - Pour Some Sugar On Me (2012); 5. Summer Of '69 - Bryan Adams - Reckless; 6. Since U Been Gone - Kelly Clarkson - Breakaway; 7. Super Bass - Nicki Minaj - Pink Friday; 8. Crazy In Love - Beyoncé - Dangerously In Love (Alben für die Ewigkeit); 9. Rich Girl - Gwen Stefani - Love Angel Music Baby; 10. Toxic - Britney Spears - In The Zone",A. I Just Wanna See - Smash Mouth - Astro Lounge; B. You Are My Number One - Radio Mix #2/album version - Smash Mouth - Get The Picture; C. Waste - Smash Mouth - Astro Lounge; D. Radio - Smash Mouth - Astro Lounge; E. Hot - Smash Mouth - Get The Picture; F. Stoned - Smash Mouth - Astro Lounge; G. Can't Get Enough Of You Baby - Smash Mouth - Astro Lounge; H. Holiday In My Head - Smash Mouth - Smash Mouth; I. All Star - Smash Mouth - Astro Lounge; J. I'm A Believer - Smash Mouth - Smash Mouth,9,I,I,1,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
16923,188954,7,H,"[172081, 155121, 84931, 189383, 109500, 154469, 41961, 68082, 139947, 43123]","[73272, 99430, 236506, 202174, 119830, 108011, 239330, 188954, 238592, 248751]","1. Friends (feat. Bon Iver) - Francis and the Lights - Farewell, Starlite!; 2. Waves - Kanye West - The Life Of Pablo; 3. Playing with Fire - Nick Leng - Drivers; 4. You Can Fall in Love With Anyone - Jamaican Queens - Downers; 5. 10 d E A T h b R E a s T ⚄ ⚄ - Extended Version - Bon Iver - 22/10; 6. La Loose - Waxahatchee - Ivy Tripp; 7. Barricade (Matter of Fact) - Yumi Zouma - Yoncalla; 8. Higher - Carly Rae Jepsen - EMOTION SIDE B +; 9. Manhattan - Blossom Dearie - Once Upon A Summertime; 10. Closer - The Chainsmokers - Closer","A. Pyramids - DVBBS - We Were Young; B. Call - Francesco Yates - Francesco Yates; C. Philosophize In It! Chemicalize With It! - Kishi Bashi - Lighght; D. Get To You - A Boogie Wit da Hoodie - The Bigger Artist; E. Hotel - Kita Alexander - Hotel; F. Heaven - Amber Run - 5AM (Deluxe); G. Little Bitch - Big D and the Kids Table - How It Goes; H. Plain Sight - Kita Alexander - Like You Want To EP; I. Broken Strings - James Morrison - Songs For You, Truths For Me; J. Infinity Focus - Starfawn - Starfawn EP",1,H,H,1,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
4599,122475,2,C,"[119215, 102992, 101113, 193276, 22050, 132830, 216788, 46989, 219357, 170616]","[33520, 155205, 122475, 19868, 89211, 22136, 111049, 1129, 228022, 67898]",1. Worth It - Fifth Harmony - Reflection; 2. Gravity - John Mayer - Continuum; 3. Drift - Galimatias - Urban Flora EP; 4. Fantasy - Alina Baraz - Urban Flora EP; 5. White Teeth Teens - Lorde - Pure Heroine; 6. Ocean - Dream Koala - Odyssey; 7. Florida Kilos - Lana Del Rey - Ultraviolence; 8. Forrest Gump - Frank Ocean - channel ORANGE; 9. Apartment - Young the Giant - Young the Giant; 10. Sober - Childish Gambino - Kauai,"A. Snap Out Of It - Arctic Monkeys - AM; B. You Probably Couldn't See For The Lights But You Were Staring Straight At Me - Arctic Monkeys - Whatever People Say I Am, That's What I'm Not; C. 505 - Arctic Monkeys - Favourite Worst Nightmare; D. Don't Sit Down 'Cause I've Moved Your Chair - Arctic Monkeys - Suck It and See; E. 2013 - Arctic Monkeys - Do I Wanna Know?; F. Love is a Laserquest - Arctic Monkeys - Suck It and See; G. Leave Before The Lights Come On - Arctic Monkeys - Leave Before The Lights Come On; H. You're So Dark - Arctic Monkeys - One For The Road; I. Still Take You Home - Arctic Monkeys - Whatever People Say I Am, That's What I'm Not; J. No. 1 Party Anthem - Arctic Monkeys - AM",9,A,A,0,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
16815,171215,4,E,"[122475, 16704, 238002, 170576, 199039, 3562, 67898, 22572, 246995, 144807]","[218184, 31841, 115098, 30433, 171215, 206955, 184948, 15442, 81062, 119629]",1. 505 - Arctic Monkeys - Favourite Worst Nightmare; 2. Sign of the Times - Harry Styles - Harry Styles; 3. Seven Wonders (Early Version) - Fleetwood Mac - Tango In the Night (Deluxe); 4. Cold Cold Cold - Cage The Elephant - Tell Me I'm Pretty; 5. Heroin - Lana Del Rey - Lust For Life; 6. You Know I'm No Good - Amy Winehouse - Back To Black; 7. No. 1 Party Anthem - Arctic Monkeys - AM; 8. Heal - Tom Odell - Long Way Down (Deluxe); 9. Wish You Were Here - Pink Floyd - Wish You Were Here; 10. LOVE. FEAT. ZACARI. - Kendrick Lamar - DAMN.,"A. Undercover Martyn - Passion Pit Remix - Two Door Cinema Club - Tourist History Remix EP; B. Something Good Can Work (RAC Remix) - Two Door Cinema Club - Ritz Bar Paris - Session One; C. Something Good Can Work - The Twelves remix - Two Door Cinema Club - Something Good Can Work; D. Eat That Up, Its Good For You - Two Door Cinema Club - Tourist History; E. Are We Ready? (Wreck) - Two Door Cinema Club - Gameshow; F. You're Not Stubborn - Two Door Cinema Club - Tourist History; G. Good Morning - Two Door Cinema Club - Gameshow; H. Handshake - Two Door Cinema Club - Beacon; I. Undercover Martyn - Whatever Whatever Remix - Two Door Cinema Club - Tourist History Remix EP; J. Someday - Two Door Cinema Club - Beacon",9,D,D,0,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
4288,240168,4,E,"[93926, 34985, 66378, 90492, 54743, 163114, 222464, 196551, 239722, 195466]","[228404, 88902, 151329, 245545, 240168, 210316, 133646, 28649, 39559, 192249]",1. Relaxed - Route 8 - Dry Thoughts; 2. Ocean Floor Kisses - Galimatias - Ocean Floor Kisses; 3. Deep Blues - Session Victim Remix - Jesper Ryom - Deep Blues; 4. Knowledge Of Selfie - Jay Daniel - Broken Knowz; 5. Hadal Zone - Patricia - Bem Inventory; 6. Girl Like You - Chaos In The CBD - Dusty Sundays; 7. Myrtle Music - Original Mix - Earth Boys - Myrtle Music; 8. Won't Let You Down - Maya Jane Coles - Won't Let You Down EP; 9. Element - Palace - Vision; 10. Beautiful Day - Tantsui - Beautiful Day,"A. You, You Are God - Live - Gateway Worship - Living for You; B. From Nothing - Wild Ones - Keep It Safe; C. Satellites - EMA - The Future's Void; D. A Matter Of Time - Foo Fighters - Wasting Light; E. Little & Often - Conor C - 045 One; F. Goliath - Graveyard - Lights Out; G. Early In The Morning, I'll Come Calling - James Vincent McMorrow - Early In The Morning; H. C-3P0's Plight - Kaskade - Star Wars Headspace; I. Poisson Rouge - Saint Privat - Superflu; J. Overdose - The Internet Remix - Raleigh Ritchie - Black and Blue Point Two",0,J,J,0,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
18162,243284,6,G,"[22609, 138224, 165530, 243183, 146369, 54751, 148421, 10584, 235058, 226814]","[197239, 100255, 198504, 11089, 170386, 90859, 243284, 222043, 142361, 104480]","1. Summer Sixteen - Drake - Summer Sixteen; 2. Faded - Tyga - Careless World: Rise Of The Last King; 3. Might Not - Belly - Up For Days; 4. goosebumps - Travis Scott - Birds In The Trap Sing McKnight; 5. Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit) - Kid Cudi - Pursuit Of Happiness; 6. Jordan Belfort - Wes Walker - Jordan Belfort; 7. Back That Azz Up - Juvenile - 400 Degreez; 8. Mask Off - Future - FUTURE; 9. Sheesh - Josh Sallee - Sheesh; 10. Thizzle Dance - Mac Dre - Don't Hate The Player, Hate The Game #2 - Hosted By DJ Rick Lee",A. Talk Dirty (feat. 2 Chainz) - TJR Remix - Jason Derulo - Talk Dirty [feat. 2 Chainz]; B. Swalla (feat. Nicki Minaj & Ty Dolla $ign) - Wideboys Remix - Jason Derulo - Swalla (feat. Nicki Minaj & Ty Dolla $ign); C. Don't Wanna Go Home - 7th Heaven Radio Edit - Jason Derulo - Reloaded; D. In My Head - feat. Nicki Minaj - Jason Derulo - In My Head EP; E. Broke (feat. Stevie Wonder & Keith Urban) - Jason Derulo - Everything Is 4; F. Whatcha Say - Klubjumpers Remix Radio - Jason Derulo - Reloaded; G. Swalla (feat. Nicki Minaj & Ty Dolla $ign) - Jason Derulo - Swalla (feat. Nicki Minaj & Ty Dolla $ign); H. Swalla (feat. Nicki Minaj & Ty Dolla $ign) - After Dark Remix - Jason Derulo - Swalla (feat. Nicki Minaj & Ty Dolla $ign); I. Wiggle (feat. Snoop Dogg) - TWRK Remix - Jason Derulo - Wiggle (feat. Snoop Dogg); J. With The Lights On - Jason Derulo - Talk Dirty,9,G,G,1,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
5187,240315,3,D,"[57576, 21703, 128319, 35185, 155299, 246649, 76016, 250577, 37823, 217159]","[117401, 34613, 162562, 240315, 21379, 163840, 154255, 104218, 26286, 36534]",1. Shit On You - D12 - Curtain Call; 2. Phenomenal - Eminem - Southpaw; 3. My Darling - Eminem - Relapse: Refill; 4. Desperation - Eminem - The Marshall Mathers LP2; 5. I'm Back - Eminem - The Marshall Mathers LP; 6. Ricky Ticky Toc - Eminem - Encore; 7. You’re Never Over - Eminem - Recovery; 8. No Love - Eminem - Recovery; 9. One Shot 2 Shot - Eminem - Encore; 10. Crack A Bottle - Eminem - Relapse,A. 3 a.m. - Travis Barker Remix - Eminem - 3 a.m.; B. Deja Vu - Eminem - Relapse: Refill; C. Guilty Conscience - Radio Version - Eminem - Curtain Call; D. My 1st Single - Eminem - Encore; E. Love Game - Eminem - The Marshall Mathers LP2; F. Rock Bottom - Eminem - The Slim Shady LP; G. Say What You Say - Eminem - The Eminem Show; H. We're Back - Eminem - Eminem Presents The Re-Up; I. 8 Mile - Soundtrack Version - Eminem - 8 Mile; J. Public Service Announcement - Eminem - The Slim Shady LP,9,B,B,0,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
8974,85125,5,F,"[51831, 208892, 112317, 202249, 102607, 5291, 198660, 102865, 182707, 186829]","[23646, 227988, 242889, 44385, 242874, 85125, 109455, 60435, 105898, 39634]",1. Aftergold - Big Wild - Aftergold; 2. Drive - Oh Wonder - Oh Wonder; 3. Limelight - NGHTMRE Remix - Just A Gent - Limelight; 4. Drifter - Hippie Sabotage - Drifter; 5. My Way - Calvin Harris - My Way; 6. Waiting Too Long - Hippie Sabotage - Waiting Too Long; 7. Be Right There - Boombox Cartel Remix - Diplo - Be Right There (Remixes); 8. Walk on by (Sound Remedy Remix) - Noosa - Walk on by (Sound Remedy Remix); 9. Thief - Ookay - Thief; 10. Live This Nightmare - NGHTMRE Remix - The Griswolds - Live This Nightmare,A. Borderline - Salvatore Ganacci Remix - Tove Styrke - Borderline - EP; B. High And Low - Juuso Pikanen Remix - Tove Styrke - High And Low; C. ... Baby One More Time - Tove Styrke - ... Baby One More Time; D. Mistakes - Tove Styrke - Mistakes; E. Four Elements - Tove Styrke - Tove Styrke; F. Borderline - Vanic Remix - Tove Styrke - Borderline; G. Ego - Bearson Remix - Tove Styrke - Ego; H. Number One - Tove Styrke - Kiddo; I. Borderline - Tove Styrke - Kiddo; J. Even If I'm Loud It Doesn't Mean I'm Talking to You - Tove Styrke - Kiddo,9,F,F,1,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
