row_idx,bundle_id,true_indice,true_option_idx,true_option_char,prediction,pred_option_idx,hit,skipped,skip_reason,num_input_items,num_valid_input_embeddings,num_candidates,input_gt_sim,input_neg_sim_mean,input_neg_sim_max,input_neg_sim_min,input_gt_margin_vs_neg_mean,input_gt_margin_vs_best_neg,input_gt_rank,input_gt_top1,input_gt_top3,input_gt_mrr,input_semantic_top_option_idx,input_semantic_top_item,input_semantic_top_sim,pred_input_sim,pred_is_input_semantic_top1,pred_input_rank,pairmean_input_gt_sim,pairmean_input_neg_sim_mean,pairmean_input_neg_sim_max,pairmean_input_gt_margin_vs_best_neg,pairmean_input_gt_rank,pairmean_input_gt_top1,pairmax_input_gt_sim,pairmax_input_neg_sim_mean,pairmax_input_neg_sim_max,pairmax_input_gt_margin_vs_best_neg,pairmax_input_gt_rank,pairmax_input_gt_top1,gt_to_distractor_sim_mean,gt_to_distractor_sim_max,gt_to_distractor_sim_min,candidate_ids,input_sims_by_option
13,7857,3062,7,H,H,7,1,0,,5,5,10,0.9974343776702881,-0.11009295284748077,0.9973534941673279,-0.9973929524421692,1.1075273752212524,8.088350296020508e-05,1,1,1,1.0,7,3062,0.9974343776702881,0.9974343776702881,1,1,0.20043954253196716,-0.022123711183667183,0.20042338967323303,1.615285873413086e-05,1,1,0.9999983906745911,0.9999701380729675,1.0000001192092896,-1.7285346984863281e-06,5,0,-0.11091050505638123,0.9999993443489075,-0.9999998211860657,"[239238, 250560, 131082, 7531, 7750, 53107, 145410, 3062, 26394, 77910]","[-0.9967533349990845, -0.997079074382782, 0.9973534941673279, -0.9914498329162598, 0.9971866607666016, 0.9971805214881897, -0.9973929524421692, 0.9974343776702881, 0.9972416162490845, -0.997123658657074]"
14,11456,253789,8,I,I,8,1,0,,5,5,10,0.9999866485595703,0.7777650356292725,0.9999839067459106,-0.9999823570251465,0.22222161293029785,2.7418136596679688e-06,1,1,1,1.0,8,253789,0.9999866485595703,0.9999866485595703,1,1,0.20029088854789734,0.1557813137769699,0.20029029250144958,5.960464477539062e-07,1,1,0.9999999403953552,0.9999207258224487,0.9999995827674866,3.5762786865234375e-07,1,1,0.7777749300003052,0.9999989867210388,-0.9999875426292419,"[134265, 13159, 67377, 146080, 190483, 190606, 6857, 75229, 253789, 15036]","[0.9999831914901733, 0.9999839067459106, 0.999983549118042, 0.9999836683273315, 0.9999833106994629, 0.9999836087226868, 0.9999834299087524, -0.9999823570251465, 0.9999866485595703, 0.9999831318855286]"
15,12649,46681,5,F,F,5,1,0,,5,5,10,1.0,0.11421874910593033,0.9999999403953552,-0.9999998211860657,0.8857812285423279,5.960464477539063e-08,1,1,1,1.0,5,46681,1.0,1.0,1,1,1.0,0.11421876400709152,1.0,0.0,1,1,1.000000238418579,0.11422472447156906,1.0000001192092896,1.1920928955078125e-07,1,1,0.11422545462846756,1.0,-0.9999996423721313,"[220933, 242740, 148299, 54618, 220960, 46681, 93934, 71189, 116432, 65992]","[-0.9999998211860657, -0.972449004650116, -0.9999339580535889, 0.9999998807907104, 0.9999971389770508, 1.0, -0.9996231198310852, 0.9999999403953552, 0.9999999403953552, 0.9999778270721436]"
16,3600,72773,1,B,B,1,1,0,,5,5,10,0.9999998807907104,0.11112051457166672,1.0000001192092896,-0.9999999403953552,0.8888793587684631,-2.384185791015625e-07,3,0,1,0.3333333333333333,2,153973,1.0000001192092896,0.9999998807907104,0,3,0.9999998807907104,0.11112051457166672,1.0,-1.1920928955078125e-07,3,0,1.0,0.11112120747566223,1.000000238418579,-2.384185791015625e-07,3,0,0.11112097650766373,1.0,-0.9999998807907104,"[34832, 72773, 153973, 165113, 157505, 210842, 169170, 109884, 169574, 11345]","[0.9999916553497314, 0.9999998807907104, 1.0000001192092896, -0.9999999403953552, -0.9999979138374329, -0.9999037384986877, 0.9999947547912598, 1.0, 0.9999996423721313, -0.9999998211860657]"
17,15591,123439,5,F,J,9,0,0,,5,5,10,-0.9999598264694214,0.5559265613555908,0.9999984502792358,-0.9999985694885254,-1.5558863878250122,-1.9999582767486572,9,0,0,0.1111111111111111,6,65006,0.9999984502792358,0.9999406337738037,0,6,-0.20001661777496338,0.11119900643825531,0.2000243216753006,-0.4000409245491028,9,0,0.9999955892562866,0.9997647404670715,1.0000001192092896,-4.5299530029296875e-06,7,0,-0.5558788776397705,0.9999610185623169,-1.0,"[14771, 235582, 124367, 227737, 66044, 123439, 65006, 180371, 229687, 235496]","[0.9999601244926453, 0.999956488609314, 0.9999311566352844, 0.9999619722366333, -0.9999985694885254, -0.9999598264694214, 0.9999984502792358, -0.9963701963424683, 0.9999585151672363, 0.9999406337738037]"
18,12698,152530,6,G,G,6,1,0,,5,5,10,1.0,-0.11076527088880539,1.0,-0.9999991655349731,1.1107652187347412,0.0,1,1,1,1.0,6,152530,1.0,1.0,1,1,1.0,-0.11076526343822479,1.0,0.0,1,1,1.0,-0.1107601597905159,1.000000238418579,-2.384185791015625e-07,3,0,-0.11076687276363373,1.0,-0.9999989867210388,"[237479, 128584, 103307, 23316, 243718, 56422, 152530, 172587, 14130, 35598]","[-0.9999982118606567, -0.9997256994247437, -0.9999991655349731, -0.9999987483024597, 0.9999997615814209, -0.9971652030944824, 1.0, 0.9999998211860657, 1.0, 1.0]"
19,3728,89564,5,F,F,5,1,0,,5,5,10,-0.999127209186554,0.33312880992889404,0.999933660030365,-0.9991232752799988,-1.3322560787200928,-1.999060869216919,10,0,0,0.1,1,30696,0.999933660030365,-0.999127209186554,0,10,-0.19992777705192566,0.06665986776351929,0.20008906722068787,-0.4000168442726135,10,0,1.0000001192092896,0.9999096989631653,0.9999995827674866,5.364418029785156e-07,1,1,-0.3331694006919861,0.9999987483024597,-0.9999973773956299,"[81042, 30696, 220008, 72092, 127256, 89564, 21064, 42916, 17564, 88105]","[-0.9991148114204407, 0.999933660030365, -0.9991232752799988, 0.9990537166595459, 0.9994867444038391, -0.999127209186554, 0.9998301267623901, 0.9973228573799133, 0.999764621257782, -0.9989944100379944]"
20,11521,186513,8,I,I,8,1,0,,5,5,10,0.9999998807907104,-0.11057421565055847,0.9999998807907104,-0.9999992251396179,1.1105741262435913,0.0,2,0,1,0.5,5,74669,0.9999998807907104,0.9999998807907104,0,2,0.19999995827674866,-0.022114841267466545,0.20000000298023224,-4.470348358154297e-08,2,0,0.9999998807907104,0.9992673397064209,1.0,-1.1920928955078125e-07,2,0,-0.11056650429964066,1.0,-0.9999994039535522,"[183254, 220403, 237662, 130468, 133558, 74669, 224327, 207847, 186513, 221216]","[-0.9949806332588196, -0.9999992251396179, 0.9999715089797974, 0.9999980330467224, -0.9992937445640564, 0.9999998807907104, -0.9999975562095642, -0.9999878406524658, 0.9999998807907104, 0.9991216659545898]"
21,1189,148148,2,C,C,2,1,0,,5,5,10,1.0,-0.5555459260940552,0.9999998211860657,-0.9999999403953552,1.5555459260940552,1.7881393432617188e-07,1,1,1,1.0,2,148148,1.0,1.0,1,1,1.0,-0.5555459260940552,0.9999998211860657,1.7881393432617188e-07,1,1,1.0,-0.5555455684661865,0.9999998807907104,1.1920928955078125e-07,1,1,-0.5555459856987,0.9999997615814209,-0.9999999403953552,"[234034, 179754, 148148, 17742, 145031, 72730, 48309, 41355, 219174, 165079]","[-0.9999998211860657, 0.9999991655349731, 1.0, 0.9999998211860657, -0.9999966621398926, -0.9999504089355469, -0.9999999403953552, -0.9999996423721313, -0.9999867081642151, -0.9999791979789734]"
22,16923,188954,2,C,C,2,1,0,,5,5,10,0.9999843835830688,0.11114830523729324,0.999996542930603,-0.999988317489624,0.8888360857963562,-1.2159347534179688e-05,5,0,0,0.2,8,198469,0.999996542930603,0.9999843835830688,0,5,0.6000303030014038,0.06669342517852783,0.600037693977356,-7.3909759521484375e-06,5,0,1.0,0.9998080134391785,1.0,0.0,1,1,0.11116797477006912,0.9999997615814209,-0.9999982118606567,"[199827, 101362, 188954, 105627, 246084, 253580, 179534, 55361, 198469, 196882]","[0.9999878406524658, 0.9999897480010986, 0.9999843835830688, -0.999988317489624, 0.9999803304672241, -0.9999719858169556, 0.9999898076057434, -0.999947190284729, 0.999996542930603, -0.9997019171714783]"
23,4599,122475,2,C,C,2,1,0,,5,5,10,1.0,0.33333396911621094,0.9999999403953552,-0.9999997615814209,0.6666660308837891,5.960464477539063e-08,1,1,1,1.0,2,122475,1.0,1.0,1,1,1.0,0.33333396911621094,1.0,0.0,2,0,1.0,0.33333441615104675,1.0000001192092896,-1.1920928955078125e-07,3,0,0.3333338797092438,0.9999999403953552,-0.9999997615814209,"[26604, 148498, 122475, 186927, 93142, 43117, 106460, 6111, 175436, 86465]","[0.9999999403953552, -0.9999997615814209, 1.0, 0.9999998807907104, -0.9999917149543762, 0.9999998807907104, -0.9999946355819702, 0.9999951124191284, 0.9999998807907104, 0.9999972581863403]"
24,16815,171215,2,C,C,2,1,0,,5,5,10,1.0000001192092896,0.999998927116394,1.0,0.9999922513961792,1.1920928955078125e-06,1.1920928955078125e-07,1,1,1,1.0,2,171215,1.0000001192092896,1.0000001192092896,1,1,0.9999998807907104,0.9999988079071045,1.0,-1.1920928955078125e-07,3,0,0.9999999403953552,0.9999990463256836,1.0000001192092896,-1.7881393432617188e-07,7,0,0.9999988079071045,1.0,0.999991774559021,"[78302, 67564, 171215, 160847, 152556, 243367, 78811, 164091, 82537, 59498]","[1.0, 0.9999922513961792, 1.0000001192092896, 1.0, 1.0, 1.0, 0.9999992847442627, 1.0, 0.9999988079071045, 1.0]"
25,4288,240168,0,A,A,0,1,0,,5,5,10,0.9721066355705261,0.15545794367790222,0.9999998807907104,-0.9999970197677612,0.8166487216949463,-0.027893245220184326,6,0,0,0.16666666666666666,2,107205,0.9999998807907104,0.9721066355705261,0,6,0.9721012115478516,0.15545712411403656,0.9999942779541016,-0.02789306640625,6,0,0.9733611345291138,0.15611086785793304,0.9999995231628418,-0.026638388633728027,6,0,0.1788807064294815,0.9985960721969604,-0.9730852842330933,"[240168, 142178, 107205, 250809, 129770, 157531, 243684, 145646, 219609, 91616]","[0.9721066355705261, 0.9999599456787109, 0.9999998807907104, 0.9977566599845886, -0.9999931454658508, -0.5813642740249634, -0.9999904632568359, 0.9827574491500854, -0.9999970197677612, 0.9999924302101135]"
26,18162,243284,4,E,E,4,1,0,,5,5,10,1.0000001192092896,0.33332696557044983,1.000000238418579,-0.9999977350234985,0.6666731834411621,-1.1920928955078125e-07,2,0,1,0.5,9,136824,1.000000238418579,1.0000001192092896,0,2,0.9999998807907104,0.33332693576812744,1.0,-1.1920928955078125e-07,2,0,1.0,0.33332735300064087,1.0000001192092896,-1.1920928955078125e-07,2,0,0.33332711458206177,1.0,-0.9999978542327881,"[25260, 87542, 175706, 20129, 243284, 102062, 124696, 212718, 157224, 136824]","[-0.9999631643295288, 0.9999793767929077, 0.9999123215675354, 0.9999998211860657, 1.0000001192092896, 0.9999979734420776, 0.9999999403953552, -0.999985933303833, -0.9999977350234985, 1.000000238418579]"
27,5187,240315,7,H,H,7,1,0,,5,5,10,0.9999998807907104,-0.11102332174777985,0.9999999403953552,-0.9999998807907104,1.111023187637329,-5.960464477539063e-08,2,0,1,0.5,5,253124,0.9999999403953552,0.9999998807907104,0,2,0.9999998211860657,-0.11102332919836044,0.9999998807907104,-5.960464477539063e-08,2,0,1.0,-0.11101909726858139,1.0,0.0,2,0,-0.1110285148024559,0.9999998807907104,-0.9999996423721313,"[2992, 227574, 251413, 218723, 125766, 253124, 42906, 240315, 160482, 1375]","[-0.9999997615814209, -0.9999998807907104, -0.9977774024009705, 0.9999984502792358, -0.9999973177909851, 0.9999999403953552, 0.9985682964324951, 0.9999998807907104, 0.9999972581863403, -0.9999994039535522]"
28,8974,85125,3,D,D,3,1,0,,5,5,10,1.0,0.11172132939100266,1.0,-0.9999996423721313,0.8882786631584167,0.0,1,1,1,1.0,3,85125,1.0,1.0,1,1,1.0,0.11172132939100266,1.0,0.0,1,1,1.0000001192092896,0.11172349005937576,1.0,1.1920928955078125e-07,1,1,0.11172297596931458,1.0,-0.9999998807907104,"[49247, 7398, 208768, 85125, 86581, 245935, 107552, 171268, 136701, 247541]","[-0.9999827742576599, 0.9999955892562866, -0.999996542930603, 1.0, 0.999998152256012, -0.9999996423721313, 1.0, 1.0, 0.9999852776527405, -0.9945079684257507]"
29,17342,73526,7,H,H,7,1,0,,5,5,10,1.0,0.7777808308601379,1.0,-0.9999641180038452,0.22221916913986206,0.0,1,1,1,1.0,7,73526,1.0,1.0,1,1,1.0,0.7777808308601379,1.0,0.0,2,0,1.0000001192092896,0.777781069278717,1.0000001192092896,0.0,1,1,0.7777808308601379,1.0000001192092896,-0.9999647736549377,"[160501, 239648, 156609, 17880, 127891, 66734, 32390, 73526, 37422, 129957]","[0.9999996423721313, 0.9999995231628418, 0.9999999403953552, 0.9999996423721313, 0.9999997615814209, -0.9999641180038452, 0.9999935626983643, 1.0, 1.0, 0.9999998807907104]"
30,19778,280,8,I,I,8,1,0,,5,5,10,0.9999923706054688,0.33364248275756836,0.9999836087226868,-0.9999819993972778,0.6663498878479004,8.761882781982422e-06,1,1,1,1.0,8,280,0.9999923706054688,0.9999923706054688,1,1,0.6000506281852722,0.20020395517349243,0.6000454425811768,5.185604095458984e-06,1,1,0.9999969601631165,0.9998204112052917,1.0,-3.039836883544922e-06,7,0,0.3336183428764343,0.9999983906745911,-0.9999978542327881,"[86439, 18239, 189120, 244369, 229653, 215480, 142729, 67558, 280, 74958]","[0.9999759793281555, 0.9999828338623047, -0.9971317648887634, 0.9999796748161316, -0.9999819993972778, 0.9999836087226868, 0.999980628490448, -0.9999775886535645, 0.9999923706054688, 0.9999707937240601]"
31,8316,176073,5,F,F,5,1,0,,5,5,10,1.0,0.5558431148529053,0.9999999403953552,-0.9999997615814209,0.4441568851470947,5.960464477539063e-08,1,1,1,1.0,5,176073,1.0,1.0,1,1,0.9999998807907104,0.5558431148529053,0.9999998211860657,5.960464477539063e-08,1,1,1.0000001192092896,0.5558509826660156,1.0000001192092896,0.0,2,0,0.5558431148529053,1.0,-0.9999998807907104,"[13461, 146676, 36114, 195360, 115525, 176073, 206574, 171999, 60812, 196006]","[-0.9973999857902527, 0.9999995231628418, 0.9999961256980896, 0.9999999403953552, 0.9999995827674866, 1.0, 0.9999991655349731, 0.9999943971633911, 0.9999993443489075, -0.9999997615814209]"
32,9100,193661,2,C,C,2,1,0,,5,5,10,0.9999991655349731,-0.11122005432844162,0.9999979734420776,-0.9999980330467224,1.1112191677093506,1.1920928955078125e-06,1,1,1,1.0,2,193661,0.9999991655349731,0.9999991655349731,1,1,0.9999958872795105,-0.11121968179941177,0.9999946355819702,1.2516975402832031e-06,1,1,1.0000001192092896,-0.11119519174098969,0.9999996423721313,4.76837158203125e-07,1,1,-0.11121395230293274,0.9999996423721313,-0.9999998211860657,"[96398, 229290, 193661, 195543, 100354, 46455, 110449, 223748, 97281, 219672]","[-0.9999966621398926, -0.9999979734420776, 0.9999991655349731, 0.9996973276138306, -0.9999963045120239, 0.9999979734420776, -0.999975323677063, 0.9999963641166687, -0.9999980330467224, 0.999292254447937]"
33,19567,51334,5,F,F,5,1,0,,5,5,10,1.0,0.11165253072977066,1.0000001192092896,-0.9999989867210388,0.8883474469184875,-1.1920928955078125e-07,2,0,1,0.5,2,160092,1.0000001192092896,1.0,0,2,0.9999998807907104,0.11165249347686768,1.0,-1.1920928955078125e-07,2,0,1.0,0.1116592213511467,1.0000001192092896,-1.1920928955078125e-07,2,0,0.11165113002061844,1.0,-0.9999987483024597,"[253775, 182663, 160092, 170115, 2422, 51334, 54595, 171733, 10899, 195008]","[0.9999994039535522, -0.9998635053634644, 1.0000001192092896, 0.999987006187439, 0.9999993443489075, 1.0, -0.9952822923660278, -0.999968409538269, -0.9999989867210388, 1.0]"
34,19907,194354,9,J,J,9,1,0,,5,5,10,1.0,0.11114796996116638,1.0,-0.9999999403953552,0.8888520002365112,0.0,2,0,1,0.5,5,242073,1.0,1.0,0,2,1.0,0.11114794760942459,1.0,0.0,2,0,1.0000001192092896,0.11114843934774399,1.0,1.1920928955078125e-07,1,1,0.11114856600761414,1.0,-1.0,"[109628, 189425, 2940, 26659, 14920, 242073, 234835, 107270, 9028, 194354]","[-0.9999994039535522, 0.9999998211860657, -0.9999999403953552, -0.9996243715286255, 0.9999998807907104, 1.0, -0.9999964237213135, 0.9999555349349976, 0.999996542930603, 1.0]"
35,17940,75870,6,G,G,6,1,0,,5,5,10,1.0,-0.11036060005426407,1.0,-0.9999998211860657,1.1103606224060059,0.0,3,0,1,0.3333333333333333,0,146689,1.0,1.0,0,3,1.0,-0.11036058515310287,1.0,0.0,3,0,1.0,-0.11035845428705215,1.0000001192092896,-1.1920928955078125e-07,4,0,-0.11035851389169693,1.0,-0.9999998807907104,"[146689, 183030, 80818, 113001, 210541, 89546, 75870, 201623, 100052, 209178]","[1.0, -0.9997128248214722, -0.9999934434890747, 1.0, -0.9938175678253174, 0.9999994039535522, 1.0, -0.9997210502624512, 0.9999998807907104, -0.9999998211860657]"
