dataset,sample_idx,bundle_id,input_count,input_items,input_categories,input_category_names,role_top_categories,role_top_category_names,role_top_scores,prior_top_categories,prior_top_category_names,prior_top_scores,prior_observed_support,category_overlap_count,category_jaccard,role_supported_candidate_items,prior_supported_candidate_items,candidate_item_overlap_count,candidate_item_jaccard,role_candidate_supported_count,prior_candidate_supported_count,rag_bundle_ids,rag_bundle_scores,cc_bundle_ids,cc_bundle_scores,bundle_overlap_count,bundle_jaccard,same_top1_bundle,retrieved_category_union_jaccard
pog_dense,10,24350,2,"[30528, 27968]","[""2450d5bfc87a1f5b96e2837f5c87a70c"", ""664162d351ab59ea042546db288bbf7c""]","[""Women's Chiffon Summer Dresses"", ""Women's Leather Crossbody Bags""]","[""2b28f4772c30b8544c742f6a349a06b3"", ""64fe11119537f0ea81cfb5e4d54b3c71"", ""c5a37fdeb54701aa580971fcfe834201""]","[""Women's Mules and Outdoor Slides"", ""Sterling Silver Crystal Bracelets"", ""Branded Quartz Wristwatches""]","[0.978535532951355, 0.9705259799957275, 0.9638291597366333]","[""95c3a26ab13f3ec5cd28a281e3685e7b"", ""126c091a8ff171f694733a624089e68a"", ""b608ccb44928992e75009892971acd46""]","[""Women's Fashion Drop Earrings"", ""Women's Dress Pumps and Heels"", ""Women's Fashion Sun Hats""]","[0.5330243337195828, 0.511297798377752, 0.34617612977983775]",3452,0,0.0,[22303],"[9672, 13741]",0,0.0,1,2,"[26323, 1385, 1436]","[0.9992866516113281, 0.9986522197723389, 0.9986522197723389]","[23673, 24220, 22085]","[3.3964182810618437, 3.387699211508286, 3.385848952215129]",0,0.0,0,0.5454545454545454
pog_dense,11,23620,2,"[14571, 16550]","[""2450d5bfc87a1f5b96e2837f5c87a70c"", ""3afab60a60abe737c6b12772e0fcec0a""]","[""Women's Chiffon Summer Dresses"", ""Women's Ankle Strap Heeled Sandals""]","[""64fe11119537f0ea81cfb5e4d54b3c71"", ""2b28f4772c30b8544c742f6a349a06b3"", ""44187dfef4ed2dd3669957cc9592514e""]","[""Sterling Silver Crystal Bracelets"", ""Women's Mules and Outdoor Slides"", ""Daniel Wellington Women's Quartz Watches""]","[0.9974424839019775, 0.9939569234848022, 0.9936048984527588]","[""95c3a26ab13f3ec5cd28a281e3685e7b"", ""664162d351ab59ea042546db288bbf7c"", ""b608ccb44928992e75009892971acd46""]","[""Women's Fashion Drop Earrings"", ""Women's Leather Crossbody Bags"", ""Women's Fashion Sun Hats""]","[0.7478152309612984, 0.48314606741573035, 0.31835205992509363]",801,0,0.0,[],"[21306, 27114, 14704, 27472]",0,0.0,0,4,"[6114, 6431, 10178]","[0.9992853403091431, 0.9992853403091431, 0.9992853403091431]","[2016, 4042, 9897]","[3.651854768322761, 3.63137301669423, 3.6307817005935377]",0,0.0,0,0.3333333333333333
pog_dense,12,27603,2,"[22455, 1059]","[""126c091a8ff171f694733a624089e68a"", ""664162d351ab59ea042546db288bbf7c""]","[""Women's Dress Pumps and Heels"", ""Women's Leather Crossbody Bags""]","[""b6f318187d9a7cf416a2e84fc24349aa"", ""3e600277f4bf92983bf6fcb0ac09e0d7"", ""de802e3a05e11e88ddd894aa58e0f4d9""]","[""Women's Casual Blazers and Suits"", ""Women's High Waist Casual Trousers"", ""Women's White Canvas Sneakers""]","[0.8721580505371094, 0.8022308945655823, 0.7935149669647217]","[""95c3a26ab13f3ec5cd28a281e3685e7b"", ""b608ccb44928992e75009892971acd46"", ""2450d5bfc87a1f5b96e2837f5c87a70c""]","[""Women's Fashion Drop Earrings"", ""Women's Fashion Sun Hats"", ""Women's Chiffon Summer Dresses""]","[0.37527042769179564, 0.29572308204360126, 0.29372607755034114]",6009,0,0.0,[3559],"[6290, 27382, 1900]",0,0.0,1,3,"[10357, 22464, 24983]","[1.0, 1.0, 0.9950600862503052]","[23673, 24220, 22085]","[3.0496374317679242, 3.0440716973780595, 3.0396375217743414]",0,0.0,0,0.3333333333333333
pog_dense,13,20372,2,"[24847, 29574]","[""95c3a26ab13f3ec5cd28a281e3685e7b"", ""b608ccb44928992e75009892971acd46""]","[""Women's Fashion Drop Earrings"", ""Women's Fashion Sun Hats""]","[""0ab410a4baf435f5b6496cb061c11dc1"", ""188ff8c06949a640ea5ac102e60941ec"", ""594c45bd75088c708c8acb043ca9b377""]","[""Women's Sterling Silver Stud Earrings"", ""Long Tassel and Threader Earrings"", ""Non-Pierced Clip-On Earrings""]","[0.9668802618980408, 0.9633784294128418, 0.9618353843688965]","[""664162d351ab59ea042546db288bbf7c"", ""2450d5bfc87a1f5b96e2837f5c87a70c"", ""126c091a8ff171f694733a624089e68a""]","[""Women's Leather Crossbody Bags"", ""Women's Chiffon Summer Dresses"", ""Women's Dress Pumps and Heels""]","[0.5218120805369127, 0.4395973154362416, 0.3716442953020134]",1192,0,0.0,[],"[15971, 16068, 23278]",0,0.0,0,3,"[16633, 14616, 14586]","[0.9993029236793518, 0.9989757537841797, 0.9986249208450317]","[20964, 12618, 22085]","[3.4410435266548434, 3.4410435266548434, 3.4410435266548434]",0,0.0,0,0.3
pog_dense,14,13452,2,"[11831, 24847]","[""2450d5bfc87a1f5b96e2837f5c87a70c"", ""95c3a26ab13f3ec5cd28a281e3685e7b""]","[""Women's Chiffon Summer Dresses"", ""Women's Fashion Drop Earrings""]","[""188ff8c06949a640ea5ac102e60941ec"", ""bc11aa63d5a69b1b0f90c34fd2c62102"", ""7b0b5e99f45560c0f83ee235d461ca04""]","[""Long Tassel and Threader Earrings"", ""Women's Chiffon Blouses and Shirts"", ""Women's Fashion Quartz Watches""]","[0.9845932722091675, 0.9811295866966248, 0.9810361266136169]","[""664162d351ab59ea042546db288bbf7c"", ""126c091a8ff171f694733a624089e68a"", ""3afab60a60abe737c6b12772e0fcec0a""]","[""Women's Leather Crossbody Bags"", ""Women's Dress Pumps and Heels"", ""Women's Ankle Strap Heeled Sandals""]","[0.5981794538361509, 0.47009102730819247, 0.1947334200260078]",3076,0,0.0,[],"[9635, 24673]",0,0.0,0,2,"[1053, 1979, 6700]","[1.0, 0.9988073706626892, 0.9987807273864746]","[22085, 19125, 20964]","[3.4501551871254335, 3.4501551871254335, 3.4501551871254335]",0,0.0,0,0.375
pog_dense,15,21723,2,"[29328, 16534]","[""64fe11119537f0ea81cfb5e4d54b3c71"", ""95c3a26ab13f3ec5cd28a281e3685e7b""]","[""Sterling Silver Crystal Bracelets"", ""Women's Fashion Drop Earrings""]","[""7b0b5e99f45560c0f83ee235d461ca04"", ""bc11aa63d5a69b1b0f90c34fd2c62102"", ""188ff8c06949a640ea5ac102e60941ec""]","[""Women's Fashion Quartz Watches"", ""Women's Chiffon Blouses and Shirts"", ""Long Tassel and Threader Earrings""]","[0.9916675090789795, 0.991653323173523, 0.9914638996124268]","[""664162d351ab59ea042546db288bbf7c"", ""2450d5bfc87a1f5b96e2837f5c87a70c"", ""126c091a8ff171f694733a624089e68a""]","[""Women's Leather Crossbody Bags"", ""Women's Chiffon Summer Dresses"", ""Women's Dress Pumps and Heels""]","[0.5181159420289855, 0.45652173913043476, 0.43478260869565216]",276,0,0.0,[14556],"[11243, 19333, 5441, 2822]",0,0.0,1,4,"[17637, 8148, 19791]","[0.9998265504837036, 0.9998006820678711, 0.999638557434082]","[19633, 27743, 22263]","[3.5269118582667858, 3.477963349893443, 3.4542416014518196]",0,0.0,0,0.2727272727272727
pog_dense,16,680,2,"[30641, 12293]","[""a6cd655d1645f38869be793d5fb194cb"", ""b608ccb44928992e75009892971acd46""]","[""Women's High-Waist Cropped Jeans"", ""Women's Fashion Sun Hats""]","[""3e600277f4bf92983bf6fcb0ac09e0d7"", ""de802e3a05e11e88ddd894aa58e0f4d9"", ""c6ba1690407cbd175f036694488a914e""]","[""Women's High Waist Casual Trousers"", ""Women's White Canvas Sneakers"", ""Women's Korean Style Hoodies and Sweatshirts""]","[0.9544962048530579, 0.9516496062278748, 0.9503059387207031]","[""664162d351ab59ea042546db288bbf7c"", ""126c091a8ff171f694733a624089e68a"", ""852a581f78e4f4d7ecf9972a038e440c""]","[""Women's Leather Crossbody Bags"", ""Women's Dress Pumps and Heels"", ""Women's Fashion Ankle Boots""]","[0.5773615635179153, 0.42996742671009774, 0.30944625407166126]",1228,0,0.0,[3374],"[11343, 5799, 15370]",0,0.0,1,3,"[7014, 7398, 15319]","[1.0, 0.9986998438835144, 0.9986998438835144]","[28599, 28920, 15723]","[3.315201612903226, 3.287730075901328, 3.2344710626185957]",0,0.0,0,0.5555555555555556
pog_dense,17,11400,2,"[16077, 21122]","[""2b28f4772c30b8544c742f6a349a06b3"", ""8585a77eaebc91282b433359863cb569""]","[""Women's Mules and Outdoor Slides"", ""Women's Padded Puffer Jackets""]","[""fc528592c3858f90196fbfacc814f235"", ""126c091a8ff171f694733a624089e68a"", ""6eb82f81b7105a1112fec1bb3c8dd62b""]","[""Women's High-Waist Mid-Length Skirts"", ""Women's Dress Pumps and Heels"", ""Women's Knit Sweaters and Cardigans""]","[0.8768426179885864, 0.8199470043182373, 0.7230396270751953]","[""664162d351ab59ea042546db288bbf7c"", ""fc528592c3858f90196fbfacc814f235"", ""95c3a26ab13f3ec5cd28a281e3685e7b""]","[""Women's Leather Crossbody Bags"", ""Women's High-Waist Mid-Length Skirts"", ""Women's Fashion Drop Earrings""]","[1.0, 0.5714285714285714, 0.14285714285714285]",7,1,0.2,[28475],[],0,0.0,1,0,"[3737, 14079, 3084]","[0.9657036066055298, 0.9657036066055298, 0.9654332399368286]","[5521, 12453, 11547]","[3.287645385199225, 2.9799948269794223, 2.8688724087195077]",0,0.0,0,0.3
pog_dense,18,18241,2,"[4245, 2952]","[""3e600277f4bf92983bf6fcb0ac09e0d7"", ""46eacb79120159c0d446c08e1f671b0f""]","[""Women's High Waist Casual Trousers"", ""Women's Casual Short Sleeve T-Shirts""]","[""b608ccb44928992e75009892971acd46"", ""c6ba1690407cbd175f036694488a914e"", ""95c3a26ab13f3ec5cd28a281e3685e7b""]","[""Women's Fashion Sun Hats"", ""Women's Korean Style Hoodies and Sweatshirts"", ""Women's Fashion Drop Earrings""]","[0.991733193397522, 0.9565901756286621, 0.9525293111801147]","[""126c091a8ff171f694733a624089e68a"", ""664162d351ab59ea042546db288bbf7c"", ""95c3a26ab13f3ec5cd28a281e3685e7b""]","[""Women's Dress Pumps and Heels"", ""Women's Leather Crossbody Bags"", ""Women's Fashion Drop Earrings""]","[0.7689530685920578, 0.2563176895306859, 0.23104693140794225]",277,1,0.2,[],"[3372, 13625]",0,0.0,0,2,"[1531, 4748, 5296]","[0.9989258646965027, 0.9989258646965027, 0.9989258646965027]","[19823, 17682, 27796]","[3.6841485359957504, 3.6841485359957504, 3.456372564961462]",0,0.0,0,0.5
pog_dense,19,2765,2,"[13526, 13300]","[""2450d5bfc87a1f5b96e2837f5c87a70c"", ""841c8877534da01768696cd2375bab70""]","[""Women's Chiffon Summer Dresses"", ""Women's Minimalist Silver Necklaces""]","[""64fe11119537f0ea81cfb5e4d54b3c71"", ""c5a37fdeb54701aa580971fcfe834201"", ""44187dfef4ed2dd3669957cc9592514e""]","[""Sterling Silver Crystal Bracelets"", ""Branded Quartz Wristwatches"", ""Daniel Wellington Women's Quartz Watches""]","[0.99828040599823, 0.9960346221923828, 0.9955436587333679]","[""95c3a26ab13f3ec5cd28a281e3685e7b"", ""664162d351ab59ea042546db288bbf7c"", ""126c091a8ff171f694733a624089e68a""]","[""Women's Fashion Drop Earrings"", ""Women's Leather Crossbody Bags"", ""Women's Dress Pumps and Heels""]","[0.6966666666666667, 0.44666666666666666, 0.42333333333333334]",300,0,0.0,[],[],0,1.0,0,0,"[23748, 6855, 12515]","[0.9998856782913208, 0.9998334646224976, 0.999752402305603]","[20964, 19125, 12618]","[3.918280844323154, 3.918280844323154, 3.918280844323154]",0,0.0,0,0.3
pog_dense,20,23453,2,"[18072, 13975]","[""664162d351ab59ea042546db288bbf7c"", ""852a581f78e4f4d7ecf9972a038e440c""]","[""Women's Leather Crossbody Bags"", ""Women's Fashion Ankle Boots""]","[""fc528592c3858f90196fbfacc814f235"", ""126c091a8ff171f694733a624089e68a"", ""6eb82f81b7105a1112fec1bb3c8dd62b""]","[""Women's High-Waist Mid-Length Skirts"", ""Women's Dress Pumps and Heels"", ""Women's Knit Sweaters and Cardigans""]","[0.9632273316383362, 0.877991259098053, 0.8628484010696411]","[""b608ccb44928992e75009892971acd46"", ""a6cd655d1645f38869be793d5fb194cb"", ""8476c833956c74092868c24514562b0b""]","[""Women's Fashion Sun Hats"", ""Women's High-Waist Cropped Jeans"", ""Women's Long Woolen Overcoats""]","[0.5425566874794611, 0.2343082484390404, 0.22214919487348012]",3043,0,0.0,"[4056, 2094]",[],0,0.0,2,0,"[3571, 3084, 16175]","[0.996503472328186, 0.995661199092865, 0.9940011501312256]","[2238, 23420, 31]","[2.99113911648484, 2.99113911648484, 2.99113911648484]",0,0.0,0,0.16666666666666666
pog_dense,21,28606,2,"[23728, 15228]","[""126c091a8ff171f694733a624089e68a"", ""664162d351ab59ea042546db288bbf7c""]","[""Women's Dress Pumps and Heels"", ""Women's Leather Crossbody Bags""]","[""b6f318187d9a7cf416a2e84fc24349aa"", ""3e600277f4bf92983bf6fcb0ac09e0d7"", ""de802e3a05e11e88ddd894aa58e0f4d9""]","[""Women's Casual Blazers and Suits"", ""Women's High Waist Casual Trousers"", ""Women's White Canvas Sneakers""]","[0.8721580505371094, 0.8022308945655823, 0.7935149669647217]","[""95c3a26ab13f3ec5cd28a281e3685e7b"", ""b608ccb44928992e75009892971acd46"", ""2450d5bfc87a1f5b96e2837f5c87a70c""]","[""Women's Fashion Drop Earrings"", ""Women's Fashion Sun Hats"", ""Women's Chiffon Summer Dresses""]","[0.37527042769179564, 0.29572308204360126, 0.29372607755034114]",6009,0,0.0,[],[],0,1.0,0,0,"[10357, 22464, 24983]","[1.0, 1.0, 0.9950600862503052]","[23673, 24220, 12618]","[3.0496374317679242, 3.0440716973780595, 3.0396375217743414]",0,0.0,0,0.3333333333333333
pog_dense,22,13961,2,"[12944, 24847]","[""664162d351ab59ea042546db288bbf7c"", ""95c3a26ab13f3ec5cd28a281e3685e7b""]","[""Women's Leather Crossbody Bags"", ""Women's Fashion Drop Earrings""]","[""b608ccb44928992e75009892971acd46"", ""2450d5bfc87a1f5b96e2837f5c87a70c"", ""188ff8c06949a640ea5ac102e60941ec""]","[""Women's Fashion Sun Hats"", ""Women's Chiffon Summer Dresses"", ""Long Tassel and Threader Earrings""]","[0.9847596883773804, 0.9728267192840576, 0.9627176523208618]","[""126c091a8ff171f694733a624089e68a"", ""2450d5bfc87a1f5b96e2837f5c87a70c"", ""3afab60a60abe737c6b12772e0fcec0a""]","[""Women's Dress Pumps and Heels"", ""Women's Chiffon Summer Dresses"", ""Women's Ankle Strap Heeled Sandals""]","[0.4889418907198612, 0.398959236773634, 0.1355160450997398]",4612,1,0.2,"[30420, 17933]","[20564, 207, 9599, 17933]",1,0.2,2,4,"[354, 740, 812]","[0.9995830059051514, 0.9995830059051514, 0.9995830059051514]","[24220, 22085, 20964]","[3.1571637998988518, 3.1569506048102296, 3.1569506048102296]",0,0.0,0,0.5714285714285714
