dataset,category_a,category_b,bundle_count,support,prob_b_given_a,prob_a_given_b,lift,pmi
pog,022ab423f035b47ac0af5046c51ed093,a6cd655d1645f38869be793d5fb194cb,409,0.02045,0.2717607973421927,0.10248058130794287,1.3618681901387757,0.44558707733286224
pog,03bfc1d4783966c69cc6aef8247e0103,dab681fd76ae76e9421f7378ed0ed11d,396,0.0198,0.20235053653551355,0.7659574468085106,7.827873753791627,2.9686204886873204
pog,664162d351ab59ea042546db288bbf7c,841c8877534da01768696cd2375bab70,389,0.01945,0.038488176511328784,0.5263870094722598,1.041628592999426,0.058840956546577186
pog,95c3a26ab13f3ec5cd28a281e3685e7b,b608ccb44928992e75009892971acd46,388,0.0194,0.12060926328877837,0.08274685433994455,0.5144349041961116,-0.958939562636982
pog,2450d5bfc87a1f5b96e2837f5c87a70c,852a581f78e4f4d7ecf9972a038e440c,388,0.0194,0.10780772436787997,0.11022727272727273,0.6125438884538635,-0.7071148787128099
pog,852a581f78e4f4d7ecf9972a038e440c,95c3a26ab13f3ec5cd28a281e3685e7b,387,0.01935,0.10994318181818181,0.12029841467205471,0.6835137197275836,-0.5489577984835384
pog,b608ccb44928992e75009892971acd46,de802e3a05e11e88ddd894aa58e0f4d9,378,0.0189,0.08061420345489444,0.27331887201735355,1.1657874686174177,0.22130479889920726
pog,022ab423f035b47ac0af5046c51ed093,b608ccb44928992e75009892971acd46,378,0.0189,0.25116279069767444,0.08061420345489444,1.0712850957461055,0.09934246840263719
pog,6eb82f81b7105a1112fec1bb3c8dd62b,a6cd655d1645f38869be793d5fb194cb,373,0.01865,0.2624912033779029,0.09346028564269607,1.3154157022195083,0.3955187970506353
pog,08734b0d499542a3a0ae060fb5597d09,a6cd655d1645f38869be793d5fb194cb,371,0.01855,0.3217692974848222,0.0929591581057379,1.612474555173251,0.6892763950072093
pog,03bfc1d4783966c69cc6aef8247e0103,856a563554cc6f5b2bac63e3e8ff10b5,371,0.01855,0.18957588145120083,0.7176015473887815,7.333689804688619,2.8745392452285143
pog,664162d351ab59ea042546db288bbf7c,b5512b7b61119e0a76d1f6b3bd6d2b94,369,0.01845,0.0365093499554764,0.5875796178343949,1.1627181514482932,0.21750142287530502
pog,0ab410a4baf435f5b6496cb061c11dc1,2450d5bfc87a1f5b96e2837f5c87a70c,367,0.01835,0.34720908230842007,0.10197277021394832,1.929475311522201,0.9482085840852517
pog,95c3a26ab13f3ec5cd28a281e3685e7b,fc528592c3858f90196fbfacc814f235,365,0.01825,0.11345974510413429,0.14230019493177387,0.8846763750809691,-0.17677829783032595
pog,46eacb79120159c0d446c08e1f671b0f,b608ccb44928992e75009892971acd46,364,0.0182,0.22566646001239926,0.07762849221582427,0.9625355513431404,-0.055088267128317533
pog,022ab423f035b47ac0af5046c51ed093,fc528592c3858f90196fbfacc814f235,362,0.0181,0.24053156146179402,0.14113060428849902,1.8754897579866983,0.9072673844911742
pog,6eb82f81b7105a1112fec1bb3c8dd62b,fc528592c3858f90196fbfacc814f235,355,0.01775,0.2498240675580577,0.13840155945419103,1.947945945871795,0.9619536442042971
pog,3e600277f4bf92983bf6fcb0ac09e0d7,bc11aa63d5a69b1b0f90c34fd2c62102,352,0.0176,0.12030075187969924,0.2565597667638484,1.753655275214275,0.8103651778754476
pog,3e600277f4bf92983bf6fcb0ac09e0d7,46eacb79120159c0d446c08e1f671b0f,340,0.017,0.11619958988380041,0.21078735275883448,1.44078846725109,0.5268585383930217
pog,bc11aa63d5a69b1b0f90c34fd2c62102,fc528592c3858f90196fbfacc814f235,339,0.01695,0.24708454810495628,0.13216374269005848,1.926585170409016,0.9460459660185647
pog,b608ccb44928992e75009892971acd46,c6ba1690407cbd175f036694488a914e,337,0.01685,0.07187033482618896,0.26831210191082805,1.1444320832195694,0.1946318481188603
pog,03bfc1d4783966c69cc6aef8247e0103,82462c11b65faedd60ec94210debc584,336,0.0168,0.171691364333163,0.6412213740458015,6.553105508899351,2.7121787601639555
pog,72b059d86956ec93bbe2ae5a6622f4bd,814ed433f7b89cef654140214dfdaab5,334,0.0167,0.3526927138331573,0.3303659742828882,6.977106109459097,2.802628774652102
pog,46eacb79120159c0d446c08e1f671b0f,fc528592c3858f90196fbfacc814f235,334,0.0167,0.20706757594544328,0.13021442495126706,1.614561995675971,0.6911428383734426
pog,852a581f78e4f4d7ecf9972a038e440c,8585a77eaebc91282b433359863cb569,327,0.01635,0.09289772727272727,0.4062111801242236,2.308018068887634,1.206654518520893
pog,6eb82f81b7105a1112fec1bb3c8dd62b,852a581f78e4f4d7ecf9972a038e440c,324,0.0162,0.22800844475721324,0.09204545454545454,1.2955025270296205,0.3735118296666341
pog,022ab423f035b47ac0af5046c51ed093,3e600277f4bf92983bf6fcb0ac09e0d7,318,0.0159,0.21129568106312294,0.10868079289131921,1.4442630284560694,0.5303335090482536
pog,2450d5bfc87a1f5b96e2837f5c87a70c,841c8877534da01768696cd2375bab70,316,0.0158,0.08780216726868574,0.42760487144790255,2.3762426865679505,1.2486821866556743
pog,3e600277f4bf92983bf6fcb0ac09e0d7,95c3a26ab13f3ec5cd28a281e3685e7b,311,0.01555,0.10628844839371156,0.09667391980105688,0.6607923431377777,-0.5977311251111735
pog,3e600277f4bf92983bf6fcb0ac09e0d7,8476c833956c74092868c24514562b0b,307,0.01535,0.10492139439507861,0.17911318553092181,1.224286982439657,0.291941776668642
pog,126c091a8ff171f694733a624089e68a,8585a77eaebc91282b433359863cb569,305,0.01525,0.04046702932201141,0.37888198757763975,1.005392032845004,0.007758161660792112
pog,08734b0d499542a3a0ae060fb5597d09,b608ccb44928992e75009892971acd46,304,0.0152,0.26366001734605377,0.06483258690552357,1.1245895386907818,0.16939853162044258
pog,8476c833956c74092868c24514562b0b,a6cd655d1645f38869be793d5fb194cb,303,0.01515,0.17677946324387397,0.07592082184916062,0.885890570001874,-0.1747995946013713
pog,814ed433f7b89cef654140214dfdaab5,ecff24c1d93157b5c20fd73bb31faced,291,0.01455,0.2878338278931751,0.32918552036199095,6.512077554144232,2.703117881163287
pog,dab681fd76ae76e9421f7378ed0ed11d,ecff24c1d93157b5c20fd73bb31faced,285,0.01425,0.5512572533849129,0.3223981900452489,12.471883560744637,3.6406074588951873
pog,19125833f147d19800e3aa39ecfc76c2,72b059d86956ec93bbe2ae5a6622f4bd,284,0.0142,0.24695652173913044,0.29989440337909185,5.215554841375511,2.3828207377540087
pog,46eacb79120159c0d446c08e1f671b0f,de802e3a05e11e88ddd894aa58e0f4d9,275,0.01375,0.17048977061376316,0.19884309472161968,2.4655064441614343,1.3018840236553346
pog,3e600277f4bf92983bf6fcb0ac09e0d7,c6ba1690407cbd175f036694488a914e,275,0.01375,0.09398496240601503,0.21894904458598727,1.4965758344906852,0.5816653849313573
pog,126c091a8ff171f694733a624089e68a,841c8877534da01768696cd2375bab70,274,0.0137,0.036353986997479104,0.37077131258457374,0.9838697428275807,-0.023460768973101183
pog,814ed433f7b89cef654140214dfdaab5,83fb64f0af37f88a42f311549fb261cb,273,0.01365,0.27002967359050445,0.3536269430051813,6.995587398717732,2.8064452012982066
pog,8476c833956c74092868c24514562b0b,fc528592c3858f90196fbfacc814f235,273,0.01365,0.15927654609101516,0.1064327485380117,1.2419223866745823,0.31257501586238573
pog,3e600277f4bf92983bf6fcb0ac09e0d7,de802e3a05e11e88ddd894aa58e0f4d9,273,0.01365,0.09330143540669857,0.19739696312364424,1.3492615387808902,0.43217002518032066
pog,8585a77eaebc91282b433359863cb569,a6cd655d1645f38869be793d5fb194cb,272,0.0136,0.337888198757764,0.0681533450263092,1.6932508081070605,0.7597956842865378
pog,08734b0d499542a3a0ae060fb5597d09,3e600277f4bf92983bf6fcb0ac09e0d7,271,0.01355,0.23503902862098872,0.09261790840738209,1.6065552195556303,0.6839705691130622
pog,19125833f147d19800e3aa39ecfc76c2,664162d351ab59ea042546db288bbf7c,271,0.01355,0.23565217391304347,0.026813099831799744,0.4663147796834738,-1.1006239387713301
pog,6eb82f81b7105a1112fec1bb3c8dd62b,b608ccb44928992e75009892971acd46,266,0.0133,0.18719211822660098,0.05672851354233312,0.7984308732207335,-0.3247605879129621
pog,3afab60a60abe737c6b12772e0fcec0a,b608ccb44928992e75009892971acd46,261,0.01305,0.20747217806041335,0.05566218809980806,0.8849314483276323,-0.1763623944807757
pog,08734b0d499542a3a0ae060fb5597d09,852a581f78e4f4d7ecf9972a038e440c,260,0.013,0.22549869904596703,0.07386363636363637,1.2812426082157218,0.35754368140147236
pog,3e600277f4bf92983bf6fcb0ac09e0d7,6eb82f81b7105a1112fec1bb3c8dd62b,260,0.013,0.08885850991114148,0.18296973961998592,1.2506475708816533,0.3226752991966364
pog,72b059d86956ec93bbe2ae5a6622f4bd,83fb64f0af37f88a42f311549fb261cb,252,0.0126,0.26610348468849,0.32642487046632124,6.893872660323574,2.7853146503129005
pog,c6ba1690407cbd175f036694488a914e,de802e3a05e11e88ddd894aa58e0f4d9,247,0.01235,0.19665605095541402,0.17859725234996385,2.8439052921968764,1.5078734210920057
pog,03bfc1d4783966c69cc6aef8247e0103,c6342df4744ae61888fa993d281972d7,247,0.01235,0.1262135922330097,0.6068796068796068,6.202142124472221,2.632766586241076
pog,856a563554cc6f5b2bac63e3e8ff10b5,ecff24c1d93157b5c20fd73bb31faced,247,0.01235,0.47775628626692457,0.27941176470588236,10.808965752645351,3.434156581427761
pog,b608ccb44928992e75009892971acd46,bc11aa63d5a69b1b0f90c34fd2c62102,246,0.0123,0.052463211772232884,0.1793002915451895,0.7647698509071851,-0.38690244500494336
pog,08734b0d499542a3a0ae060fb5597d09,fc528592c3858f90196fbfacc814f235,242,0.0121,0.209887250650477,0.09434697855750487,1.6365477633565457,0.7106557086778554
pog,03bfc1d4783966c69cc6aef8247e0103,9e3e1aff5fca5f418e5e3679ff932c05,240,0.012,0.12263668880940215,0.6539509536784741,6.683198300239898,2.740538681687951
pog,852a581f78e4f4d7ecf9972a038e440c,b5512b7b61119e0a76d1f6b3bd6d2b94,237,0.01185,0.06732954545454546,0.37738853503184716,2.144253039953677,1.100475166031422
pog,8585a77eaebc91282b433359863cb569,b608ccb44928992e75009892971acd46,234,0.0117,0.2906832298136646,0.04990403071017274,1.239851694662677,0.3101675624100541
pog,664162d351ab59ea042546db288bbf7c,fbf269b6cc339b080853c548156a1050,231,0.01155,0.022855446720094985,0.5273972602739726,1.0436277041139264,0.06160714752142022
pog,95c3a26ab13f3ec5cd28a281e3685e7b,bc11aa63d5a69b1b0f90c34fd2c62102,229,0.01145,0.07118433322971712,0.16690962099125364,1.0376724960600165,0.053351180820842656
pog,126c091a8ff171f694733a624089e68a,b5512b7b61119e0a76d1f6b3bd6d2b94,221,0.01105,0.029322011410375482,0.3519108280254777,0.9338220194387097,-0.09878048728767233
pog,64fe11119537f0ea81cfb5e4d54b3c71,664162d351ab59ea042546db288bbf7c,216,0.0108,0.5639686684073107,0.0213713268032057,1.1159961777130916,0.15833208594504763
pog,46eacb79120159c0d446c08e1f671b0f,95c3a26ab13f3ec5cd28a281e3685e7b,204,0.0102,0.12647241165530068,0.06341311781162574,0.7862754843350991,-0.34689322228743613
pog,126c091a8ff171f694733a624089e68a,fbf269b6cc339b080853c548156a1050,201,0.01005,0.026668435717128833,0.4589041095890411,1.2177367907364762,0.28420233379027804
pog,814ed433f7b89cef654140214dfdaab5,82462c11b65faedd60ec94210debc584,200,0.01,0.19782393669634027,0.3816793893129771,7.550531934974819,2.916578285883709
pog,2450d5bfc87a1f5b96e2837f5c87a70c,2b28f4772c30b8544c742f6a349a06b3,197,0.00985,0.05473742706307307,0.27209944751381215,1.5120836205268804,0.5965379249978926
pog,1199c4654170f33208d7932d7d2587a5,664162d351ab59ea042546db288bbf7c,196,0.0098,0.509090909090909,0.01939250024735332,1.0074026102521205,0.010640374239480409
pog,19125833f147d19800e3aa39ecfc76c2,814ed433f7b89cef654140214dfdaab5,195,0.00975,0.16956521739130434,0.19287833827893175,3.354405883111857,1.746057265564308
pog,2b28f4772c30b8544c742f6a349a06b3,b608ccb44928992e75009892971acd46,191,0.00955,0.2638121546961326,0.04073363190445724,1.125238450399371,0.1702307567811719
pog,2b28f4772c30b8544c742f6a349a06b3,95c3a26ab13f3ec5cd28a281e3685e7b,190,0.0095,0.26243093922651933,0.05906123717749456,1.631525888881065,0.7062218801444533
pog,19125833f147d19800e3aa39ecfc76c2,2450d5bfc87a1f5b96e2837f5c87a70c,189,0.00945,0.16434782608695653,0.05251458738538483,0.9132971719197361,-0.1308437289859431
pog,6eb82f81b7105a1112fec1bb3c8dd62b,95c3a26ab13f3ec5cd28a281e3685e7b,188,0.0094,0.13230119634060522,0.05843953994404725,0.8225128774672379,-0.281889828668432
pog,841c8877534da01768696cd2375bab70,95c3a26ab13f3ec5cd28a281e3685e7b,183,0.00915,0.2476319350473613,0.05688529686042897,1.539520889321488,0.6224814430346027
pog,856a563554cc6f5b2bac63e3e8ff10b5,dab681fd76ae76e9421f7378ed0ed11d,182,0.0091,0.3520309477756286,0.3520309477756286,13.618218482616195,3.7674660791182766
pog,83fb64f0af37f88a42f311549fb261cb,ecff24c1d93157b5c20fd73bb31faced,180,0.009,0.23316062176165803,0.20361990950226244,5.275127189177782,2.3992058792196116
pog,de802e3a05e11e88ddd894aa58e0f4d9,fc528592c3858f90196fbfacc814f235,178,0.0089,0.128705712219812,0.06939571150097466,1.003553311655454,0.005117258870936335
pog,95c3a26ab13f3ec5cd28a281e3685e7b,de802e3a05e11e88ddd894aa58e0f4d9,178,0.0089,0.05533105377681069,0.128705712219812,0.8001598521592291,-0.3216398512873855
pog,126c091a8ff171f694733a624089e68a,19125833f147d19800e3aa39ecfc76c2,177,0.00885,0.02348414488523285,0.15391304347826087,0.40841991104752784,-1.2918748935362172
pog,19125833f147d19800e3aa39ecfc76c2,83fb64f0af37f88a42f311549fb261cb,176,0.0088,0.15304347826086956,0.22797927461139897,3.9648569497634605,1.9872688150869287
pog,852a581f78e4f4d7ecf9972a038e440c,c6ba1690407cbd175f036694488a914e,175,0.00875,0.04971590909090909,0.1393312101910828,0.7916546033584252,-0.3370569710345081
pog,c6ba1690407cbd175f036694488a914e,fc528592c3858f90196fbfacc814f235,173,0.00865,0.1377388535031847,0.06744639376218324,1.0739871618182044,0.10297674780013066
pog,3e600277f4bf92983bf6fcb0ac09e0d7,8585a77eaebc91282b433359863cb569,172,0.0086,0.05878332194121668,0.21366459627329193,1.4604552035084886,0.5464181071110809
pog,8476c833956c74092868c24514562b0b,95c3a26ab13f3ec5cd28a281e3685e7b,167,0.00835,0.09743290548424738,0.051911718992850485,0.6057376778628994,-0.7232349427417367
pog,1199c4654170f33208d7932d7d2587a5,126c091a8ff171f694733a624089e68a,163,0.00815,0.42337662337662335,0.021626641899960195,1.1234619168810491,0.16795122086133674
pog,2450d5bfc87a1f5b96e2837f5c87a70c,64fe11119537f0ea81cfb5e4d54b3c71,158,0.0079,0.04390108363434287,0.412532637075718,2.292484785083179,1.1969121588768679
pog,814ed433f7b89cef654140214dfdaab5,dab681fd76ae76e9421f7378ed0ed11d,152,0.0076,0.1503461918892186,0.2940038684719536,5.8161002665074895,2.5400521407750856
pog,2450d5bfc87a1f5b96e2837f5c87a70c,de802e3a05e11e88ddd894aa58e0f4d9,151,0.00755,0.041956098916365654,0.10918293564714389,0.6067404037073848,-0.7208487092006933
pog,022ab423f035b47ac0af5046c51ed093,8476c833956c74092868c24514562b0b,149,0.00745,0.09900332225913622,0.08693115519253208,1.1552312982396291,0.20818173425204675
pog,0ab410a4baf435f5b6496cb061c11dc1,a6cd655d1645f38869be793d5fb194cb,147,0.00735,0.1390728476821192,0.036832873966424456,0.6969323361669717,-0.5209095005081408
pog,814ed433f7b89cef654140214dfdaab5,c6342df4744ae61888fa993d281972d7,145,0.00725,0.1434223541048467,0.35626535626535627,7.047781528493695,2.8171692033951223
pog,82462c11b65faedd60ec94210debc584,83fb64f0af37f88a42f311549fb261cb,144,0.0072,0.2748091603053435,0.18652849740932642,7.119408298065894,2.831757342186231
pog,03bfc1d4783966c69cc6aef8247e0103,f38776a72637f9103f9229c5f2c92e41,142,0.0071,0.07256004087889627,0.5482625482625483,5.60309195976033,2.486223170740774
pog,2b28f4772c30b8544c742f6a349a06b3,3e600277f4bf92983bf6fcb0ac09e0d7,140,0.007,0.19337016574585636,0.04784688995215311,1.321737291495942,0.40243545527272334
pog,3afab60a60abe737c6b12772e0fcec0a,46eacb79120159c0d446c08e1f671b0f,136,0.0068,0.10810810810810811,0.08431494110353378,1.3404601129337643,0.42272829076485674
pog,3afab60a60abe737c6b12772e0fcec0a,fc528592c3858f90196fbfacc814f235,136,0.0068,0.10810810810810811,0.053021442495126705,0.842948211369264,-0.24648409657391676
pog,82462c11b65faedd60ec94210debc584,ecff24c1d93157b5c20fd73bb31faced,135,0.00675,0.25763358778625955,0.15271493212669685,5.828814203309038,2.543202415671398
pog,b5512b7b61119e0a76d1f6b3bd6d2b94,b608ccb44928992e75009892971acd46,135,0.00675,0.21496815286624205,0.028790786948176585,0.91690404293556,-0.12515733601216722
pog,3afab60a60abe737c6b12772e0fcec0a,3e600277f4bf92983bf6fcb0ac09e0d7,134,0.0067,0.10651828298887123,0.04579630895420369,0.7280812234372606,-0.4578286910105543
pog,44187dfef4ed2dd3669957cc9592514e,664162d351ab59ea042546db288bbf7c,134,0.0067,0.50187265917603,0.013258137924210944,0.9931189456337786,-0.009961575523245546
pog,126c091a8ff171f694733a624089e68a,64fe11119537f0ea81cfb5e4d54b3c71,134,0.0067,0.017778957144752555,0.34986945169712796,0.9284050728330315,-0.10717368925466172
pog,72b059d86956ec93bbe2ae5a6622f4bd,82462c11b65faedd60ec94210debc584,133,0.00665,0.14044350580781415,0.2538167938931298,5.360439152970005,2.4223511980448036
