method,signal,source_csv,index,bundle_id,true_indice,true_option_idx,true_option_char,prediction,prediction_idx,hit,score_len_ok,candidate_count,scores,candidate_indices,gt_valid_choice,gt_score,gt_min_rank,gt_max_rank,gt_avg_rank,gt_in_top_tie,gt_unique_top1,gt_gap_to_top,gt_top_score,gt_second_margin,gt_top_tie_size,gt_all_tied,gt_all_zero,gt_positive_signal,pred_valid_choice,pred_score,pred_min_rank,pred_max_rank,pred_avg_rank,pred_in_top_tie,pred_unique_top1,pred_gap_to_top,pred_top_score,pred_second_margin,pred_top_tie_size,pred_all_tied,pred_all_zero,pred_positive_signal
HN_base,cooccurrence,results\spotify\results_spotify_20260416_172608.csv,5,17250,113233,9,J,J,9,1,1,10,"[0, 5, 0, 0, 0, 0, 0, 0, 0, 65]","[39327, 90957, 56195, 211040, 135300, 207412, 174831, 54156, 49055, 113233]",1,65.0,1,1,1.0,1,1,0.0,65.0,60.0,1,0,0,1,1,65.0,1,1,1.0,1,1,0.0,65.0,60.0,1,0,0,1
HN_base,user_pref,results\spotify\results_spotify_20260416_172608.csv,5,17250,113233,9,J,J,9,1,1,10,"[11.9, 0.0, 1.7, 0.0, 10.2, 10.5, 1.7, 2.9, 13.9, 3.0]","[39327, 90957, 56195, 211040, 135300, 207412, 174831, 54156, 49055, 113233]",1,3.0,5,5,5.0,0,0,10.9,13.9,2.0,1,0,0,1,1,3.0,5,5,5.0,0,0,10.9,13.9,2.0,1,0,0,1
HN_base,cooccurrence,results\spotify\results_spotify_20260416_172608.csv,6,8602,113522,9,J,F,5,0,1,10,"[0, 0, 0, 0, 2, 4, 14, 2, 0, 0]","[39970, 12524, 54290, 226911, 44841, 239944, 11916, 127978, 89062, 113522]",1,0.0,5,10,7.5,0,0,14.0,14.0,10.0,1,0,0,1,1,4.0,2,2,2.0,0,0,10.0,14.0,10.0,1,0,0,1
HN_base,user_pref,results\spotify\results_spotify_20260416_172608.csv,6,8602,113522,9,J,F,5,0,1,10,"[0.0, 0.0, 2.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[39970, 12524, 54290, 226911, 44841, 239944, 11916, 127978, 89062, 113522]",1,0.0,2,10,6.0,0,0,2.3,2.3,2.3,1,0,0,1,1,0.0,2,10,6.0,0,0,2.3,2.3,2.3,1,0,0,1
HN_base,cooccurrence,results\spotify\results_spotify_20260416_172608.csv,7,4689,53676,5,F,G,6,0,1,10,"[1, 0, 0, 4, 1, 5, 4, 1, 0, 0]","[42693, 173144, 65741, 242127, 162199, 53676, 174738, 69298, 66598, 131960]",1,5.0,1,1,1.0,1,1,0.0,5.0,1.0,1,0,0,1,1,4.0,2,3,2.5,0,0,1.0,5.0,1.0,1,0,0,1
HN_base,user_pref,results\spotify\results_spotify_20260416_172608.csv,7,4689,53676,5,F,G,6,0,1,10,"[2.6, 1.9, 0.0, 4.5, 0.0, 0.0, 14.8, 0.0, 2.6, 0.0]","[42693, 173144, 65741, 242127, 162199, 53676, 174738, 69298, 66598, 131960]",1,0.0,6,10,8.0,0,0,14.8,14.8,10.3,1,0,0,1,1,14.8,1,1,1.0,1,1,0.0,14.8,10.3,1,0,0,1
HN_base,cooccurrence,results\spotify\results_spotify_20260416_172608.csv,8,1274,115639,2,C,D,3,0,1,10,"[4, 1, 9, 8, 0, 0, 0, 1, 1, 10]","[168041, 24255, 115639, 14761, 145577, 191083, 157104, 108234, 62133, 22587]",1,9.0,2,2,2.0,0,0,1.0,10.0,1.0,1,0,0,1,1,8.0,3,3,3.0,0,0,2.0,10.0,1.0,1,0,0,1
HN_base,user_pref,results\spotify\results_spotify_20260416_172608.csv,8,1274,115639,2,C,D,3,0,1,10,"[11.6, 3.8, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 1.3]","[168041, 24255, 115639, 14761, 145577, 191083, 157104, 108234, 62133, 22587]",1,0.0,5,10,7.5,0,0,11.6,11.6,7.8,1,0,0,1,1,0.0,5,10,7.5,0,0,11.6,11.6,7.8,1,0,0,1
HN_base,cooccurrence,results\spotify\results_spotify_20260416_172608.csv,9,15323,17960,1,B,H,7,0,1,10,"[25, 16, 1, 0, 0, 0, 0, 32, 75, 9]","[44034, 17960, 184556, 175149, 134761, 194314, 206166, 94398, 245924, 238864]",1,16.0,4,4,4.0,0,0,59.0,75.0,43.0,1,0,0,1,1,32.0,2,2,2.0,0,0,43.0,75.0,43.0,1,0,0,1
HN_base,user_pref,results\spotify\results_spotify_20260416_172608.csv,9,15323,17960,1,B,H,7,0,1,10,"[0.0, 0.0, 0.0, 0.6, 0.1, 0.0, 0.0, 2.0, 0.2, 0.0]","[44034, 17960, 184556, 175149, 134761, 194314, 206166, 94398, 245924, 238864]",1,0.0,5,10,7.5,0,0,2.0,2.0,1.4,1,0,0,1,1,2.0,1,1,1.0,1,1,0.0,2.0,1.4,1,0,0,1
HN_base,cooccurrence,results\spotify\results_spotify_20260416_172608.csv,10,9097,185453,3,D,D,3,1,1,10,"[0, 1, 0, 6, 0, 0, 0, 0, 2, 0]","[83146, 110952, 153107, 185453, 60915, 242143, 155774, 123151, 20856, 160521]",1,6.0,1,1,1.0,1,1,0.0,6.0,4.0,1,0,0,1,1,6.0,1,1,1.0,1,1,0.0,6.0,4.0,1,0,0,1
HN_base,user_pref,results\spotify\results_spotify_20260416_172608.csv,10,9097,185453,3,D,D,3,1,1,10,"[3.2, 12.1, 1.1, 33.8, 3.3, 0.7, 7.1, 3.5, 0.0, 7.6]","[83146, 110952, 153107, 185453, 60915, 242143, 155774, 123151, 20856, 160521]",1,33.8,1,1,1.0,1,1,0.0,33.8,21.699999999999996,1,0,0,1,1,33.8,1,1,1.0,1,1,0.0,33.8,21.699999999999996,1,0,0,1
HN_base,cooccurrence,results\spotify\results_spotify_20260416_172608.csv,11,7296,11329,0,A,A,0,1,1,10,"[12, 1, 1, 8, 0, 0, 1, 2, 1, 3]","[11329, 110640, 226680, 2800, 111156, 132754, 219015, 198523, 140570, 210921]",1,12.0,1,1,1.0,1,1,0.0,12.0,4.0,1,0,0,1,1,12.0,1,1,1.0,1,1,0.0,12.0,4.0,1,0,0,1
HN_base,user_pref,results\spotify\results_spotify_20260416_172608.csv,11,7296,11329,0,A,A,0,1,1,10,"[0.0, 3.7, 0.0, 0.0, 1.1, 0.0, 0.5, 0.0, 2.1, 0.0]","[11329, 110640, 226680, 2800, 111156, 132754, 219015, 198523, 140570, 210921]",1,0.0,5,10,7.5,0,0,3.7,3.7,1.6,1,0,0,1,1,0.0,5,10,7.5,0,0,3.7,3.7,1.6,1,0,0,1
HN_base,cooccurrence,results\spotify\results_spotify_20260416_172608.csv,12,5458,169144,0,A,F,5,0,1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[169144, 9229, 66569, 162744, 88623, 80011, 239454, 152862, 238207, 184086]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
HN_base,user_pref,results\spotify\results_spotify_20260416_172608.csv,12,5458,169144,0,A,F,5,0,1,10,"[0.0, 0.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[169144, 9229, 66569, 162744, 88623, 80011, 239454, 152862, 238207, 184086]",1,0.0,2,10,6.0,0,0,0.9,0.9,0.9,1,0,0,1,1,0.0,2,10,6.0,0,0,0.9,0.9,0.9,1,0,0,1
HN_base,cooccurrence,results\spotify\results_spotify_20260416_172608.csv,13,7857,3062,3,D,D,3,1,1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 3]","[235786, 72100, 135214, 3062, 102817, 53009, 109674, 221283, 112759, 65032]",1,0.0,2,10,6.0,0,0,3.0,3.0,3.0,1,0,0,1,1,0.0,2,10,6.0,0,0,3.0,3.0,3.0,1,0,0,1
HN_base,user_pref,results\spotify\results_spotify_20260416_172608.csv,13,7857,3062,3,D,D,3,1,1,10,"[0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0]","[235786, 72100, 135214, 3062, 102817, 53009, 109674, 221283, 112759, 65032]",1,0.0,3,10,6.5,0,0,0.3,0.3,0.19999999999999998,1,0,0,1,1,0.0,3,10,6.5,0,0,0.3,0.3,0.19999999999999998,1,0,0,1
HN_base,cooccurrence,results\spotify\results_spotify_20260416_172608.csv,14,11456,253789,0,A,A,0,1,1,10,"[9, 0, 0, 0, 0, 2, 0, 1, 0, 10]","[253789, 30822, 158953, 227821, 196660, 136044, 92924, 241057, 32391, 192687]",1,9.0,2,2,2.0,0,0,1.0,10.0,1.0,1,0,0,1,1,9.0,2,2,2.0,0,0,1.0,10.0,1.0,1,0,0,1
HN_base,user_pref,results\spotify\results_spotify_20260416_172608.csv,14,11456,253789,0,A,A,0,1,1,10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[253789, 30822, 158953, 227821, 196660, 136044, 92924, 241057, 32391, 192687]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
HN_base,cooccurrence,results\spotify\results_spotify_20260416_172608.csv,15,12649,46681,4,E,E,4,1,1,10,"[0, 11, 1, 0, 43, 4, 1, 2, 0, 0]","[108197, 118799, 106746, 97242, 46681, 173298, 83630, 187292, 82158, 214200]",1,43.0,1,1,1.0,1,1,0.0,43.0,32.0,1,0,0,1,1,43.0,1,1,1.0,1,1,0.0,43.0,32.0,1,0,0,1
HN_base,user_pref,results\spotify\results_spotify_20260416_172608.csv,15,12649,46681,4,E,E,4,1,1,10,"[0.0, 10.0, 0.0, 0.7, 32.5, 5.8, 0.3, 0.3, 0.0, 3.0]","[108197, 118799, 106746, 97242, 46681, 173298, 83630, 187292, 82158, 214200]",1,32.5,1,1,1.0,1,1,0.0,32.5,22.5,1,0,0,1,1,32.5,1,1,1.0,1,1,0.0,32.5,22.5,1,0,0,1
HN_base,cooccurrence,results\spotify\results_spotify_20260416_172608.csv,16,3600,72773,6,G,F,5,0,1,10,"[1, 1, 0, 1, 2, 0, 6, 1, 0, 0]","[146919, 225068, 97134, 126364, 234273, 85462, 72773, 25133, 205219, 168658]",1,6.0,1,1,1.0,1,1,0.0,6.0,4.0,1,0,0,1,1,0.0,7,10,8.5,0,0,6.0,6.0,4.0,1,0,0,1
HN_base,user_pref,results\spotify\results_spotify_20260416_172608.csv,16,3600,72773,6,G,F,5,0,1,10,"[2.1, 0.0, 1.2, 0.0, 0.0, 0.0, 1.6, 3.4, 0.0, 2.0]","[146919, 225068, 97134, 126364, 234273, 85462, 72773, 25133, 205219, 168658]",1,1.6,4,4,4.0,0,0,1.7999999999999998,3.4,1.2999999999999998,1,0,0,1,1,0.0,6,10,8.0,0,0,3.4,3.4,1.2999999999999998,1,0,0,1
HN_base,cooccurrence,results\spotify\results_spotify_20260416_172608.csv,17,15591,123439,8,I,I,8,1,1,10,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[22849, 58319, 207915, 27749, 243332, 73816, 247779, 121397, 123439, 74913]",1,0.0,2,10,6.0,0,0,1.0,1.0,1.0,1,0,0,1,1,0.0,2,10,6.0,0,0,1.0,1.0,1.0,1,0,0,1
HN_base,user_pref,results\spotify\results_spotify_20260416_172608.csv,17,15591,123439,8,I,I,8,1,1,10,"[0.0, 0.2, 0.6, 1.0, 0.0, 0.0, 0.0, 1.1, 0.0, 0.0]","[22849, 58319, 207915, 27749, 243332, 73816, 247779, 121397, 123439, 74913]",1,0.0,5,10,7.5,0,0,1.1,1.1,0.10000000000000009,1,0,0,1,1,0.0,5,10,7.5,0,0,1.1,1.1,0.10000000000000009,1,0,0,1
HN_base,cooccurrence,results\spotify\results_spotify_20260416_172608.csv,18,12698,152530,5,F,B,1,0,1,10,"[47, 23, 47, 32, 24, 54, 2, 0, 10, 44]","[219050, 166126, 36397, 29056, 133631, 152530, 18197, 153880, 173880, 181290]",1,54.0,1,1,1.0,1,1,0.0,54.0,7.0,1,0,0,1,1,23.0,7,7,7.0,0,0,31.0,54.0,7.0,1,0,0,1
HN_base,user_pref,results\spotify\results_spotify_20260416_172608.csv,18,12698,152530,5,F,B,1,0,1,10,"[0.0, 0.0, 0.0, 0.0, 0.0, 18.9, 0.0, 0.0, 0.0, 0.0]","[219050, 166126, 36397, 29056, 133631, 152530, 18197, 153880, 173880, 181290]",1,18.9,1,1,1.0,1,1,0.0,18.9,18.9,1,0,0,1,1,0.0,2,10,6.0,0,0,18.9,18.9,18.9,1,0,0,1
HN_base,cooccurrence,results\spotify\results_spotify_20260416_172608.csv,19,3728,89564,7,H,C,2,0,1,10,"[0, 0, 4, 0, 4, 4, 0, 7, 0, 0]","[32230, 167313, 9536, 122590, 252012, 192296, 68910, 89564, 56076, 205179]",1,7.0,1,1,1.0,1,1,0.0,7.0,3.0,1,0,0,1,1,4.0,2,4,3.0,0,0,3.0,7.0,3.0,1,0,0,1
HN_base,user_pref,results\spotify\results_spotify_20260416_172608.csv,19,3728,89564,7,H,C,2,0,1,10,"[0.7, 0.0, 20.9, 1.7, 22.8, 21.2, 0.0, 0.3, 0.7, 0.0]","[32230, 167313, 9536, 122590, 252012, 192296, 68910, 89564, 56076, 205179]",1,0.3,7,7,7.0,0,0,22.5,22.8,1.6000000000000014,1,0,0,1,1,20.9,3,3,3.0,0,0,1.9000000000000021,22.8,1.6000000000000014,1,0,0,1
HN_base,cooccurrence,results\spotify\results_spotify_20260416_172608.csv,20,11521,186513,0,A,A,0,1,1,10,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 1]","[186513, 28495, 49378, 228469, 197106, 119808, 27161, 134873, 175772, 106482]",1,1.0,1,3,2.0,1,0,0.0,1.0,1.0,3,0,0,1,1,1.0,1,3,2.0,1,0,0.0,1.0,1.0,3,0,0,1
HN_base,user_pref,results\spotify\results_spotify_20260416_172608.csv,20,11521,186513,0,A,A,0,1,1,10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0]","[186513, 28495, 49378, 228469, 197106, 119808, 27161, 134873, 175772, 106482]",1,0.0,2,10,6.0,0,0,0.5,0.5,0.5,1,0,0,1,1,0.0,2,10,6.0,0,0,0.5,0.5,0.5,1,0,0,1
HN_base,cooccurrence,results\spotify\results_spotify_20260416_172608.csv,21,1189,148148,8,I,I,8,1,1,10,"[0, 0, 0, 0, 0, 0, 3, 0, 150, 37]","[15875, 178487, 241172, 84328, 58868, 145495, 227309, 143720, 148148, 81621]",1,150.0,1,1,1.0,1,1,0.0,150.0,113.0,1,0,0,1,1,150.0,1,1,1.0,1,1,0.0,150.0,113.0,1,0,0,1
HN_base,user_pref,results\spotify\results_spotify_20260416_172608.csv,21,1189,148148,8,I,I,8,1,1,10,"[0.8, 0.0, 1.5, 0.0, 0.0, 0.9, 0.1, 0.0, 31.4, 0.0]","[15875, 178487, 241172, 84328, 58868, 145495, 227309, 143720, 148148, 81621]",1,31.4,1,1,1.0,1,1,0.0,31.4,29.9,1,0,0,1,1,31.4,1,1,1.0,1,1,0.0,31.4,29.9,1,0,0,1
HN_base,cooccurrence,results\spotify\results_spotify_20260416_172608.csv,22,16923,188954,7,H,C,2,0,1,10,"[0, 0, 0, 0, 0, 0, 0, 4, 0, 0]","[73272, 99430, 236506, 202174, 119830, 108011, 239330, 188954, 238592, 248751]",1,4.0,1,1,1.0,1,1,0.0,4.0,4.0,1,0,0,1,1,0.0,2,10,6.0,0,0,4.0,4.0,4.0,1,0,0,1
HN_base,user_pref,results\spotify\results_spotify_20260416_172608.csv,22,16923,188954,7,H,C,2,0,1,10,"[0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.3, 3.8, 0.0, 0.0]","[73272, 99430, 236506, 202174, 119830, 108011, 239330, 188954, 238592, 248751]",1,3.8,1,1,1.0,1,1,0.0,3.8,2.5,1,0,0,1,1,0.0,4,10,7.0,0,0,3.8,3.8,2.5,1,0,0,1
HN_base,cooccurrence,results\spotify\results_spotify_20260416_172608.csv,23,4599,122475,2,C,A,0,0,1,10,"[7, 0, 4, 1, 0, 1, 0, 0, 0, 7]","[33520, 155205, 122475, 19868, 89211, 22136, 111049, 1129, 228022, 67898]",1,4.0,3,3,3.0,0,0,3.0,7.0,3.0,2,0,0,1,1,7.0,1,2,1.5,1,0,0.0,7.0,3.0,2,0,0,1
HN_base,user_pref,results\spotify\results_spotify_20260416_172608.csv,23,4599,122475,2,C,A,0,0,1,10,"[0.0, 0.0, 18.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[33520, 155205, 122475, 19868, 89211, 22136, 111049, 1129, 228022, 67898]",1,18.3,1,1,1.0,1,1,0.0,18.3,18.3,1,0,0,1,1,0.0,2,10,6.0,0,0,18.3,18.3,18.3,1,0,0,1
HN_base,cooccurrence,results\spotify\results_spotify_20260416_172608.csv,24,16815,171215,4,E,D,3,0,1,10,"[0, 0, 0, 2, 0, 2, 0, 0, 0, 0]","[218184, 31841, 115098, 30433, 171215, 206955, 184948, 15442, 81062, 119629]",1,0.0,3,10,6.5,0,0,2.0,2.0,2.0,2,0,0,1,1,2.0,1,2,1.5,1,0,0.0,2.0,2.0,2,0,0,1
HN_base,user_pref,results\spotify\results_spotify_20260416_172608.csv,24,16815,171215,4,E,D,3,0,1,10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[218184, 31841, 115098, 30433, 171215, 206955, 184948, 15442, 81062, 119629]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
HN_base,cooccurrence,results\spotify\results_spotify_20260416_172608.csv,25,4288,240168,4,E,E,4,1,1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[228404, 88902, 151329, 245545, 240168, 210316, 133646, 28649, 39559, 192249]",1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0,1,0.0,1,10,5.5,1,0,0.0,0.0,0.0,10,1,1,0
HN_base,user_pref,results\spotify\results_spotify_20260416_172608.csv,25,4288,240168,4,E,E,4,1,1,10,"[0.0, 0.0, 0.0, 10.7, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2]","[228404, 88902, 151329, 245545, 240168, 210316, 133646, 28649, 39559, 192249]",1,0.0,3,10,6.5,0,0,10.7,10.7,8.5,1,0,0,1,1,0.0,3,10,6.5,0,0,10.7,10.7,8.5,1,0,0,1
HN_base,cooccurrence,results\spotify\results_spotify_20260416_172608.csv,26,18162,243284,6,G,G,6,1,1,10,"[0, 1, 0, 3, 3, 2, 121, 1, 0, 2]","[197239, 100255, 198504, 11089, 170386, 90859, 243284, 222043, 142361, 104480]",1,121.0,1,1,1.0,1,1,0.0,121.0,118.0,1,0,0,1,1,121.0,1,1,1.0,1,1,0.0,121.0,118.0,1,0,0,1
HN_base,user_pref,results\spotify\results_spotify_20260416_172608.csv,26,18162,243284,6,G,G,6,1,1,10,"[0.3, 0.7, 0.0, 0.0, 0.2, 0.0, 0.2, 0.0, 0.1, 0.2]","[197239, 100255, 198504, 11089, 170386, 90859, 243284, 222043, 142361, 104480]",1,0.2,3,5,4.0,0,0,0.49999999999999994,0.7,0.39999999999999997,1,0,0,1,1,0.2,3,5,4.0,0,0,0.49999999999999994,0.7,0.39999999999999997,1,0,0,1
HN_base,cooccurrence,results\spotify\results_spotify_20260416_172608.csv,27,5187,240315,3,D,B,1,0,1,10,"[16, 46, 0, 22, 35, 22, 34, 18, 3, 17]","[117401, 34613, 162562, 240315, 21379, 163840, 154255, 104218, 26286, 36534]",1,22.0,4,5,4.5,0,0,24.0,46.0,11.0,1,0,0,1,1,46.0,1,1,1.0,1,1,0.0,46.0,11.0,1,0,0,1
HN_base,user_pref,results\spotify\results_spotify_20260416_172608.csv,27,5187,240315,3,D,B,1,0,1,10,"[1.1, 5.5, 0.0, 22.5, 0.4, 0.0, 1.3, 0.0, 0.0, 0.0]","[117401, 34613, 162562, 240315, 21379, 163840, 154255, 104218, 26286, 36534]",1,22.5,1,1,1.0,1,1,0.0,22.5,17.0,1,0,0,1,1,5.5,2,2,2.0,0,0,17.0,22.5,17.0,1,0,0,1
HN_base,cooccurrence,results\spotify\results_spotify_20260416_172608.csv,28,8974,85125,5,F,F,5,1,1,10,"[0, 0, 0, 1, 0, 13, 0, 0, 0, 0]","[23646, 227988, 242889, 44385, 242874, 85125, 109455, 60435, 105898, 39634]",1,13.0,1,1,1.0,1,1,0.0,13.0,12.0,1,0,0,1,1,13.0,1,1,1.0,1,1,0.0,13.0,12.0,1,0,0,1
HN_base,user_pref,results\spotify\results_spotify_20260416_172608.csv,28,8974,85125,5,F,F,5,1,1,10,"[0.1, 0.6, 1.8, 0.0, 0.0, 0.2, 1.4, 6.1, 0.0, 5.8]","[23646, 227988, 242889, 44385, 242874, 85125, 109455, 60435, 105898, 39634]",1,0.2,6,6,6.0,0,0,5.8999999999999995,6.1,0.2999999999999998,1,0,0,1,1,0.2,6,6,6.0,0,0,5.8999999999999995,6.1,0.2999999999999998,1,0,0,1
HN_base,cooccurrence,results\spotify\results_spotify_20260416_172608.csv,29,17342,73526,4,E,E,4,1,1,10,"[1, 1, 0, 0, 23, 1, 0, 0, 0, 0]","[140763, 226570, 115797, 196069, 73526, 79453, 215332, 83787, 79884, 16015]",1,23.0,1,1,1.0,1,1,0.0,23.0,22.0,1,0,0,1,1,23.0,1,1,1.0,1,1,0.0,23.0,22.0,1,0,0,1
HN_base,user_pref,results\spotify\results_spotify_20260416_172608.csv,29,17342,73526,4,E,E,4,1,1,10,"[0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.6, 0.0]","[140763, 226570, 115797, 196069, 73526, 79453, 215332, 83787, 79884, 16015]",1,0.0,3,10,6.5,0,0,12.6,12.6,12.5,1,0,0,1,1,0.0,3,10,6.5,0,0,12.6,12.6,12.5,1,0,0,1
HN_base,cooccurrence,results\spotify\results_spotify_20260416_172608.csv,30,19778,280,5,F,G,6,0,1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[215924, 247852, 87319, 230019, 231729, 280, 128475, 197377, 101982, 209403]",1,0.0,2,10,6.0,0,0,1.0,1.0,1.0,1,0,0,1,1,0.0,2,10,6.0,0,0,1.0,1.0,1.0,1,0,0,1
