row_idx,bundle_id,true_indice,true_option_idx,true_option_char,prediction,pred_option_idx,hit,skipped,skip_reason,num_input_items,num_valid_input_embeddings,num_candidates,input_gt_sim,input_neg_sim_mean,input_neg_sim_max,input_neg_sim_min,input_gt_margin_vs_neg_mean,input_gt_margin_vs_best_neg,input_gt_rank,input_gt_top1,input_gt_top3,input_gt_mrr,input_semantic_top_option_idx,input_semantic_top_item,input_semantic_top_sim,pred_input_sim,pred_is_input_semantic_top1,pred_input_rank,pairmean_input_gt_sim,pairmean_input_neg_sim_mean,pairmean_input_neg_sim_max,pairmean_input_gt_margin_vs_best_neg,pairmean_input_gt_rank,pairmean_input_gt_top1,pairmax_input_gt_sim,pairmax_input_neg_sim_mean,pairmax_input_neg_sim_max,pairmax_input_gt_margin_vs_best_neg,pairmax_input_gt_rank,pairmax_input_gt_top1,gt_to_distractor_sim_mean,gt_to_distractor_sim_max,gt_to_distractor_sim_min,candidate_ids,input_sims_by_option
10,7226,36389,8,I,I,8,1,0,,1,1,10,-0.07794786244630814,0.0009877184638753533,0.12687361240386963,-0.1806441694498062,-0.07893557846546173,-0.20482146739959717,7,0,0,0.14285714285714285,7,13199,0.12687361240386963,-0.07794786244630814,0,7,-0.07794786244630814,0.0009877202101051807,0.12687361240386963,-0.20482146739959717,7,0,-0.07794786244630814,0.0009877202101051807,0.12687361240386963,-0.20482146739959717,7,0,-0.0004144244594499469,0.19529187679290771,-0.2549242377281189,"[25915, 1514, 40157, 35408, 20903, 19226, 18129, 13199, 36389, 40006]","[0.010119572281837463, 0.08070015907287598, 0.07401584088802338, 0.01908545196056366, -0.1806441694498062, -0.08115462958812714, 0.042104948312044144, 0.12687361240386963, -0.07794786244630814, -0.08221131563186646]"
11,5280,31930,1,B,B,1,1,0,,2,2,10,0.03195725753903389,-0.029034269973635674,0.08987000584602356,-0.11663524061441422,0.060991525650024414,-0.05791274830698967,2,0,1,0.5,2,24396,0.08987000584602356,0.03195725753903389,0,2,0.019948435947299004,-0.01812383159995079,0.0560988150537014,-0.036150380969047546,2,0,0.07426724582910538,0.0473937951028347,0.1877584308385849,-0.11349118500947952,3,0,-0.04443176090717316,0.03190755844116211,-0.14419910311698914,"[23681, 31930, 24396, 1908, 45697, 2857, 9678, 13141, 36294, 46788]","[-0.02176685258746147, 0.03195725753903389, 0.08987000584602356, -0.03588414937257767, -0.03798138350248337, -0.04174154996871948, -0.11663524061441422, -0.001038976013660431, -0.00032667629420757294, -0.0958036333322525]"
12,15019,10707,6,G,E,4,0,0,,2,2,10,0.1762097030878067,0.04478763788938522,0.14754618704319,-0.08855190873146057,0.13142207264900208,0.0286635160446167,1,1,1,1.0,6,10707,0.1762097030878067,0.017860446125268936,0,7,0.10877548903226852,0.027647729963064194,0.09108132869005203,0.01769416034221649,1,1,0.16566084325313568,0.09274356067180634,0.20527178049087524,-0.03961093723773956,3,0,0.0007744017639197409,0.18650132417678833,-0.17631198465824127,"[17408, 41463, 31283, 43305, 10781, 10069, 10707, 20359, 30560, 26051]","[0.06030886992812157, 0.08994342386722565, -0.08855190873146057, 0.11077050864696503, 0.017860446125268936, 0.016359418630599976, 0.1762097030878067, 0.05396205931901932, -0.0051102414727211, 0.14754618704319]"
13,19644,28894,3,D,D,3,1,0,,2,2,10,0.20488868653774261,0.03816927596926689,0.2190791368484497,-0.381719172000885,0.16671940684318542,-0.014190450310707092,2,0,1,0.5,6,17714,0.2190791368484497,0.20488868653774261,0,2,0.142851784825325,0.026612255722284317,0.15274564921855927,-0.009893864393234253,2,0,0.3196147382259369,0.08063176274299622,0.2006426453590393,0.11897209286689758,1,1,-0.03173975273966789,0.21988004446029663,-0.3310064673423767,"[38806, 44831, 2804, 28894, 35729, 47697, 17714, 9565, 21749, 12019]","[-0.019075024873018265, -0.381719172000885, -0.10002659261226654, 0.20488868653774261, 0.1556302011013031, -0.01278095692396164, 0.2190791368484497, 0.1142999455332756, 0.1775953620672226, 0.19052058458328247]"
14,2032,20323,3,D,H,7,0,0,,2,2,10,0.032770417630672455,0.06646456569433212,0.3147096037864685,-0.16291221976280212,-0.03369414806365967,-0.28193917870521545,8,0,0,0.125,9,28623,0.3147096037864685,0.11927486211061478,0,3,0.022223196923732758,0.0450727678835392,0.21341951191425323,-0.19119632244110107,8,0,0.18688714504241943,0.1603740006685257,0.3121291995048523,-0.12524205446243286,4,0,0.027885880321264267,0.3978826403617859,-0.35594576597213745,"[10354, 13595, 11339, 20323, 31149, 34005, 33807, 47553, 44948, 28623]","[-0.054147180169820786, 0.06330161541700363, 0.12973858416080475, 0.032770417630672455, 0.07058022171258926, 0.05150524526834488, 0.06613032519817352, 0.11927486211061478, -0.16291221976280212, 0.3147096037864685]"
15,19614,39019,9,J,H,7,0,0,,2,2,10,-0.04618403688073158,0.009103013202548027,0.3340919613838196,-0.17899641394615173,-0.05528704822063446,-0.38027599453926086,5,0,0,0.2,7,29379,0.3340919613838196,0.3340919613838196,1,1,-0.030980102717876434,0.006106294691562653,0.22410792112350464,-0.25508803129196167,5,0,0.10634748637676239,0.08770929276943207,0.3672911524772644,-0.2609436511993408,5,0,-0.03686682879924774,0.28325238823890686,-0.20571152865886688,"[21667, 11033, 36019, 24962, 1794, 11069, 1971, 29379, 35198, 39019]","[-0.17899641394615173, 0.15469782054424286, -0.0919232964515686, 0.031457558274269104, -0.17739231884479523, -0.05062542110681534, -0.0701923668384552, 0.3340919613838196, 0.13080960512161255, -0.04618403688073158]"
16,118,12263,4,E,E,4,1,0,,2,2,10,0.42649099230766296,-0.03386471047997475,0.17069217562675476,-0.19144366681575775,0.4603556990623474,0.2557988166809082,1,1,1,1.0,4,12263,0.42649099230766296,0.42649099230766296,1,1,0.272808700799942,-0.021661855280399323,0.10918475687503815,0.16362394392490387,1,1,0.7428262829780579,0.09045018255710602,0.2905498743057251,0.45227640867233276,1,1,-0.06932372599840164,0.1617738902568817,-0.309842586517334,"[2108, 38856, 1328, 21765, 12263, 27644, 10547, 20341, 39258, 21803]","[-0.04151414334774017, -0.08007465302944183, 0.17069217562675476, -0.059601254761219025, 0.42649099230766296, -0.19144366681575775, -0.03156972676515579, -0.07622358202934265, -0.14849692583084106, 0.1534494012594223]"
17,6154,22634,7,H,C,2,0,0,,2,2,10,-0.23086394369602203,-0.046446215361356735,0.22476200759410858,-0.21000859141349792,-0.184417724609375,-0.4556259512901306,10,0,0,0.1,3,47425,0.22476200759410858,-0.06184431537985802,0,6,-0.1429426372051239,-0.028757814317941666,0.13916455209255219,-0.2821071743965149,10,0,-0.0885239914059639,0.042849909514188766,0.19476579129695892,-0.2832897901535034,8,0,0.03644396364688873,0.39850008487701416,-0.27227190136909485,"[13105, 43267, 11112, 47425, 26145, 32411, 32335, 22634, 27122, 10778]","[-0.0007335394620895386, -0.01735799014568329, -0.06184431537985802, 0.22476200759410858, 0.017393574118614197, -0.21000859141349792, -0.16024671494960785, -0.23086394369602203, -0.1708100140094757, -0.03917034715414047]"
18,9585,32736,2,C,C,2,1,0,,2,2,10,0.002642471343278885,0.041314274072647095,0.20463815331459045,-0.22339151799678802,-0.03867180272936821,-0.20199568569660187,6,0,0,0.16666666666666666,3,37514,0.20463815331459045,0.002642471343278885,0,6,0.001984856091439724,0.031032731756567955,0.15371154248714447,-0.15172669291496277,6,0,0.017809094861149788,0.0821862518787384,0.19469718635082245,-0.1768880933523178,7,0,-0.038399145007133484,0.2196071892976761,-0.1817430853843689,"[23634, 22579, 32736, 37514, 27270, 19862, 44618, 19836, 1601, 11268]","[-0.06921011209487915, 0.09342272579669952, 0.002642471343278885, 0.20463815331459045, 0.13547950983047485, -0.22339151799678802, 0.18572327494621277, 0.06457899510860443, -0.0066400691866874695, -0.012772489339113235]"
19,16123,10378,9,J,C,2,0,0,,1,1,10,-0.24743962287902832,0.046122048050165176,0.20844469964504242,-0.12080277502536774,-0.2935616672039032,-0.45588433742523193,10,0,0,0.1,2,29046,0.20844469964504242,0.20844469964504242,1,1,-0.24743962287902832,0.046122048050165176,0.20844469964504242,-0.45588433742523193,10,0,-0.24743962287902832,0.046122048050165176,0.20844469964504242,-0.45588433742523193,10,0,-0.1197175607085228,0.07792700827121735,-0.3030184209346771,"[36814, 3872, 29046, 44385, 47551, 5430, 14613, 46301, 29108, 10378]","[-0.12080277502536774, -0.019694576039910316, 0.20844469964504242, -0.03855198621749878, 0.1085047721862793, 0.11692199110984802, 0.05121036618947983, -0.04685267433524132, 0.15591859817504883, -0.24743962287902832]"
20,3227,26866,1,B,I,8,0,0,,1,1,10,0.21367090940475464,0.0016853378619998693,0.15744590759277344,-0.1623096913099289,0.21198557317256927,0.0562250018119812,1,1,1,1.0,1,26866,0.21367090940475464,-0.09003131836652756,0,9,0.21367090940475464,0.0016853378619998693,0.15744590759277344,0.0562250018119812,1,1,0.21367090940475464,0.0016853378619998693,0.15744590759277344,0.0562250018119812,1,1,-0.028639981523156166,0.2169208824634552,-0.12461473792791367,"[39760, 26866, 24291, 48231, 32361, 32643, 18450, 5916, 17692, 17067]","[0.09596163034439087, 0.21367090940475464, -0.03736220300197601, 0.021839570254087448, 0.0013302713632583618, 0.15744590759277344, -0.08332066237926483, -0.1623096913099289, -0.09003131836652756, 0.11161452531814575]"
21,341,38297,6,G,A,0,0,0,,2,2,10,-0.004880383610725403,-0.005719640292227268,0.19683825969696045,-0.15386554598808289,0.0008392566815018654,-0.20171864330768585,4,0,0,0.25,1,11317,0.19683825969696045,-0.15386554598808289,0,10,-0.0035013556480407715,-0.004103420302271843,0.14121727645397186,-0.14471863210201263,4,0,0.14027148485183716,0.060880787670612335,0.26197299361228943,-0.12170150876045227,3,0,0.05378274619579315,0.23001742362976074,-0.1785970777273178,"[46116, 11317, 33306, 10502, 9799, 18028, 38297, 16445, 37734, 25846]","[-0.15386554598808289, 0.19683825969696045, 0.11573977768421173, -0.1297057718038559, -0.05351072549819946, -0.005810288712382317, -0.004880383610725403, -0.07672595977783203, -0.07516824454069138, 0.1307317465543747]"
22,7171,5677,6,G,D,3,0,0,,1,1,10,-0.0220150388777256,-0.1085209771990776,0.10439153015613556,-0.25330793857574463,0.0865059345960617,-0.12640656530857086,2,0,1,0.5,1,26324,0.10439153015613556,-0.08765707165002823,0,5,-0.0220150388777256,-0.1085209771990776,0.10439153015613556,-0.12640656530857086,2,0,-0.0220150388777256,-0.1085209771990776,0.10439153015613556,-0.12640656530857086,2,0,-0.0036649471148848534,0.3168505132198334,-0.17427465319633484,"[23989, 26324, 43720, 5877, 27569, 12048, 5677, 2970, 48322, 33751]","[-0.19653427600860596, 0.10439153015613556, -0.02836834080517292, -0.08765707165002823, -0.14082425832748413, -0.25330793857574463, -0.0220150388777256, -0.21800915896892548, -0.05272560194134712, -0.10365370661020279]"
23,11406,10008,1,B,B,1,1,0,,1,1,10,-0.10723403841257095,-0.010162909515202045,0.21361109614372253,-0.29941070079803467,-0.09707112610340118,-0.3208451271057129,7,0,0,0.14285714285714285,4,10553,0.21361109614372253,-0.10723403841257095,0,7,-0.10723403841257095,-0.010162909515202045,0.21361109614372253,-0.3208451271057129,7,0,-0.10723403841257095,-0.010162909515202045,0.21361109614372253,-0.3208451271057129,7,0,0.004223010502755642,0.1570732593536377,-0.12977837026119232,"[10611, 10008, 12190, 46200, 10553, 44237, 5421, 37898, 560, 7916]","[0.21068868041038513, -0.10723403841257095, 0.07932029664516449, -0.29941070079803467, 0.21361109614372253, -0.10239043086767197, -0.19401797652244568, 0.14315588772296906, -0.14746728539466858, 0.00504425261169672]"
24,209,28580,9,J,D,3,0,0,,1,1,10,-0.013137683272361755,-0.019803067669272423,0.2123968005180359,-0.18535923957824707,0.006665384396910667,-0.22553448379039764,5,0,0,0.2,2,36466,0.2123968005180359,-0.1283060610294342,0,8,-0.013137683272361755,-0.019803067669272423,0.2123968005180359,-0.22553448379039764,5,0,-0.013137683272361755,-0.019803067669272423,0.2123968005180359,-0.22553448379039764,5,0,-0.03694382682442665,0.3042578399181366,-0.3367963433265686,"[21631, 14150, 36466, 40101, 8724, 43933, 2828, 4984, 25472, 28580]","[-0.14184285700321198, -0.0006954967975616455, 0.2123968005180359, -0.1283060610294342, -0.005064051598310471, -0.09472178667783737, -0.020899295806884766, 0.18626438081264496, -0.18535923957824707, -0.013137683272361755]"
25,18951,43920,0,A,J,9,0,0,,1,1,10,0.0066071972250938416,0.06106393039226532,0.24824103713035583,-0.16161029040813446,-0.05445673316717148,-0.2416338324546814,7,0,0,0.14285714285714285,6,6485,0.24824103713035583,-0.015681948512792587,0,8,0.0066071972250938416,0.06106393039226532,0.24824103713035583,-0.2416338324546814,7,0,0.0066071972250938416,0.06106393039226532,0.24824103713035583,-0.2416338324546814,7,0,-0.09033118933439255,0.07337190955877304,-0.23921804130077362,"[43920, 44630, 42150, 39691, 23389, 15546, 6485, 37610, 45761, 1671]","[0.0066071972250938416, 0.18812358379364014, 0.11829721182584763, -0.16161029040813446, 0.035418517887592316, 0.18856403231620789, 0.24824103713035583, 0.026714563369750977, -0.07849138230085373, -0.015681948512792587]"
26,10838,21574,0,A,A,0,1,0,,2,2,10,-0.2332008183002472,-0.026786575093865395,0.15472011268138885,-0.2297487109899521,-0.20641423761844635,-0.38792091608047485,10,0,0,0.1,5,10026,0.15472011268138885,-0.2332008183002472,0,10,-0.17959657311439514,-0.02062932401895523,0.11915566772222519,-0.2987522482872009,10,0,-0.14119403064250946,0.06037024036049843,0.322481244802475,-0.46367526054382324,10,0,-0.02785661444067955,0.15113209187984467,-0.2521107792854309,"[21574, 27172, 9354, 9727, 31651, 10026, 9047, 15237, 32160, 13663]","[-0.2332008183002472, 0.04762941598892212, 0.12575475871562958, -0.2297487109899521, -0.024187032133340836, 0.15472011268138885, -0.04464155435562134, -0.13658487796783447, -0.006646491587162018, -0.1273747980594635]"
27,15964,14978,1,B,E,4,0,0,,2,2,10,0.01589878648519516,-0.005109231453388929,0.11160756647586823,-0.07448993623256683,0.021008018404245377,-0.09570877999067307,4,0,0,0.25,0,43634,0.11160756647586823,-0.06749102473258972,0,9,0.011221181601285934,-0.0036060470156371593,0.07877139002084732,-0.06755021214485168,4,0,0.11343421787023544,0.06400424987077713,0.1649041324853897,-0.051469914615154266,4,0,0.04048201069235802,0.17052534222602844,-0.11024285852909088,"[43634, 14978, 16305, 36280, 10005, 37150, 23454, 2896, 32608, 21070]","[0.11160756647586823, 0.01589878648519516, 0.08409721404314041, -0.06383974850177765, -0.06749102473258972, -0.05276867747306824, -0.07448993623256683, 0.05969753861427307, -0.044932879507541656, 0.0021368563175201416]"
28,2242,29940,3,D,A,0,0,0,,2,2,10,-0.022612953558564186,0.040501996874809265,0.22478565573692322,-0.09570252895355225,-0.0631149485707283,-0.24739861488342285,8,0,0,0.125,9,46697,0.22478565573692322,0.1502981185913086,0,2,-0.0167371928691864,0.02997792698442936,0.1663772016763687,-0.18311439454555511,8,0,0.10550190508365631,0.09226569533348083,0.30995529890060425,-0.20445339381694794,5,0,0.04673151299357414,0.16120204329490662,-0.21263939142227173,"[25824, 9600, 35684, 29940, 35396, 6788, 642, 27510, 31928, 46697]","[0.1502981185913086, -0.040782857686281204, -0.015057006850838661, -0.022612953558564186, -0.013449065387248993, 0.049134865403175354, 0.00580400787293911, 0.09948678314685822, -0.09570252895355225, 0.22478565573692322]"
29,3374,21774,6,G,H,7,0,0,,1,1,10,0.011370107531547546,0.003866017796099186,0.23170995712280273,-0.2335532009601593,0.0075040897354483604,-0.2203398495912552,7,0,0,0.14285714285714285,0,35992,0.23170995712280273,-0.2335532009601593,0,10,0.011370107531547546,0.003866014303639531,0.23170992732048035,-0.2203398197889328,7,0,0.011370107531547546,0.003866014303639531,0.23170992732048035,-0.2203398197889328,7,0,-0.005159733816981316,0.1686992347240448,-0.1581917107105255,"[35992, 10587, 15258, 37611, 17213, 13746, 21774, 10581, 18854, 33924]","[0.23170995712280273, -0.18048903346061707, 0.0621691532433033, 0.07290701568126678, -0.08444744348526001, 0.03364062309265137, 0.011370107531547546, -0.2335532009601593, 0.02392636239528656, 0.10893074423074722]"
30,13596,40137,7,H,H,7,1,0,,2,2,10,0.019959961995482445,-0.02377915009856224,0.21492090821266174,-0.19922387599945068,0.043739110231399536,-0.19496095180511475,4,0,0,0.25,9,29778,0.21492090821266174,0.019959961995482445,0,4,0.01514770369976759,-0.018046101555228233,0.16310447454452515,-0.14795677363872528,4,0,0.045210085809230804,0.02924763225018978,0.21888691186904907,-0.17367681860923767,4,0,-0.046352360397577286,0.1751938760280609,-0.2484704554080963,"[2072, 993, 20708, 3910, 38554, 38931, 13103, 40137, 32410, 29778]","[0.04230785369873047, 0.015567988157272339, -0.06766815483570099, -0.17549237608909607, -0.12871825695037842, -0.19922387599945068, -0.023567669093608856, 0.019959961995482445, 0.1078612431883812, 0.21492090821266174]"
31,12823,44488,9,J,J,9,1,0,,1,1,10,-0.035180822014808655,-0.008797486312687397,0.07405725121498108,-0.09786246716976166,-0.026383336633443832,-0.10923807322978973,6,0,0,0.16666666666666666,0,42383,0.07405725121498108,-0.035180822014808655,0,6,-0.03518079221248627,-0.008797485381364822,0.07405724376440048,-0.10923803597688675,6,0,-0.03518079221248627,-0.008797485381364822,0.07405724376440048,-0.10923803597688675,6,0,0.05176083743572235,0.3248625695705414,-0.20527087152004242,"[42383, 41521, 36925, 2122, 37929, 1056, 27408, 13534, 6896, 44488]","[0.07405725121498108, -0.044913891702890396, -0.009910114109516144, 0.03009563311934471, -0.04174472764134407, -0.09786246716976166, 0.03240314871072769, -0.07448767125606537, 0.053185444325208664, -0.035180822014808655]"
32,10127,18508,0,A,I,8,0,0,,2,2,10,0.04536329209804535,-0.022714130580425262,0.20714345574378967,-0.20681819319725037,0.06807742267847061,-0.16178016364574432,4,0,0,0.25,9,33044,0.20714345574378967,0.058381497859954834,0,3,0.0326586589217186,-0.016352709382772446,0.1491299569606781,-0.1164712980389595,4,0,0.07224326580762863,0.031041886657476425,0.18060635030269623,-0.1083630844950676,3,0,0.03058377280831337,0.22997596859931946,-0.19113266468048096,"[18508, 699, 46860, 14796, 25195, 42135, 46087, 15233, 34082, 33044]","[0.04536329209804535, -0.20681819319725037, -0.15885604918003082, -0.18963328003883362, -0.03265288472175598, -0.0913967713713646, 0.027303356677293777, 0.18210169672966003, 0.058381497859954834, 0.20714345574378967]"
33,6722,14450,6,G,D,3,0,0,,2,2,10,-0.018831532448530197,-0.02794916182756424,0.19293951988220215,-0.2775716185569763,0.009117629379034042,-0.21177105605602264,6,0,0,0.16666666666666666,7,22216,0.19293951988220215,-0.017757311463356018,0,5,-0.013053588569164276,-0.019373692572116852,0.1337411254644394,-0.14679470658302307,6,0,0.040633007884025574,0.06542480736970901,0.2732865810394287,-0.23265357315540314,6,0,0.04289161413908005,0.32492905855178833,-0.1752454936504364,"[9732, 8930, 33081, 28185, 3041, 14239, 14450, 22216, 35081, 15851]","[0.09669824689626694, -0.0807490348815918, 0.02605598419904709, -0.017757311463356018, -0.1196351945400238, 0.028396032750606537, -0.018831532448530197, 0.19293951988220215, -0.2775716185569763, -0.09991906583309174]"
