dataset,embedding_space,unique_view,bundle_id,true_indice,true_option_char,candidate_indices,input_indices,view_context_items,rank_IBxBI,rank_IUxUI,rank_BIxIB,input_gt_sim,input_distractor_mean_sim,input_distractor_max_sim,input_gt_margin_vs_distractor_mean,input_gt_margin_vs_best_distractor,input_gt_rank_by_embedding,num_input_items,num_context_items,num_context_excl_input_items,context_contains_input,context_contains_gt,context_input_sim,context_gt_sim,context_distractor_mean_sim,context_distractor_max_sim,context_gt_margin_vs_distractor_mean,context_gt_margin_vs_best_distractor,context_excl_input_input_sim,context_excl_input_gt_sim,context_excl_input_distractor_mean_sim,context_excl_input_distractor_max_sim,context_excl_input_gt_margin_vs_distractor_mean,context_excl_input_gt_margin_vs_best_distractor
pog,text,IBxBI,7282,20851,G,"[7315, 42828, 18048, 44619, 10711, 15869, 20851, 40462, 6869, 6062]","[42033, 23451]","[27101, 16664, 23451]",1,9,6,0.3674176335334778,0.5253546933333079,0.7718806862831116,-0.15793705979983008,-0.4044630527496338,10,2,3,2,1,0,0.7408771514892578,0.32026898860931396,0.5156977342234718,0.62106853723526,-0.1954287456141578,-0.30079954862594604,0.5638593435287476,0.2758326232433319,0.4781793024804857,0.6126282811164856,-0.20234667923715377,-0.3367956578731537
pog,text,IUxUI,17869,43126,E,"[41301, 18405, 34651, 4128, 43126, 38100, 33734, 47662, 41412, 44180]",[32245],[],3,1,4,0.4063645005226135,0.37791771358913845,0.7069412469863892,0.028446786933475077,-0.30057674646377563,3,1,0,0,0,0,,,,,,,,,,,,
pog,text,IUxUI,2032,20323,D,"[10354, 13595, 11339, 20323, 31149, 34005, 33807, 47553, 44948, 28623]","[44425, 14203]",[],3,1,2,0.5402621030807495,0.4960931936899821,0.6186085939407349,0.0441689093907674,-0.07834649085998535,4,2,0,0,0,0,,,,,,,,,,,,
pog,text,IUxUI,8102,27210,B,"[12412, 27210, 27359, 7803, 6844, 37149, 10572, 35662, 36232, 26838]",[42027],[],2,1,2,0.5035010576248169,0.4379183848698934,0.6433379650115967,0.06558267275492352,-0.13983690738677979,2,1,0,0,0,0,,,,,,,,,,,,
pog,text,IUxUI,2599,32252,G,"[42277, 26561, 394, 31230, 10223, 3884, 32252, 9045, 15290, 7194]","[17051, 8500]",[],3,1,5,0.5687079429626465,0.4667210612032149,0.588836133480072,0.1019868817594316,-0.020128190517425537,2,2,0,0,0,0,,,,,,,,,,,,
pog,text,IUxUI,16824,27240,B,"[20980, 27240, 42702, 155, 11829, 30469, 43475, 23209, 8661, 13435]",[38091],[],4,1,6,0.41201722621917725,0.38239273097780013,0.6312928795814514,0.029624495241377113,-0.21927565336227417,5,1,0,0,0,0,,,,,,,,,,,,
pog,text,IUxUI,9504,29802,F,"[13757, 11113, 15840, 45795, 42417, 29802, 44170, 35261, 22673, 36688]","[27162, 39303]",[],2,1,2,0.5401550531387329,0.412211784058147,0.6150776147842407,0.1279432690805859,-0.07492256164550781,2,2,0,0,0,0,,,,,,,,,,,,
pog,text,IUxUI,18243,27120,A,"[27120, 5617, 33878, 45629, 31023, 9916, 25281, 12885, 12963, 2560]","[20901, 23353]","[12963, 27166, 1210]",2,1,2,0.6294459700584412,0.45748066571023727,0.6782656908035278,0.1719653043482039,-0.04881972074508667,2,2,3,3,0,0,0.7513519525527954,0.8202165365219116,0.51267738143603,0.8495035767555237,0.3075391550858816,-0.02928704023361206,0.7513519525527954,0.8202165365219116,0.51267738143603,0.8495035767555237,0.3075391550858816,-0.02928704023361206
pog,text,IUxUI,15094,7749,H,"[27204, 28488, 22848, 40592, 18687, 35769, 37831, 7749, 42082, 8682]","[13126, 37266]","[24915, 20498, 3901]",2,1,3,0.5402463674545288,0.5165721211168501,0.5939761996269226,0.023674246337678673,-0.0537298321723938,4,2,3,3,0,0,0.6441701054573059,0.6268037557601929,0.5511849092112647,0.7137385606765747,0.07561884654892814,-0.08693480491638184,0.6441701054573059,0.6268037557601929,0.5511849092112647,0.7137385606765747,0.07561884654892814,-0.08693480491638184
pog,text,IUxUI,630,38643,E,"[29212, 36474, 47238, 32288, 38643, 20856, 8982, 29749, 8693, 23042]","[15295, 38196]","[30593, 19420, 18659]",3,1,2,0.3832247853279114,0.45605041252242196,0.5918993353843689,-0.07282562719451058,-0.20867455005645752,8,2,3,3,0,0,0.6497650146484375,0.5328892469406128,0.5056628386179606,0.5802468657493591,0.027226408322652218,-0.04735761880874634,0.6497650146484375,0.5328892469406128,0.5056628386179606,0.5802468657493591,0.027226408322652218,-0.04735761880874634
pog,text,IUxUI,7120,41466,B,"[16968, 41466, 7974, 35028, 15010, 25717, 29292, 22316, 26641, 7673]","[46410, 47430]",[],5,1,4,0.4656490683555603,0.46450963616371155,0.6196900010108948,0.0011394321918487549,-0.15404093265533447,6,2,0,0,0,0,,,,,,,,,,,,
pog,text,IUxUI,19995,37008,F,"[36761, 21389, 23431, 2308, 30637, 37008, 1798, 27654, 47986, 41911]",[18113],[],4,1,2,0.3283355236053467,0.33072855075200397,0.4008081257343292,-0.0023930271466572894,-0.07247260212898254,6,1,0,0,0,0,,,,,,,,,,,,
pog,text,IUxUI,10578,31932,D,"[16090, 39304, 11706, 31932, 39955, 7871, 13733, 23993, 10891, 197]","[2797, 16971]","[45865, 38346, 16954]",3,1,2,0.4308960735797882,0.4489777485529582,0.5411509275436401,-0.01808167497316998,-0.11025485396385193,7,2,3,3,0,0,0.6272363662719727,0.703336238861084,0.49884477257728577,0.6469722390174866,0.20449146628379822,0.05636399984359741,0.6272363662719727,0.703336238861084,0.49884477257728577,0.6469722390174866,0.20449146628379822,0.05636399984359741
pog,text,IUxUI,1168,18281,H,"[34482, 27623, 6681, 27659, 32930, 5385, 35301, 18281, 16460, 2813]","[105, 246]",[],3,1,2,0.6571437120437622,0.5160116950670878,0.6610644459724426,0.14113201697667443,-0.00392073392868042,2,2,0,0,0,0,,,,,,,,,,,,
pog,text,IUxUI,14562,35875,J,"[2231, 2137, 30411, 15885, 19587, 9897, 1881, 31535, 35776, 35875]","[2295, 7008]","[40418, 10844, 2295]",7,1,3,0.38407060503959656,0.401327199406094,0.4696706235408783,-0.017256594366497457,-0.08560001850128174,7,2,3,2,1,0,0.8099291920661926,0.4875386357307434,0.5075390703148313,0.6148487329483032,-0.020000434584087845,-0.12731009721755981,0.636415958404541,0.5111954808235168,0.4879765311876933,0.5922611951828003,0.02321894963582355,-0.08106571435928345
pog,text,BIxIB,12361,26154,A,"[26154, 28539, 21189, 4960, 37285, 21853, 1654, 3688, 41202, 39433]",[32117],[],2,2,1,0.3151129186153412,0.40385473767916363,0.5870399475097656,-0.08874181906382245,-0.27192702889442444,8,1,0,0,0,0,,,,,,,,,,,,
pog,text,BIxIB,4551,32272,C,"[19155, 47719, 32272, 19995, 41106, 41550, 21652, 10778, 16170, 41367]","[32824, 24325]","[44, 24325, 46922]",4,3,1,0.4199610948562622,0.507350891828537,0.636684238910675,-0.08738979697227478,-0.21672314405441284,9,2,3,2,1,0,0.7200865745544434,0.39883026480674744,0.49437692099147373,0.5509998798370361,-0.0955466561847263,-0.1521696150302887,0.4285302758216858,0.33206838369369507,0.40318191713756985,0.5118197798728943,-0.07111353344387478,-0.17975139617919922
pog,text,BIxIB,10076,11606,G,"[18780, 18870, 26030, 42036, 48201, 30559, 11606, 35534, 10506, 19327]","[22106, 29575]","[22106, 24690, 30002, 34473, 39127, 7420, 23795]",6,3,1,0.44686535000801086,0.47814616229799056,0.5918483734130859,-0.0312808122899797,-0.14498302340507507,7,2,7,6,1,0,0.7640724182128906,0.6248639225959778,0.5569044649600983,0.6502412557601929,0.06795945763587952,-0.025377333164215088,0.6706892251968384,0.6249393224716187,0.5326746669080522,0.6480143070220947,0.09226465556356644,-0.023074984550476074
pog,text,BIxIB,209,28580,J,"[21631, 14150, 36466, 40101, 8724, 43933, 2828, 4984, 25472, 28580]",[45439],"[22892, 45439, 46908, 18420, 42234, 536, 16707, 18504]",3,7,1,0.5113009214401245,0.3938920630349053,0.47480809688568115,0.1174088584052192,0.03649282455444336,1,1,8,7,1,0,0.702721357345581,0.6936326026916504,0.5751733514997694,0.7214360237121582,0.11845925119188094,-0.027803421020507812,0.5983108282089233,0.6824455261230469,0.5717071228557162,0.720805287361145,0.11073840326733064,-0.038359761238098145
pog,text,BIxIB,9320,44675,G,"[25204, 13543, 41631, 15239, 32480, 34007, 44675, 13384, 6695, 45059]",[15904],"[15904, 22037, 34471, 46383, 47237]",2,2,1,0.5243286490440369,0.3697754740715027,0.47495847940444946,0.15455317497253418,0.0493701696395874,1,1,5,4,1,0,0.7624549865722656,0.7355846762657166,0.5320593615372976,0.6746747493743896,0.20352531472841895,0.060909926891326904,0.6072107553482056,0.7307364344596863,0.5316717326641083,0.6748995780944824,0.199064701795578,0.05583685636520386
pog,text,BIxIB,2557,21834,I,"[15041, 38425, 34793, 3484, 4229, 11956, 40456, 29736, 21834, 45963]","[35556, 8548]","[4852, 5089, 35556, 8092, 24179, 37364, 12033, 12836, 40264]",3,4,1,0.5770512819290161,0.5202255315250821,0.6239985823631287,0.056825750403934006,-0.04694730043411255,3,2,9,8,1,0,0.7840454578399658,0.6820591688156128,0.5818241304821439,0.6677334308624268,0.10023503833346892,0.014325737953186035,0.7217987775802612,0.6645687818527222,0.566335442993376,0.6676945090293884,0.09823333885934615,-0.0031257271766662598
pog,text,BIxIB,13340,10005,I,"[30294, 20093, 21226, 14017, 36012, 32798, 27506, 28002, 10005, 8476]","[1841, 18325]","[1841, 26743, 30637, 42093, 2528, 5263, 29965, 105]",4,4,1,0.4305102229118347,0.46605339977476334,0.5946187973022461,-0.03554317686292863,-0.16410857439041138,7,2,8,7,1,0,0.7577831745147705,0.5808983445167542,0.5801273120774163,0.695052981376648,0.0007710324393378487,-0.1141546368598938,0.6818989515304565,0.5824968814849854,0.5734792484177483,0.6993727087974548,0.009017633067237019,-0.11687582731246948
pog,text,BIxIB,3129,14503,I,"[47312, 35715, 9316, 42452, 13719, 47735, 11931, 5579, 14503, 44447]","[18564, 11418]","[1856, 11418, 12848, 20380, 31345, 28067, 48199, 24904, 43623]",3,4,1,0.4717068374156952,0.46840112739139134,0.5792127251625061,0.003305710024303854,-0.10750588774681091,6,2,9,8,1,0,0.7908163070678711,0.5817115306854248,0.5368491113185883,0.6242339611053467,0.04486241936683655,-0.042522430419921875,0.7276216149330139,0.568779706954956,0.5224754677878486,0.5990587472915649,0.046304239167107464,-0.030279040336608887
pog,text,BIxIB,14227,38315,B,"[48553, 38315, 48546, 31238, 39002, 10316, 25159, 45754, 20478, 2893]",[21710],[],2,6,1,0.2408224642276764,0.25134142571025425,0.39483559131622314,-0.01051896148257786,-0.15401312708854675,5,1,0,0,0,0,,,,,,,,,,,,
pog,text,BIxIB,10066,15137,I,"[45963, 16720, 21299, 12535, 39941, 24894, 25180, 20204, 15137, 11050]",[24111],[],4,4,1,0.3337416648864746,0.3727519777086046,0.4811299443244934,-0.03901031282212997,-0.1473882794380188,7,1,0,0,0,0,,,,,,,,,,,,
pog,text,BIxIB,13559,28733,F,"[4017, 34322, 27031, 25661, 25159, 28733, 11291, 8369, 40553, 40548]","[18848, 37748]","[14662, 16529, 37748, 41827, 48635, 2477, 12703, 28676, 31661, 14830, 16320, 30860, 38555]",4,6,1,0.5467952489852905,0.5118985176086426,0.6293860673904419,0.03489673137664795,-0.08259081840515137,5,2,13,12,1,0,0.7911904454231262,0.7016439437866211,0.5830441315968832,0.6298996210098267,0.11859981218973792,0.07174432277679443,0.7512079477310181,0.6964827179908752,0.574769013457828,0.6294897198677063,0.1217137045330472,0.06699299812316895
pog,text,BIxIB,14238,37931,I,"[41650, 30622, 40086, 43223, 20480, 4085, 679, 653, 37931, 2940]","[19932, 20755]","[6759, 19932, 34542, 17483, 40496, 3445, 25872, 38886]",3,2,1,0.4961604177951813,0.46064359943072003,0.5639859437942505,0.035516818364461245,-0.06782552599906921,3,2,8,7,1,0,0.7538429498672485,0.7068037986755371,0.5934830175505744,0.6194213628768921,0.11332078112496269,0.08738243579864502,0.6782782077789307,0.7158834934234619,0.5818353891372681,0.620391309261322,0.13404810428619385,0.09549218416213989
pog,text,BIxIB,10188,10048,D,"[18887, 25662, 5437, 10048, 17443, 29038, 34774, 12320, 1860, 3589]",[3774],[],8,2,1,0.32664549350738525,0.35934016439649796,0.4250420928001404,-0.03269467088911271,-0.09839659929275513,8,1,0,0,0,0,,,,,,,,,,,,
pog,text,BIxIB,7095,44163,I,"[37005, 11465, 40408, 7472, 47292, 40896, 26985, 38929, 44163, 48582]",[28519],[],3,3,1,0.4346773326396942,0.421367175049252,0.5889027118682861,0.01331015759044224,-0.15422537922859192,3,1,0,0,0,0,,,,,,,,,,,,
pog,text,BIxIB,11060,24796,A,"[24796, 32556, 19673, 8647, 39977, 6470, 48519, 39001, 31622, 41522]","[6036, 36038]","[3549, 6036, 8734, 13485, 3127, 9118, 35818, 19043, 32380, 41182]",5,5,1,0.4143514633178711,0.4269300136301253,0.5810855627059937,-0.012578550312254189,-0.16673409938812256,7,2,10,9,1,0,0.7116121053695679,0.6067934632301331,0.5627177556355795,0.6610921621322632,0.04407570759455359,-0.05429869890213013,0.6401538252830505,0.604529619216919,0.551773789856169,0.6583707332611084,0.05275582936074996,-0.05384111404418945
pog,text,BIxIB,9769,33185,J,"[21541, 24641, 39963, 15074, 33842, 4100, 38252, 9457, 36075, 33185]","[24740, 13817]","[13817, 13912, 18088, 34075, 9554, 17790, 21228, 24740, 46159, 9615, 15702, 27696]",2,3,1,0.41401466727256775,0.4045698179139031,0.5298597812652588,0.009444849358664631,-0.11584511399269104,5,2,12,10,1,0,0.676054835319519,0.6458498239517212,0.5785444842444526,0.6743069887161255,0.0673053397072686,-0.028457164764404297,0.5302222967147827,0.6406040787696838,0.5654985507329305,0.6942062973976135,0.0751055280367533,-0.05360221862792969
pog,text,BIxIB,15012,8748,E,"[2818, 17184, 21065, 41663, 8748, 12150, 27477, 1508, 26982, 26990]","[34914, 25516]","[4838, 27433, 34826, 34914, 36755, 41108, 757, 4708, 4764, 25516, 41237]",5,4,1,0.5351965427398682,0.5078655613793267,0.7789789438247681,0.027330981360541462,-0.2437824010848999,3,2,11,9,1,0,0.8526248335838318,0.63226318359375,0.5486142900254991,0.7273536324501038,0.08364889356825089,-0.09509044885635376,0.7623391151428223,0.62591552734375,0.5303379926416609,0.6720946431159973,0.09557753470208907,-0.046179115772247314
pog,text,BIxIB,12685,40963,F,"[47549, 48203, 9908, 22301, 31895, 40963, 38053, 42187, 4158, 23625]",[47831],"[21996, 46515, 47831]",2,3,1,0.4587562084197998,0.4639913472864363,0.6330799460411072,-0.005235138866636513,-0.17432373762130737,6,1,3,2,1,0,0.7604130506515503,0.7961754202842712,0.4986001451810201,0.5966975688934326,0.29757527510325116,0.19947785139083862,0.4702094793319702,0.8236113786697388,0.41627388530307347,0.5392473936080933,0.4073374933666653,0.2843639850616455
pog,text,BIxIB,8804,42890,G,"[31161, 10310, 29272, 23758, 13917, 36378, 42890, 39081, 10979, 27704]",[28080],[],2,2,1,0.4387369751930237,0.3658737904495663,0.48521125316619873,0.07286318474345738,-0.04647427797317505,3,1,0,0,0,0,,,,,,,,,,,,
pog,text,BIxIB,14081,3690,E,"[23339, 34054, 41069, 47994, 3690, 38502, 5449, 25087, 23007, 16883]","[39252, 4093]","[4093, 19556, 37718, 44426, 11233, 15080, 46159, 47474, 39252, 40600, 41056, 47420]",2,2,1,0.32298344373703003,0.4077302681075202,0.5307500958442688,-0.08474682437049019,-0.20776665210723877,9,2,12,10,1,0,0.7576777338981628,0.5143142938613892,0.5788688626554277,0.6775139570236206,-0.06455456879403854,-0.16319966316223145,0.6345436573028564,0.5242219567298889,0.5784046252568563,0.6629034280776978,-0.054182668526967404,-0.13868147134780884
pog,text,BIxIB,480,26039,C,"[18614, 35529, 26039, 4347, 34262, 1649, 16426, 537, 20448, 36156]",[34279],"[34279, 38762, 39267, 4452, 20942]",2,4,1,0.3862776756286621,0.419506957133611,0.6951943635940552,-0.033229281504948915,-0.30891668796539307,6,1,5,4,1,0,0.6762523651123047,0.536434531211853,0.5294430123435127,0.6355211138725281,0.006991518868340374,-0.09908658266067505,0.4585944414138794,0.5091347694396973,0.4888324671321445,0.5553334951400757,0.020302302307552755,-0.04619872570037842
pog,bi,IBxBI,16123,10378,J,"[36814, 3872, 29046, 44385, 47551, 5430, 14613, 46301, 29108, 10378]",[44926],[],1,4,5,0.238025963306427,-0.003519455591837565,0.1172480434179306,0.24154541889826456,0.1207779198884964,1,1,0,0,0,0,,,,,,,,,,,,
pog,bi,IBxBI,3227,26866,B,"[39760, 26866, 24291, 48231, 32361, 32643, 18450, 5916, 17692, 17067]",[1522],"[8431, 1522, 26743]",1,3,4,0.9857620596885681,0.016745650106006198,0.4752218723297119,0.969016409582562,0.5105401873588562,1,1,3,2,1,0,0.9797436594963074,0.9971762895584106,0.01022554768456353,0.500770092010498,0.9869507418738471,0.4964061975479126,0.9543567895889282,0.9875732660293579,0.0067629168430964155,0.5059917569160461,0.9808103491862615,0.48158150911331177
pog,bi,IBxBI,341,38297,G,"[46116, 11317, 33306, 10502, 9799, 18028, 38297, 16445, 37734, 25846]","[26743, 26119]","[14692, 39410, 123]",1,7,3,0.9657852649688721,0.006614994671609666,0.8295658230781555,0.9591702702972624,0.13621944189071655,1,2,3,3,0,0,0.9749525785446167,0.9740712642669678,-0.0008225093285242716,0.8332065343856812,0.974893773595492,0.14086472988128662,0.9749525785446167,0.9740712642669678,-0.0008225093285242716,0.8332065343856812,0.974893773595492,0.14086472988128662
pog,bi,IBxBI,18951,43920,A,"[43920, 44630, 42150, 39691, 23389, 15546, 6485, 37610, 45761, 1671]",[28286],"[8025, 403]",1,5,5,0.7377675175666809,-0.14119964920812184,0.1421213150024414,0.8789671667748027,0.5956462025642395,1,1,2,2,0,0,0.7551488876342773,0.9980173707008362,-0.18335890314645237,0.03043743595480919,1.1813762738472886,0.967579934746027,0.7551488876342773,0.9980173707008362,-0.18335890314645237,0.03043743595480919,1.1813762738472886,0.967579934746027
pog,bi,IBxBI,7017,17236,I,"[33262, 36431, 36355, 1302, 3980, 44387, 7937, 46952, 17236, 30321]",[3755],"[4394, 9626, 34082]",1,8,7,0.99763023853302,-0.03522469041248163,0.2173120528459549,1.0328549289455016,0.7803181856870651,1,1,3,3,0,0,0.9980388879776001,0.9998091459274292,-0.03544284982813729,0.22265785932540894,1.0352519957555666,0.7771512866020203,0.9980388879776001,0.9998091459274292,-0.03544284982813729,0.22265785932540894,1.0352519957555666,0.7771512866020203
pog,bi,IBxBI,5470,25370,G,"[39013, 38138, 42881, 47454, 1126, 41961, 25370, 38498, 37409, 31567]","[40293, 42302]",[],1,2,2,0.29222026467323303,0.0243563289857573,0.24962559342384338,0.26786393568747574,0.04259467124938965,1,2,0,0,0,0,,,,,,,,,,,,
pog,bi,IBxBI,16273,10818,C,"[4546, 6584, 10818, 6041, 27611, 19576, 4809, 13965, 18163, 46311]","[40422, 28460]",[],1,4,3,-0.6325793266296387,-0.09369648496309917,0.438576877117157,-0.5388828416665395,-1.0711562037467957,10,2,0,0,0,0,,,,,,,,,,,,
pog,bi,IBxBI,14269,26865,E,"[29792, 12745, 20207, 14299, 26865, 47745, 8382, 20918, 7812, 618]","[29952, 2740]","[13111, 2123, 24848]",1,4,3,0.24736343324184418,-0.04930888095663653,0.43459174036979675,0.2966723141984807,-0.18722830712795258,2,2,3,3,0,0,0.3303298354148865,0.9754025936126709,-0.10526380232638782,0.1673339158296585,1.0806663959390588,0.8080686777830124,0.3303298354148865,0.9754025936126709,-0.10526380232638782,0.1673339158296585,1.0806663959390588,0.8080686777830124
pog,bi,IBxBI,6167,46775,A,"[46775, 15976, 14273, 27737, 11234, 20657, 20675, 16678, 41403, 38456]","[43306, 32220]",[],1,3,3,0.18476663529872894,0.04204989369544718,0.24531224370002747,0.14271674160328177,-0.06054560840129852,3,2,0,0,0,0,,,,,,,,,,,,
